Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08, Ch09, Ch10, Ch11, Ch12, Ch13
0.412,-200000,-200000,-200000,-200000,-200000,-200000,44815.85546875,-36207.89453125,1311011584,713498496,108105832,96678144,49542.09375
0.416,-200000,-200000,-200000,-200000,-200000,-200000,44125.84375,-35881.63671875,1287491968,727637312,110248088,96678144,50338.125
0.42,-200000,-200000,-200000,-200000,-200000,-200000,45732.66796875,-34943.9375,1221078784,738127232,111837464,96678144,50781.04296875
0.424,-200000,-200000,-200000,-200000,-200000,-200000,46731.1875,-33433.33203125,1117787776,744569856,112813616,96678144,50105.9296875
0.428,-200000,-200000,-200000,-200000,-200000,-200000,45226.625,-31398.662109375,985875968,746913600,113168728,96678144,49573.7109375
0.432,-200000,-200000,-200000,-200000,-200000,-200000,43997.21875,-28897.634765625,835073344,745448768,112946792,96678144,50149.51953125
0.436,-200000,-200000,-200000,-200000,-200000,-200000,45398.95703125,-25995.15234375,675748032,740768128,112237608,112237608,50743.48828125
0.44,-200000,-200000,-200000,-200000,-200000,-200000,46847.5859375,-22761.62109375,518091424,733699072,111166528,112237608,50289.44921875
0.444,-200000,-200000,-200000,-200000,-200000,-200000,45611.2421875,-19271.134765625,371376640,725212160,109880624,112237608,49621.41796875
0.448,-200000,-200000,-200000,-200000,-200000,-200000,43972.23828125,-15599.6845703125,243350144,716317696,108532976,112237608,49962.86328125
0.452,-200000,-200000,-200000,-200000,-200000,-200000,45066.14453125,-11823.3955078125,139792688,707960512,107266736,112237608,50668.3125
0.456,-200000,-200000,-200000,-200000,-200000,-200000,46869.78125,-8016.83837890625,64269696,700922048,106200304,112237608,50479.3671875
0.46,-200000,-200000,-200000,-200000,-200000,-200000,45969.61328125,-4251.4453125,18074790,695741632,105415400,112237608,49707.0546875
0.464,-200000,-200000,-200000,-200000,-200000,-200000,44037.53125,-594.09552001953125,352949.5,692662464,104948864,112237608,49764.83203125
0.468,-200000,-200000,-200000,-200000,-200000,-200000,44817.26171875,2894.142578125,8376061.5,691609280,104789288,112237608,50609.42578125
0.472,-200000,-200000,-200000,-200000,-200000,-200000,46749.64453125,6159.0498046875,37933900,692198272,104878528,112237608,50627.1171875
0.476,-200000,-200000,-200000,-200000,-200000,-200000,46235.23046875,9154.0888671875,83797352,693779328,105118080,105118080,49763.375
0.48,-200000,-200000,-200000,-200000,-200000,-200000,44263.4609375,11841,140209280,695504064,105379416,105118080,49648.05078125
0.484,-200000,-200000,-200000,-200000,-200000,-200000,44619.9921875,14190.1689453125,201360896,696414080,105517288,105118080,50554.11328125
0.488,-200000,-200000,-200000,-200000,-200000,-200000,46520.98046875,16180.763671875,261817136,695541440,105385072,105118080,50719.09375
