participant,session,date,expName,psychopyVersion,OS,frameRate,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,text,letterColor,corrAns,congruent
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,left,1,2.0622,,0,0,0,0,1,red,red,left,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,down,1,1.0344,,0,1,1,2,1,green,green,down,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,left,1,1.1986,,0,2,2,5,1,blue,red,left,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,right,1,1.5823,,0,3,3,4,1,blue,blue,right,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,right,1,0.9677,,0,4,4,3,1,green,blue,right,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,down,1,0.6548,,0,5,5,1,1,red,green,down,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,left,1,0.6281,,1,0,6,0,1,red,red,left,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,left,1,1.0341,,1,1,7,5,1,blue,red,left,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,down,1,0.6397,,1,2,8,1,1,red,green,down,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,right,1,0.8385,,1,3,9,4,1,blue,blue,right,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,down,1,0.8275,,1,4,10,2,1,green,green,down,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,right,1,1.2094,,1,5,11,3,1,green,blue,right,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,right,1,0.7435,,2,0,12,4,1,blue,blue,right,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,left,1,0.6501,,2,1,13,5,1,blue,red,left,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,down,1,0.7021,,2,2,14,1,1,red,green,down,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,down,1,0.5757,,2,3,15,2,1,green,green,down,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,right,1,0.8766,,2,4,16,3,1,green,blue,right,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,left,1,0.5505,,2,5,17,0,1,red,red,left,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,right,1,0.8217,,3,0,18,3,1,green,blue,right,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,left,1,0.6335,,3,1,19,5,1,blue,red,left,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,down,1,0.5508,,3,2,20,1,1,red,green,down,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,down,1,1.1005,,3,3,21,2,1,green,green,down,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,left,1,0.5574,,3,4,22,0,1,red,red,left,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,right,1,0.7666,,3,5,23,4,1,blue,blue,right,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,right,1,0.5157,,4,0,24,4,1,blue,blue,right,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,right,1,0.601,,4,1,25,3,1,green,blue,right,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,left,1,0.5505,,4,2,26,0,1,red,red,left,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,left,1,0.5865,,4,3,27,5,1,blue,red,left,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,down,1,0.6504,,4,4,28,1,1,red,green,down,0
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,down,1,0.4371,,4,5,29,2,1,green,green,down,1
,DEMO,2026-05-20_12h05.31.760,stroop,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,
