Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08, Ch09
1.528,-33.133567810058594,-33.133567810058594,-7.3876447677612305,-33.133567810058594,-33.133567810058594,-33.133567810058594,-33.133567810058594,0.23558712005615234,0
1.532,-38.557395935058594,-38.557395935058594,-11.042841911315918,-38.557395935058594,-38.557395935058594,-38.557395935058594,-38.557395935058594,0.39322280883789062,0
1.536,-43.764301300048828,-43.764301300048828,-9.4295482635498047,-43.764301300048828,-43.764301300048828,-43.764301300048828,-43.764301300048828,0.35008931159973145,0
1.54,-48.760498046875,-48.760498046875,-17.764919281005859,-48.760498046875,-48.760498046875,-48.760498046875,-48.760498046875,0.28210225701332092,0
1.544,-53.551544189453125,-53.551544189453125,-26.179342269897461,-53.551544189453125,-53.551544189453125,-53.551544189453125,-53.551544189453125,0.21204134821891785,0
1.548,-58.1429443359375,-58.1429443359375,-23.039642333984375,-58.1429443359375,-58.1429443359375,-58.1429443359375,-58.1429443359375,0.20927412807941437,0
1.552,-62.538280487060547,-62.538280487060547,-22.942388534545898,-62.538280487060547,-62.538280487060547,-62.538280487060547,-62.538280487060547,0.28886651992797852,0
1.556,-66.738075256347656,-66.738075256347656,-32.843517303466797,-66.738075256347656,-66.738075256347656,-66.738075256347656,-66.738075256347656,0.26744690537452698,0
1.56,-70.74432373046875,-70.74432373046875,-35.31561279296875,-70.74432373046875,-70.74432373046875,-70.74432373046875,-70.74432373046875,-0.07043854147195816,0
1.564,-74.564071655273438,-74.564071655273438,-30.652053833007812,-74.564071655273438,-74.564071655273438,-74.564071655273438,-74.564071655273438,-0.72836911678314209,0
1.568,-78.205116271972656,-78.205116271972656,-36.805339813232422,-78.205116271972656,-78.205116271972656,-78.205116271972656,-78.205116271972656,-1.3361995220184326,0
1.572,-81.670211791992188,-81.670211791992188,-46.581249237060547,-81.670211791992188,-81.670211791992188,-81.670211791992188,-81.670211791992188,-1.5411357879638672,0
1.576,-84.959274291992188,-84.959274291992188,-44.607177734375,-84.959274291992188,-84.959274291992188,-84.959274291992188,-84.959274291992188,-1.3252608776092529,0
1.58,-88.075157165527344,-88.075157165527344,-43.12713623046875,-88.075157165527344,-88.075157165527344,-88.075157165527344,-88.075157165527344,-0.76510697603225708,0
1.584,-91.024269104003906,-91.024269104003906,-51.794750213623047,-91.024269104003906,-91.024269104003906,-91.024269104003906,-91.024269104003906,-0.21891114115715027,0
1.588,-93.812744140625,-93.812744140625,-54.954673767089844,-93.812744140625,-93.812744140625,-93.812744140625,-93.812744140625,0.064763866364955902,0
1.592,-96.443946838378906,-96.443946838378906,-49.252269744873047,-96.443946838378906,-96.443946838378906,-96.443946838378906,-96.443946838378906,0.077983938157558441,0
1.596,-98.919715881347656,-98.919715881347656,-51.941246032714844,-98.919715881347656,-98.919715881347656,-98.919715881347656,-98.919715881347656,-0.37317109107971191,0
1.6,-101.24253845214844,-101.24253845214844,-60.472911834716797,-101.24253845214844,-101.24253845214844,-101.24253845214844,-101.24253845214844,-0.68743163347244263,0
1.604,-103.41660308837891,-103.41660308837891,-59.012908935546875,-103.41660308837891,-103.41660308837891,-103.41660308837891,-103.41660308837891,-0.45461559295654297,0
1.608,-105.44749450683594,-105.44749450683594,-55.8131103515625,-105.44749450683594,-105.44749450683594,-105.44749450683594,-105.44749450683594,-0.35097137093544006,0
1.612,-107.34006500244141,-107.34006500244141,-63.1339111328125,-107.34006500244141,-107.34006500244141,-107.34006500244141,-107.34006500244141,-0.35833024978637695,0
1.616,-109.09665679931641,-109.09665679931641,-67.5533447265625,-109.09665679931641,-109.09665679931641,-109.09665679931641,-109.09665679931641,-0.1631721705198288,0
1.62,-110.71871185302734,-110.71871185302734,-61.629417419433594,-110.71871185302734,-110.71871185302734,-110.71871185302734,-110.71871185302734,-0.13434164226055145,0
1.624,-112.20980072021484,-112.20980072021484,-62.228080749511719,-112.20980072021484,-112.20980072021484,-112.20980072021484,-112.20980072021484,-0.3394416868686676,0
1.628,-113.57552337646484,-113.57552337646484,-70.770362854003906,-113.57552337646484,-113.57552337646484,-113.57552337646484,-113.57552337646484,-0.3392702043056488,0
1.632,-114.82029724121094,-114.82029724121094,-69.887718200683594,-114.82029724121094,-114.82029724121094,-114.82029724121094,-114.82029724121094,-0.17411479353904724,0
1.636,-115.94651794433594,-115.94651794433594,-64.513465881347656,-115.94651794433594,-115.94651794433594,-115.94651794433594,-115.94651794433594,-0.30501064658164978,0
1.64,-116.95640563964844,-116.95640563964844,-69.549522399902344,-116.95640563964844,-116.95640563964844,-116.95640563964844,-116.95640563964844,-0.57569980621337891,0
1.644,-117.853271484375,-117.853271484375,-74.530372619628906,-117.853271484375,-117.853271484375,-117.853271484375,-117.853271484375,-0.60915851593017578,0
1.648,-118.64080810546875,-118.64080810546875,-68.789344787597656,-118.64080810546875,-118.64080810546875,-118.64080810546875,-118.64080810546875,-0.56495475769042969,0
1.652,-119.32283782958984,-119.32283782958984,-66.9764404296875,-119.32283782958984,-119.32283782958984,-119.32283782958984,-119.32283782958984,-0.6271132230758667,0
1.656,-119.90350341796875,-119.90350341796875,-75.094581604003906,-119.90350341796875,-119.90350341796875,-119.90350341796875,-119.90350341796875,-0.54176759719848633,0
1.66,-120.38597106933594,-120.38597106933594,-75.80682373046875,-120.38597106933594,-120.38597106933594,-120.38597106933594,-120.38597106933594,-0.20706264674663544,0
1.664,-120.77132415771484,-120.77132415771484,-69.477516174316406,-120.77132415771484,-120.77132415771484,-120.77132415771484,-120.77132415771484,-0.067228533327579498,0
1.668,-121.06124114990234,-121.06124114990234,-73.617919921875,-121.06124114990234,-121.06124114990234,-121.06124114990234,-121.06124114990234,-0.2671450674533844,0
1.672,-121.2611083984375,-121.2611083984375,-80.653732299804688,-121.2611083984375,-121.2611083984375,-121.2611083984375,-121.2611083984375,-0.44850507378578186,0
1.676,-121.37701416015625,-121.37701416015625,-75.771278381347656,-121.37701416015625,-121.37701416015625,-121.37701416015625,-121.37701416015625,-0.44449371099472046,0
1.68,-121.41042327880859,-121.41042327880859,-72.59454345703125,-121.41042327880859,-121.41042327880859,-121.41042327880859,-121.41042327880859,-0.32702994346618652,0
1.684,-121.35992431640625,-121.35992431640625,-80.682701110839844,-121.35992431640625,-121.35992431640625,-121.35992431640625,-121.35992431640625,-0.076276585459709167,0
1.688,-121.22813415527344,-121.22813415527344,-82.808204650878906,-121.22813415527344,-121.22813415527344,-121.22813415527344,-121.22813415527344,0.34563979506492615,0
1.692,-121.02237701416016,-121.02237701416016,-75.85406494140625,-121.02237701416016,-121.02237701416016,-121.02237701416016,-121.02237701416016,0.65077477693557739,0
1.696,-120.74758148193359,-120.74758148193359,-77.836204528808594,-120.74758148193359,-120.74758148193359,-120.74758148193359,-120.74758148193359,0.49199715256690979,0
1.7,-120.40287780761719,-120.40287780761719,-85.055831909179688,-120.40287780761719,-120.40287780761719,-120.40287780761719,-120.40287780761719,0.1325991153717041,0
1.704,-119.98735046386719,-119.98735046386719,-81.044967651367188,-119.98735046386719,-119.98735046386719,-119.98735046386719,-119.98735046386719,-0.024192329496145248,0
1.708,-119.5054931640625,-119.5054931640625,-74.61138916015625,-119.5054931640625,-119.5054931640625,-119.5054931640625,-119.5054931640625,-0.0011025263229385018,0
1.712,-118.96389007568359,-118.96389007568359,-79.606056213378906,-118.96389007568359,-118.96389007568359,-118.96389007568359,-118.96389007568359,0.0071068503893911839,0
1.716,-118.36491394042969,-118.36491394042969,-83.479652404785156,-118.36491394042969,-118.36491394042969,-118.36491394042969,-118.36491394042969,-0.1384689062833786,0
1.72,-117.707763671875,-117.707763671875,-77.154808044433594,-117.707763671875,-117.707763671875,-117.707763671875,-117.707763671875,-0.2569432258605957,0
1.724,-116.99365234375,-116.99365234375,-77.018882751464844,-116.99365234375,-116.99365234375,-116.99365234375,-116.99365234375,-0.11994123458862305,0
1.728,-116.22698974609375,-116.22698974609375,-85.437606811523438,-116.22698974609375,-116.22698974609375,-116.22698974609375,-116.22698974609375,0.078425347805023193,0
1.732,-115.41156005859375,-115.41156005859375,-83.842201232910156,-115.41156005859375,-115.41156005859375,-115.41156005859375,-115.41156005859375,0.24006521701812744,0
1.736,-114.549072265625,-114.549072265625,-76.570411682128906,-114.549072265625,-114.549072265625,-114.549072265625,-114.549072265625,0.40743869543075562,0
1.74,-113.64083099365234,-113.64083099365234,-80.516197204589844,-113.64083099365234,-113.64083099365234,-113.64083099365234,-113.64083099365234,0.31954336166381836,0
1.744,-112.68869781494141,-112.68869781494141,-85.549583435058594,-112.68869781494141,-112.68869781494141,-112.68869781494141,-112.68869781494141,0.045430619269609451,0
1.748,-111.69468688964844,-111.69468688964844,-79.303268432617188,-111.69468688964844,-111.69468688964844,-111.69468688964844,-111.69468688964844,-0.11422771215438843,0
1.752,-110.66129302978516,-110.66129302978516,-76.7730712890625,-110.66129302978516,-110.66129302978516,-110.66129302978516,-110.66129302978516,-0.38352856040000916,0
1.756,-109.59159851074219,-109.59159851074219,-85.055213928222656,-109.59159851074219,-109.59159851074219,-109.59159851074219,-109.59159851074219,-0.71309775114059448,0
1.76,-108.48802185058594,-108.48802185058594,-85.272056579589844,-108.48802185058594,-108.48802185058594,-108.48802185058594,-108.48802185058594,-0.43708547949790955,0
1.764,-107.35086822509766,-107.35086822509766,-76.209693908691406,-107.35086822509766,-107.35086822509766,-107.35086822509766,-107.35086822509766,0.25174474716186523,0
1.768,-106.18062591552734,-106.18062591552734,-77.213279724121094,-106.18062591552734,-106.18062591552734,-106.18062591552734,-106.18062591552734,0.6583598256111145,0
1.772,-104.98056793212891,-104.98056793212891,-82.428855895996094,-104.98056793212891,-104.98056793212891,-104.98056793212891,-104.98056793212891,0.74879962205886841,0
1.776,-103.75478363037109,-103.75478363037109,-75.798324584960938,-103.75478363037109,-103.75478363037109,-103.75478363037109,-103.75478363037109,0.72891443967819214,0
1.78,-102.50450134277344,-102.50450134277344,-70.415939331054688,-102.50450134277344,-102.50450134277344,-102.50450134277344,-102.50450134277344,0.74817609786987305,0
1.784,-101.22879791259766,-101.22879791259766,-77.303062438964844,-101.22879791259766,-101.22879791259766,-101.22879791259766,-101.22879791259766,0.92241209745407104,0
1.788,-99.928749084472656,-99.928749084472656,-79.6895751953125,-99.928749084472656,-99.928749084472656,-99.928749084472656,-99.928749084472656,1.0490062236785889,0
1.792,-98.608436584472656,-98.608436584472656,-72.003578186035156,-98.608436584472656,-98.608436584472656,-98.608436584472656,-98.608436584472656,0.88866138458251953,0
1.796,-97.270912170410156,-97.270912170410156,-71.518173217773438,-97.270912170410156,-97.270912170410156,-97.270912170410156,-97.270912170410156,0.76403588056564331,0
1.8,-95.916114807128906,-95.916114807128906,-77.117416381835938,-95.916114807128906,-95.916114807128906,-95.916114807128906,-95.916114807128906,0.57623720169067383,0
1.804,-94.543624877929688,-94.543624877929688,-72.410545349121094,-94.543624877929688,-94.543624877929688,-94.543624877929688,-94.543624877929688,-0.027104135602712631,0
1.808,-93.155517578125,-93.155517578125,-65.043563842773438,-93.155517578125,-93.155517578125,-93.155517578125,-93.155517578125,-0.58898293972015381,0
1.812,-91.75506591796875,-91.75506591796875,-69.616317749023438,-91.75506591796875,-91.75506591796875,-91.75506591796875,-91.75506591796875,-0.75525426864624023,0
1.816,-90.343894958496094,-90.343894958496094,-73.1937255859375,-90.343894958496094,-90.343894958496094,-90.343894958496094,-90.343894958496094,-0.56682670116424561,0
1.82,-88.92193603515625,-88.92193603515625,-65.485191345214844,-88.92193603515625,-88.92193603515625,-88.92193603515625,-88.92193603515625,-0.229429692029953,0
1.824,-87.489952087402344,-87.489952087402344,-63.498077392578125,-87.489952087402344,-87.489952087402344,-87.489952087402344,-87.489952087402344,-0.014325807802379131,0
1.828,-86.049827575683594,-86.049827575683594,-71.129066467285156,-86.049827575683594,-86.049827575683594,-86.049827575683594,-86.049827575683594,-0.0017183186719194055,0
1.832,-84.603378295898438,-84.603378295898438,-69.537132263183594,-84.603378295898438,-84.603378295898438,-84.603378295898438,-84.603378295898438,-0.26983356475830078,0
1.836,-83.151718139648438,-83.151718139648438,-61.253265380859375,-83.151718139648438,-83.151718139648438,-83.151718139648438,-83.151718139648438,-0.68058633804321289,0
1.84,-81.6956787109375,-81.6956787109375,-63.409076690673828,-81.6956787109375,-81.6956787109375,-81.6956787109375,-81.6956787109375,-0.99494302272796631,0
1.844,-80.23626708984375,-80.23626708984375,-67.191696166992188,-80.23626708984375,-80.23626708984375,-80.23626708984375,-80.23626708984375,-1.093600869178772,0
1.848,-78.7744140625,-78.7744140625,-59.798759460449219,-78.7744140625,-78.7744140625,-78.7744140625,-78.7744140625,-0.98272466659545898,0
1.852,-77.311256408691406,-77.311256408691406,-55.322521209716797,-77.311256408691406,-77.311256408691406,-77.311256408691406,-77.311256408691406,-0.8102385401725769,0
1.856,-75.84814453125,-75.84814453125,-61.70123291015625,-75.84814453125,-75.84814453125,-75.84814453125,-75.84814453125,-0.53258931636810303,0
1.86,-74.386337280273438,-74.386337280273438,-61.781940460205078,-74.386337280273438,-74.386337280273438,-74.386337280273438,-74.386337280273438,-0.21263286471366882,0
1.864,-72.92626953125,-72.92626953125,-53.688335418701172,-72.92626953125,-72.92626953125,-72.92626953125,-72.92626953125,-0.10315611213445663,0
1.868,-71.468299865722656,-71.468299865722656,-54.889057159423828,-71.468299865722656,-71.468299865722656,-71.468299865722656,-71.468299865722656,-0.015843963250517845,0
1.872,-70.013656616210938,-70.013656616210938,-60.532512664794922,-70.013656616210938,-70.013656616210938,-70.013656616210938,-70.013656616210938,0.22272440791130066,0
1.876,-68.563827514648438,-68.563827514648438,-55.385875701904297,-68.563827514648438,-68.563827514648438,-68.563827514648438,-68.563827514648438,0.21495139598846436,0
1.88,-67.119606018066406,-67.119606018066406,-50.604026794433594,-67.119606018066406,-67.119606018066406,-67.119606018066406,-67.119606018066406,-0.17165474593639374,0
1.884,-65.681076049804688,-65.681076049804688,-56.605400085449219,-65.681076049804688,-65.681076049804688,-65.681076049804688,-65.681076049804688,-0.44619941711425781,0
1.888,-64.248779296875,-64.248779296875,-58.169269561767578,-64.248779296875,-64.248779296875,-64.248779296875,-64.248779296875,-0.31040495634078979,0
1.892,-62.823875427246094,-62.823875427246094,-50.59320068359375,-62.823875427246094,-62.823875427246094,-62.823875427246094,-62.823875427246094,-0.067472741007804871,0
1.896,-61.407451629638672,-61.407451629638672,-50.597892761230469,-61.407451629638672,-61.407451629638672,-61.407451629638672,-61.407451629638672,-0.06844417005777359,0
1.9,-59.999950408935547,-59.999950408935547,-56.654289245605469,-59.999950408935547,-59.999950408935547,-59.999950408935547,-59.999950408935547,-0.068544067442417145,0
1.904,-58.601573944091797,-58.601573944091797,-52.562664031982422,-58.601573944091797,-58.601573944091797,-58.601573944091797,-58.601573944091797,0.24276730418205261,0
1.908,-57.212940216064453,-57.212940216064453,-45.697490692138672,-57.212940216064453,-57.212940216064453,-57.212940216064453,-57.212940216064453,0.47598615288734436,0
1.912,-55.834892272949219,-55.834892272949219,-50.11126708984375,-55.834892272949219,-55.834892272949219,-55.834892272949219,-55.834892272949219,0.40255722403526306,0
1.916,-54.468097686767578,-54.468097686767578,-53.640766143798828,-54.468097686767578,-54.468097686767578,-54.468097686767578,-54.468097686767578,0.42933410406112671,0
1.92,-53.112934112548828,-53.112934112548828,-46.388542175292969,-53.112934112548828,-53.112934112548828,-53.112934112548828,-53.112934112548828,0.52911597490310669,0
1.924,-51.769775390625,-51.769775390625,-43.892589569091797,-51.769775390625,-51.769775390625,-51.769775390625,-51.769775390625,0.2897799015045166,0
1.928,-50.439105987548828,-50.439105987548828,-49.770172119140625,-50.439105987548828,-50.439105987548828,-50.439105987548828,-50.439105987548828,-0.33358311653137207,0
1.932,-49.12139892578125,-49.12139892578125,-47.005970001220703,-49.12139892578125,-49.12139892578125,-49.12139892578125,-49.12139892578125,-0.81482809782028198,0
1.936,-47.817138671875,-47.817138671875,-38.687206268310547,-47.817138671875,-47.817138671875,-47.817138671875,-47.817138671875,-0.71427106857299805,0
1.94,-46.5267333984375,-46.5267333984375,-41.241504669189453,-46.5267333984375,-46.5267333984375,-46.5267333984375,-46.5267333984375,-0.48919042944908142,0
1.944,-45.250518798828125,-45.250518798828125,-46.102684020996094,-45.250518798828125,-45.250518798828125,-45.250518798828125,-45.250518798828125,-0.49452361464500427,0
1.948,-43.988800048828125,-43.988800048828125,-39.943656921386719,-43.988800048828125,-43.988800048828125,-43.988800048828125,-43.988800048828125,-0.51074504852294922,0
1.952,-42.741874694824219,-42.741874694824219,-35.617473602294922,-42.741874694824219,-42.741874694824219,-42.741874694824219,-42.741874694824219,-0.34301465749740601,0
1.956,-41.510089874267578,-41.510089874267578,-41.367301940917969,-41.510089874267578,-41.510089874267578,-41.510089874267578,-41.510089874267578,-0.072083733975887299,0
1.96,-40.293781280517578,-40.293781280517578,-40.885326385498047,-40.293781280517578,-40.293781280517578,-40.293781280517578,-40.293781280517578,0.081791877746582031,0
1.964,-39.093231201171875,-39.093231201171875,-32.859477996826172,-39.093231201171875,-39.093231201171875,-39.093231201171875,-39.093231201171875,0.085557147860527039,0
1.968,-37.908660888671875,-37.908660888671875,-35.131519317626953,-37.908660888671875,-37.908660888671875,-37.908660888671875,-37.908660888671875,-0.160112664103508,0
1.972,-36.740215301513672,-36.740215301513672,-41.4423828125,-36.740215301513672,-36.740215301513672,-36.740215301513672,-36.740215301513672,-0.64984101057052612,0
1.976,-35.58807373046875,-35.58807373046875,-35.635028839111328,-35.58807373046875,-35.58807373046875,-35.58807373046875,-35.58807373046875,-1.212149977684021,0
1.98,-34.4525146484375,-34.4525146484375,-29.87774658203125,-34.4525146484375,-34.4525146484375,-34.4525146484375,-34.4525146484375,-1.5626407861709595,0
1.984,-33.333820343017578,-33.333820343017578,-35.028980255126953,-33.333820343017578,-33.333820343017578,-33.333820343017578,-33.333820343017578,-1.3278049230575562,0
1.988,-32.232097625732422,-32.232097625732422,-34.946189880371094,-32.232097625732422,-32.232097625732422,-32.232097625732422,-32.232097625732422,-0.51541882753372192,0
1.992,-31.147335052490234,-31.147335052490234,-25.089828491210938,-31.147335052490234,-31.147335052490234,-31.147335052490234,-31.147335052490234,0.52150565385818481,0
1.996,-30.079610824584961,-30.079610824584961,-24.341283798217773,-30.079610824584961,-30.079610824584961,-30.079610824584961,-30.079610824584961,1.1797218322753906,0
2,-29.029190063476562,-29.029190063476562,-31.529413223266602,-29.029190063476562,-29.029190063476562,-29.029190063476562,-29.029190063476562,1.1062250137329102,0
2.004,-27.996288299560547,-27.996288299560547,-28.795028686523438,-27.996288299560547,-27.996288299560547,-27.996288299560547,-27.996288299560547,0.4979100227355957,0
2.008,-26.980871200561523,-26.980871200561523,-22.733663558959961,-26.980871200561523,-26.980871200561523,-26.980871200561523,-26.980871200561523,-0.30708569288253784,0
2.012,-25.98284912109375,-25.98284912109375,-27.42254638671875,-25.98284912109375,-25.98284912109375,-25.98284912109375,-25.98284912109375,-0.8216099739074707,0
2.016,-25.002285003662109,-25.002285003662109,-30.796716690063477,-25.002285003662109,-25.002285003662109,-25.002285003662109,-25.002285003662109,-0.91414862871170044,0
2.02,-24.039382934570312,-24.039382934570312,-23.360301971435547,-24.039382934570312,-24.039382934570312,-24.039382934570312,-24.039382934570312,-0.92578631639480591,0
2.024,-23.094203948974609,-23.094203948974609,-21.361099243164062,-23.094203948974609,-23.094203948974609,-23.094203948974609,-23.094203948974609,-0.81511163711547852,0
2.028,-22.166652679443359,-22.166652679443359,-28.545303344726562,-22.166652679443359,-22.166652679443359,-22.166652679443359,-22.166652679443359,-0.53454476594924927,0
2.032,-21.256662368774414,-21.256662368774414,-26.307754516601562,-21.256662368774414,-21.256662368774414,-21.256662368774414,-21.256662368774414,-0.45480027794837952,0
2.036,-20.364248275756836,-20.364248275756836,-17.586175918579102,-20.364248275756836,-20.364248275756836,-20.364248275756836,-20.364248275756836,-0.68028497695922852,0
2.04,-19.489446640014648,-19.489446640014648,-20.521612167358398,-19.489446640014648,-19.489446640014648,-19.489446640014648,-19.489446640014648,-0.88285434246063232,0
2.044,-18.632232666015625,-18.632232666015625,-26.097423553466797,-18.632232666015625,-18.632232666015625,-18.632232666015625,-18.632232666015625,-0.76363915205001831,0
2.048,-17.792556762695312,-17.792556762695312,-20.039510726928711,-17.792556762695312,-17.792556762695312,-17.792556762695312,-17.792556762695312,-0.40787070989608765,0
2.052,-16.970352172851562,-16.970352172851562,-16.168365478515625,-16.970352172851562,-16.970352172851562,-16.970352172851562,-16.970352172851562,0.098045624792575836,0
2.056,-16.165493011474609,-16.165493011474609,-22.841415405273438,-16.165493011474609,-16.165493011474609,-16.165493011474609,-16.165493011474609,0.7482725977897644,0
2.06,-15.377889633178711,-15.377889633178711,-22.272222518920898,-15.377889633178711,-15.377889633178711,-15.377889633178711,-15.377889633178711,1.2354543209075928,0
2.064,-14.60755443572998,-14.60755443572998,-12.775959968566895,-14.60755443572998,-14.60755443572998,-14.60755443572998,-14.60755443572998,1.40085768699646,0
2.068,-13.854474067687988,-13.854474067687988,-13.878616333007812,-13.854474067687988,-13.854474067687988,-13.854474067687988,-13.854474067687988,1.3410412073135376,0
2.072,-13.118452072143555,-13.118452072143555,-20.807378768920898,-13.118452072143555,-13.118452072143555,-13.118452072143555,-13.118452072143555,1.1926923990249634,0
2.076,-12.399251937866211,-12.399251937866211,-16.234951019287109,-12.399251937866211,-12.399251937866211,-12.399251937866211,-12.399251937866211,1.0644572973251343,0
2.08,-11.696805000305176,-11.696805000305176,-11.294227600097656,-11.696805000305176,-11.696805000305176,-11.696805000305176,-11.696805000305176,0.89645659923553467,0
2.084,-11.011149406433105,-11.011149406433105,-17.920690536499023,-11.011149406433105,-11.011149406433105,-11.011149406433105,-11.011149406433105,0.65597134828567505,0
2.088,-10.342193603515625,-10.342193603515625,-20.398641586303711,-10.342193603515625,-10.342193603515625,-10.342193603515625,-10.342193603515625,0.26351293921470642,0
2.092,-9.68963623046875,-9.68963623046875,-12.466044425964355,-9.68963623046875,-9.68963623046875,-9.68963623046875,-9.68963623046875,-0.040088079869747162,0
2.096,-9.0532426834106445,-9.0532426834106445,-11.865440368652344,-9.0532426834106445,-9.0532426834106445,-9.0532426834106445,-9.0532426834106445,0.18671457469463348,0
2.1,-8.4329814910888672,-8.4329814910888672,-18.131658554077148,-8.4329814910888672,-8.4329814910888672,-8.4329814910888672,-8.4329814910888672,0.51692771911621094,0
2.104,-7.8288383483886719,-7.8288383483886719,-14.107223510742188,-7.8288383483886719,-7.8288383483886719,-7.8288383483886719,-7.8288383483886719,0.54181277751922607,0
2.108,-7.240595817565918,-7.240595817565918,-6.7174482345581055,-7.240595817565918,-7.240595817565918,-7.240595817565918,-7.240595817565918,0.48591360449790955,0
2.112,-6.6679625511169434,-6.6679625511169434,-10.79347038269043,-6.6679625511169434,-6.6679625511169434,-6.6679625511169434,-6.6679625511169434,0.42256847023963928,0
2.116,-6.1107611656188965,-6.1107611656188965,-14.535099983215332,-6.1107611656188965,-6.1107611656188965,-6.1107611656188965,-6.1107611656188965,0.26148837804794312,0
2.12,-5.5689253807067871,-5.5689253807067871,-6.8544731140136719,-5.5689253807067871,-5.5689253807067871,-5.5689253807067871,-5.5689253807067871,0.077185988426208496,0
2.124,-5.0423188209533691,-5.0423188209533691,-3.0478339195251465,-5.0423188209533691,-5.0423188209533691,-5.0423188209533691,-5.0423188209533691,0.074383780360221863,0
2.128,-4.5307073593139648,-4.5307073593139648,-9.0579118728637695,-4.5307073593139648,-4.5307073593139648,-4.5307073593139648,-4.5307073593139648,0.31906327605247498,0
2.132,-4.0338621139526367,-4.0338621139526367,-7.8899216651916504,-4.0338621139526367,-4.0338621139526367,-4.0338621139526367,-4.0338621139526367,0.66604167222976685,0
2.136,-3.5516090393066406,-3.5516090393066406,-0.42598256468772888,-3.5516090393066406,-3.5516090393066406,-3.5516090393066406,-3.5516090393066406,0.73420971632003784,0
2.14,-3.0837802886962891,-3.0837802886962891,-3.4036383628845215,-3.0837802886962891,-3.0837802886962891,-3.0837802886962891,-3.0837802886962891,0.43903845548629761,0
2.144,-2.6301944255828857,-2.6301944255828857,-8.9073715209960938,-2.6301944255828857,-2.6301944255828857,-2.6301944255828857,-2.6301944255828857,0.10280418395996094,0
2.148,-2.1906650066375732,-2.1906650066375732,-2.9924342632293701,-2.1906650066375732,-2.1906650066375732,-2.1906650066375732,-2.1906650066375732,-0.23623140156269073,0
2.152,-1.7649856805801392,-1.7649856805801392,1.2461448907852173,-1.7649856805801392,-1.7649856805801392,-1.7649856805801392,-1.7649856805801392,-0.34088835120201111,0
2.156,-1.3529214859008789,-1.3529214859008789,-5.4680356979370117,-1.3529214859008789,-1.3529214859008789,-1.3529214859008789,-1.3529214859008789,0.14395186305046082,0
2.16,-0.95425403118133545,-0.95425403118133545,-6.3879852294921875,-0.95425403118133545,-0.95425403118133545,-0.95425403118133545,-0.95425403118133545,0.7747950553894043,0
2.164,-0.56882447004318237,-0.56882447004318237,2.0669791698455811,-0.56882447004318237,-0.56882447004318237,-0.56882447004318237,-0.56882447004318237,1.0773245096206665,0
2.168,-0.1964714527130127,-0.1964714527130127,1.9153426885604858,-0.1964714527130127,-0.1964714527130127,-0.1964714527130127,-0.1964714527130127,1.0740211009979248,0
2.172,0.16304628551006317,0.16304628551006317,-4.3938889503479004,0.16304628551006317,0.16304628551006317,0.16304628551006317,0.16304628551006317,0.83570510149002075,0
2.176,0.51000261306762695,0.51000261306762695,-0.74427336454391479,0.51000261306762695,0.51000261306762695,0.51000261306762695,0.51000261306762695,0.38745212554931641,0
2.18,0.84459877014160156,0.84459877014160156,3.3393123149871826,0.84459877014160156,0.84459877014160156,0.84459877014160156,0.84459877014160156,-0.17814604938030243,0
2.184,1.1669750213623047,1.1669750213623047,-3.7703571319580078,1.1669750213623047,1.1669750213623047,1.1669750213623047,1.1669750213623047,-0.63068473339080811,0
2.188,1.4773222208023071,1.4773222208023071,-5.6174635887145996,1.4773222208023071,1.4773222208023071,1.4773222208023071,1.4773222208023071,-0.87226009368896484,0
2.192,1.7759091854095459,1.7759091854095459,4.5613279342651367,1.7759091854095459,1.7759091854095459,1.7759091854095459,1.7759091854095459,-1.0688188076019287,0
2.196,2.0629901885986328,2.0629901885986328,7.4194464683532715,2.0629901885986328,2.0629901885986328,2.0629901885986328,2.0629901885986328,-1.0987539291381836,0
2.2,2.3387424945831299,2.3387424945831299,1.7456001043319702,2.3387424945831299,2.3387424945831299,2.3387424945831299,2.3387424945831299,-0.72909241914749146,0
2.204,2.6033306121826172,2.6033306121826172,4.5773191452026367,2.6033306121826172,2.6033306121826172,2.6033306121826172,2.6033306121826172,-0.22708173096179962,0
2.208,2.8569774627685547,2.8569774627685547,10.450579643249512,2.8569774627685547,2.8569774627685547,2.8569774627685547,2.8569774627685547,0.21158762276172638,0
2.212,3.0999362468719482,3.0999362468719482,5.4643669128417969,3.0999362468719482,3.0999362468719482,3.0999362468719482,3.0999362468719482,0.53488045930862427,0
2.216,3.3324253559112549,3.3324253559112549,0.92731559276580811,3.3324253559112549,3.3324253559112549,3.3324253559112549,3.3324253559112549,0.35990604758262634,0
2.22,3.5546317100524902,3.5546317100524902,7.761322021484375,3.5546317100524902,3.5546317100524902,3.5546317100524902,3.5546317100524902,-0.13638818264007568,0
2.224,3.7667515277862549,3.7667515277862549,11.057823181152344,3.7667515277862549,3.7667515277862549,3.7667515277862549,3.7667515277862549,-0.35696586966514587,0
2.228,3.9690043926239014,3.9690043926239014,4.8332328796386719,3.9690043926239014,3.9690043926239014,3.9690043926239014,3.9690043926239014,-0.3369719386100769,0
2.232,4.1616120338439941,4.1616120338439941,5.74444580078125,4.1616120338439941,4.1616120338439941,4.1616120338439941,4.1616120338439941,-0.16151723265647888,0
