Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08, Ch09
0.16,12360.0986328125,12360.0986328125,9570.0283203125,12360.0986328125,12360.0986328125,12360.0986328125,12360.0986328125,13.912625312805176,0
0.164,9847.662109375,9847.662109375,7527.49755859375,9847.662109375,9847.662109375,9847.662109375,9847.662109375,10.982358932495117,0
0.168,7029.91796875,7029.91796875,5476.4140625,7029.91796875,7029.91796875,7029.91796875,7029.91796875,7.7026023864746094,0
0.172,4143.5224609375,4143.5224609375,3305.257080078125,4143.5224609375,4143.5224609375,4143.5224609375,4143.5224609375,4.2491369247436523,0
0.176,1543.3558349609375,1543.3558349609375,1158.384765625,1543.3558349609375,1543.3558349609375,1543.3558349609375,1543.3558349609375,1.2258952856063843,0
0.18,-758.45684814453125,-758.45684814453125,-768.9056396484375,-758.45684814453125,-758.45684814453125,-758.45684814453125,-758.45684814453125,-1.2973153591156006,0
0.184,-2914.919189453125,-2914.919189453125,-2442.419921875,-2914.919189453125,-2914.919189453125,-2914.919189453125,-2914.919189453125,-3.9467761516571045,0
0.188,-5041.24609375,-5041.24609375,-4031.82763671875,-5041.24609375,-5041.24609375,-5041.24609375,-5041.24609375,-6.6375837326049805,0
0.192,-7287.28759765625,-7287.28759765625,-5781.63037109375,-7287.28759765625,-7287.28759765625,-7287.28759765625,-7287.28759765625,-9.247344970703125,0
0.196,-9668.951171875,-9668.951171875,-7707.26318359375,-9668.951171875,-9668.951171875,-9668.951171875,-9668.951171875,-11.914352416992188,0
0.2,-11835.1376953125,-11835.1376953125,-9464.1376953125,-11835.1376953125,-11835.1376953125,-11835.1376953125,-11835.1376953125,-14.161404609680176,0
0.204,-13494.1640625,-13494.1640625,-10772.2841796875,-13494.1640625,-13494.1640625,-13494.1640625,-13494.1640625,-15.879939079284668,0
0.208,-14988.2138671875,-14988.2138671875,-11901.755859375,-14988.2138671875,-14988.2138671875,-14988.2138671875,-14988.2138671875,-17.540206909179688,0
0.212,-16871.203125,-16871.203125,-13354.2265625,-16871.203125,-16871.203125,-16871.203125,-16871.203125,-19.552658081054688,0
0.216,-19015.484375,-19015.484375,-15087.2939453125,-19015.484375,-19015.484375,-19015.484375,-19015.484375,-21.923009872436523,0
0.22,-20783.76171875,-20783.76171875,-16538.03125,-20783.76171875,-20783.76171875,-20783.76171875,-20783.76171875,-24.070363998413086,0
0.224,-22029.23046875,-22029.23046875,-17493.69921875,-22029.23046875,-22029.23046875,-22029.23046875,-22029.23046875,-25.650463104248047,0
0.228,-23254.85546875,-23254.85546875,-18399.171875,-23254.85546875,-23254.85546875,-23254.85546875,-23254.85546875,-27.028743743896484,0
0.232,-24781.21484375,-24781.21484375,-19624.125,-24781.21484375,-24781.21484375,-24781.21484375,-24781.21484375,-28.651836395263672,0
0.236,-26389.302734375,-26389.302734375,-20957.994140625,-26389.302734375,-26389.302734375,-26389.302734375,-26389.302734375,-30.576995849609375,0
0.24,-27810.099609375,-27810.099609375,-22063.552734375,-27810.099609375,-27810.099609375,-27810.099609375,-27810.099609375,-32.345165252685547,0
0.244,-29004.396484375,-29004.396484375,-22965.943359375,-29004.396484375,-29004.396484375,-29004.396484375,-29004.396484375,-33.469657897949219,0
0.248,-29982.244140625,-29982.244140625,-23991.19921875,-29982.244140625,-29982.244140625,-29982.244140625,-29982.244140625,-34.251251220703125,0
0.252,-30865.130859375,-30865.130859375,-25145.181640625,-30865.130859375,-30865.130859375,-30865.130859375,-30865.130859375,-35.191925048828125,0
0.256,-31996.775390625,-31996.775390625,-25967.46875,-31996.775390625,-31996.775390625,-31996.775390625,-31996.775390625,-36.560688018798828,0
0.26,-33435.3125,-33435.3125,-26507.068359375,-33435.3125,-33435.3125,-33435.3125,-33435.3125,-38.389293670654297,0
0.264,-34578.8046875,-34578.8046875,-27168.630859375,-34578.8046875,-34578.8046875,-34578.8046875,-34578.8046875,-39.899394989013672,0
0.268,-34988.73046875,-34988.73046875,-27752.375,-34988.73046875,-34988.73046875,-34988.73046875,-34988.73046875,-40.469776153564453,0
0.272,-35293.51953125,-35293.51953125,-28216.171875,-35293.51953125,-35293.51953125,-35293.51953125,-35293.51953125,-40.892841339111328,0
0.276,-36371.2734375,-36371.2734375,-29112.08984375,-36371.2734375,-36371.2734375,-36371.2734375,-36371.2734375,-42.294517517089844,0
0.28,-37854.33203125,-37854.33203125,-30238.384765625,-37854.33203125,-37854.33203125,-37854.33203125,-37854.33203125,-43.998332977294922,0
0.284,-38560.63671875,-38560.63671875,-30662.009765625,-38560.63671875,-38560.63671875,-38560.63671875,-38560.63671875,-44.57794189453125,0
0.288,-38398.48046875,-38398.48046875,-30323.87109375,-38398.48046875,-38398.48046875,-38398.48046875,-38398.48046875,-44.330036163330078,0
0.292,-38596.07421875,-38596.07421875,-30269.34375,-38596.07421875,-38596.07421875,-38596.07421875,-38596.07421875,-44.785606384277344,0
0.296,-39748.48046875,-39748.48046875,-31131.90625,-39748.48046875,-39748.48046875,-39748.48046875,-39748.48046875,-46.320819854736328,0
0.3,-40873.73828125,-40873.73828125,-32191.912109375,-40873.73828125,-40873.73828125,-40873.73828125,-40873.73828125,-47.611003875732422,0
0.304,-41018.40625,-41018.40625,-32478.572265625,-41018.40625,-41018.40625,-41018.40625,-41018.40625,-47.765544891357422,0
