22.0831 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1200]. Using actual size
22.9407 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024A2CF58C70>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024A2CF58C10>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000024A2D002710>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
22.9408 	EXP 	window1: backgroundImage = ''
22.9409 	EXP 	window1: backgroundFit = 'none'
23.3543 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
23.3544 	EXP 	window1: recordFrameIntervals = False
23.5353 	EXP 	window1: recordFrameIntervals = True
23.6414 	WARNING 	t of last frame was 22.64ms (=1/44)
24.4186 	WARNING 	t of last frame was 46.24ms (=1/21)
24.4302 	EXP 	window1: recordFrameIntervals = False
24.4302 	EXP 	Screen (0) actual frame rate measured at 119.67Hz
24.6317 	EXP 	untitled: status = STARTED
24.9030 	EXP 	Created instructions_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='instructions_2', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
