location,corrAns,thisN,thisTrialN,thisRepN,response_2.keys,response_2.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Fixation.started,fixation_1.started,fixation_1.stopped,Fixation.stopped,N_back_2_trials.started,grid_lines_2.started,target_square_2.started,response_2.started,fixation_3.started,target_square_2.stopped,fixation_3.stopped,N_back_2_trials.stopped,trials.response_2.keys,trials.response_2.corr,LIFU_marker,LSL_Time,grid_lines_2.stopped,response_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"[0.2, 0]",None,27,27,0,None,1,0,27,27,27,64.3611592000816,,,,,,,,,,,,,,64.35239310003817,64.3611592000816,64.3611592000816,64.3611592000816,65.35670540016145,65.35670540016145,66.34959240001626,66.35204740008339,None,1,None,1616509.1955971,66.36134130018763,66.36134130018763,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0, 0.2]",None,28,28,0,None,1,0,28,28,28,66.36134130018763,,,,,,,,,,,,,,66.35283220000565,66.36134130018763,66.36134130018763,66.36134130018763,67.36422790004872,67.35508890007623,68.3610803000629,68.35356800002046,None,1,None,1616511.1960516,68.3529374001082,68.3529374001082,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0.2, 0]",space,29,29,0,None,0,0,29,29,29,68.3610803000629,,,,,,,,,,,,,,68.3542071999982,68.3610803000629,68.3610803000629,68.3610803000629,69.36808430007659,69.35532009997405,70.3674548000563,70.35837809997611,None,0,None,1616513.1974383,70.35749710001983,70.35749710001983,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[-0.2, -0.2]",None,30,30,0,None,1,0,30,30,30,70.3674548000563,,,,,,,,,,,,,,70.35911080008373,70.3674548000563,70.3674548000563,70.3674548000563,71.35642620013095,71.36509239999577,72.34578189998865,72.354670900153,None,1,None,1616515.202226,72.36327680014074,72.36327680014074,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0, -0.2]",None,31,31,0,None,1,0,31,31,31,72.36327680014074,,,,,,,,,,,,,,72.35525210015476,72.36327680014074,72.36327680014074,72.36327680014074,73.35889370017685,73.35889370017685,74.35017710016109,74.3509337999858,None,1,1.0,1616517.1984938,74.36099910014309,74.36099910014309,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0, 0.2]",None,32,32,0,None,1,0,32,32,32,74.36099910014309,,,,,,,,,,,,,,74.35175620019436,74.36099910014309,74.36099910014309,74.36099910014309,75.35835120012052,75.35835120012052,76.35093230009079,76.35151110007428,None,1,None,1616519.1949532,76.3597834999673,76.3597834999673,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0.2, 0.2]",None,33,33,0,None,1,0,33,33,33,76.3597834999673,,,,,,,,,,,,,,76.35250620008446,76.3597834999673,76.3597834999673,76.3597834999673,77.36414339998737,77.3552662001457,78.35879970015958,78.34927390003577,None,1,0.0,1616521.1957153,78.35879970015958,78.35879970015958,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0, 0]",None,34,34,0,None,1,0,34,34,34,78.35879970015958,,,,,,,,,,,,,,78.35065639996901,78.35879970015958,78.35879970015958,78.35879970015958,79.36163180018775,79.35343220015056,80.36310470011085,80.35256470018066,None,1,None,1616523.1938168,80.35172579996288,80.35172579996288,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0.2, -0.2]",None,35,35,0,None,1,0,35,35,35,80.36310470011085,,,,,,,,,,,,,,80.35332920006476,80.36310470011085,80.36310470011085,80.36310470011085,81.36286970018409,81.35277640004642,82.36163780000061,82.3527436000295,None,1,None,1616525.1965579,82.36163780000061,82.36163780000061,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0.2, -0.2]",None,36,36,0,None,1,0,36,36,36,82.36163780000061,,,,,,,,,,,,,,82.35403280006722,82.36163780000061,82.36163780000061,82.36163780000061,83.36678020004183,83.35602269996889,84.36159940017387,84.35290760011412,None,1,None,1616527.1972003,84.36159940017387,84.36159940017387,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0, 0.2]",None,37,37,0,None,1,0,37,37,37,84.36159940017387,,,,,,,,,,,,,,84.35400000005029,84.36159940017387,84.36159940017387,84.36159940017387,85.36419029999524,85.35676850005984,86.36603100015782,86.35566560016014,None,1,None,1616529.1971508,86.36603100015782,86.36603100015782,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0.2, -0.2]",space,38,38,0,None,0,0,38,38,38,86.36603100015782,,,,,,,,,,,,,,86.35677040019073,86.36603100015782,86.36603100015782,86.36603100015782,87.3611414001789,87.3611414001789,88.35927630006336,88.35062070004642,None,0,1.0,1616531.1999538,88.35927630006336,88.35927630006336,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[-0.2, 0.2]",None,39,39,0,None,1,0,39,39,39,88.35927630006336,,,,,,,,,,,,,,88.35202700016089,88.35927630006336,88.35927630006336,88.35927630006336,89.35907370015047,89.35907370015047,90.35190270002931,90.34426220017485,None,1,None,1616533.1951493,90.35190270002931,90.35190270002931,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0, -0.2]",None,40,40,0,None,1,0,40,40,40,90.35190270002931,,,,,,,,,,,,,,90.34528340003453,90.3609931000974,90.3609931000974,90.3609931000974,91.35950160003267,91.35950160003267,92.35708780004643,92.34814390004613,None,1,None,1616535.1884716,92.35708780004643,92.35708780004643,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[-0.2, 0.2]",space,41,41,0,None,0,0,41,41,41,92.35708780004643,,,,,,,,,,,,,,92.34892110014334,92.35708780004643,92.35708780004643,92.35708780004643,93.36726660002023,93.35690560005605,94.36427680007182,94.35514150001109,None,0,0.0,1616537.1921466,94.35435170005076,94.35435170005076,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0.2, 0]",None,42,42,0,None,1,0,42,42,42,94.36427680007182,,,,,,,,,,,,,,94.35594180016778,94.36427680007182,94.36427680007182,94.36427680007182,95.3585215001367,95.3585215001367,96.35385300009511,96.35456140013412,None,1,None,1616539.1991281,96.363946700003,96.363946700003,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0, 0]",None,43,43,0,None,1,0,43,43,43,96.363946700003,,,,,,,,,,,,,,96.35537570016459,96.363946700003,96.363946700003,96.363946700003,97.36243230011314,97.36243230011314,98.35851250006817,98.34863810008392,None,1,None,1616541.1985901,98.35851250006817,98.35851250006817,hey,001,2026-07-01_17h25.14.330,untitled,,2026.1.3,110.57629042560934,2026-07-01 17h25.14.710925 -0700,
"[0.2, 0]",space,44,44,0,,,0,44,44,44,98.35851250006817,,,,,,,,,,,,,,98.34965950017795,98.35851250006817,98.35851250006817,98.35851250006817,99.35839510010555,99.3493036001455,,,,,,,,,,,,,,,,,
