thisRow.t,notes,piloting,Instructions_2.started,instructions_2.started,key_resp_2.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,False,0.0036061997525393963,0.013205999974161386,0.013205999974161386,,,,,,,,,
