location,corrAns,thisN,thisTrialN,thisRepN,response_2.keys,response_2.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Fixation.started,fixation_1.started,fixation_1.stopped,Fixation.stopped,N_back_2_trials.started,grid_lines_2.started,target_square_2.started,response_2.started,fixation_3.started,target_square_2.stopped,fixation_3.stopped,N_back_2_trials.stopped,trials.response_2.keys,trials.response_2.corr,LIFU_marker,LSL_Time,grid_lines_2.stopped,response_2.stopped,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
"[0, 0]",None,47,47,0,None,1,0,47,47,47,109.80532820010558,,,,,,,,,,,,,,109.79811450000852,109.81381860002875,109.81381860002875,109.81381860002875,110.81375690037385,110.80555720021948,111.80585120012984,111.79783700034022,None,1,None,2563034.9100664,111.80585120012984,111.80585120012984,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",None,48,48,0,None,1,0,48,48,48,111.80585120012984,,,,,,,,,,,,,,111.79838440008461,111.81395860016346,111.81395860016346,111.81395860016346,112.81403390038759,112.80547680007294,113.80569800036028,113.7978714001365,None,1,None,2563036.9103256,113.80569800036028,113.80569800036028,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[-0.2, -0.2]",None,49,49,0,None,1,0,49,49,49,113.80569800036028,,,,,,,,,,,,,,113.79838730022311,113.81407550023869,113.81407550023869,113.81407550023869,114.81388849997893,114.80566460033879,115.80541460029781,115.79768320033327,None,1,None,2563038.9103435,115.80541460029781,115.80541460029781,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",space,50,50,0,None,0,0,50,50,50,115.80541460029781,,,,,,,,,,,,,,115.79834040021524,115.81380050024018,115.81380050024018,115.81380050024018,116.81408759998158,116.80579640017822,117.80557249998674,117.79771560011432,None,0,None,2563040.9102778,117.80557249998674,117.80557249998674,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0.2]",None,51,51,0,None,1,0,51,51,51,117.80557249998674,,,,,,,,,,,,,,117.79830410005525,117.81381059996784,117.81381059996784,117.81381059996784,118.81389130000025,118.80585240013897,119.80542850028723,119.79749480029568,None,1,None,2563042.9102541,119.80542850028723,119.80542850028723,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0.2]",None,52,52,0,None,1,0,52,52,52,119.80542850028723,,,,,,,,,,,,,,119.79801110038534,119.81395260011777,119.81395260011777,119.81395260011777,120.81398440012708,120.80545920040458,121.80559650016949,121.79788399999961,None,1,None,2563044.9099633,121.80559650016949,121.80559650016949,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[-0.2, -0.2]",None,53,53,0,None,1,0,53,53,53,121.80559650016949,,,,,,,,,,,,,,121.79860200034454,121.81407780013978,121.81407780013978,121.81407780013978,122.81397589994594,122.805602400098,123.80572750000283,123.79773710016161,None,1,None,2563046.9105336,123.80572750000283,123.80572750000283,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0]",None,54,54,0,None,1,0,54,54,54,123.80572750000283,,,,,,,,,,,,,,123.79829049995169,123.813992400188,123.813992400188,123.813992400188,124.8141117002815,124.80564420018345,125.80561310006306,125.79769719997421,None,1,None,2563048.9102404,125.80561310006306,125.80561310006306,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[-0.2, -0.2]",space,55,55,0,None,0,0,55,55,55,125.80561310006306,,,,,,,,,,,,,,125.79827910009772,125.81394400028512,125.81394400028512,125.81394400028512,126.81392140034586,126.80586500000209,127.80575300008059,127.79794770013541,None,0,None,2563050.9102173,127.80575300008059,127.80575300008059,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0]",space,56,56,0,None,0,0,56,56,56,127.80575300008059,,,,,,,,,,,,,,127.79855279996991,127.81396300019696,127.81396300019696,127.81396300019696,128.8140434003435,128.80582900019363,129.80581390019506,129.79783990001306,None,0,None,2563052.9105019,129.80581390019506,129.80581390019506,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[-0.2, 0]",None,57,57,0,None,1,0,57,57,57,129.80581390019506,,,,,,,,,,,,,,129.79838120006025,129.81407780013978,129.81407780013978,129.81407780013978,130.81417520018294,130.80575230019167,131.80626030033454,131.7978181000799,None,1,None,2563054.9103289,131.80626030033454,131.80626030033454,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0]",None,58,58,0,None,1,0,58,58,58,131.80626030033454,,,,,,,,,,,,,,131.7984148999676,131.8141109002754,131.8141109002754,131.8141109002754,132.8144869003445,132.80615260032937,133.8059457000345,133.79764230037108,None,1,None,2563056.9103585,133.8059457000345,133.8059457000345,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",None,59,59,0,None,1,0,59,59,59,133.8059457000345,,,,,,,,,,,,,,133.7982241003774,133.81414380017668,133.81414380017668,133.81414380017668,134.8142483001575,134.80620690016076,135.80629019998014,135.79805730003864,None,1,None,2563058.9101665,135.80629019998014,135.80629019998014,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0]",space,60,60,0,None,0,0,60,60,60,135.80629019998014,,,,,,,,,,,,,,135.79871160024777,135.81435939995572,135.81435939995572,135.81435939995572,136.8143507000059,136.80604099994525,137.80605210037902,137.79818380018696,None,0,None,2563060.9106638,137.80605210037902,137.80605210037902,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[-0.2, 0]",None,61,61,0,None,1,0,61,61,61,137.80605210037902,,,,,,,,,,,,,,137.79875970026478,137.8143172999844,137.8143172999844,137.8143172999844,138.81440190039575,138.80633960012347,139.8061385001056,139.79803680023178,None,1,None,2563062.9107081,139.8061385001056,139.8061385001056,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0.2]",None,62,62,0,None,1,0,62,62,62,139.8061385001056,,,,,,,,,,,,,,139.7989990003407,139.81459349999204,139.81459349999204,139.81459349999204,140.8144201003015,140.8058863002807,141.80596760008484,141.7981279999949,None,1,None,2563064.9109558,141.80596760008484,141.80596760008484,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",None,63,63,0,None,1,0,63,63,63,141.80596760008484,,,,,,,,,,,,,,141.79867530008778,141.81441310001537,141.81441310001537,141.81441310001537,142.81451180018485,142.80630600033328,143.80607300018892,143.79813500028104,None,1,None,2563066.9106281,143.80607300018892,143.80607300018892,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0]",None,64,64,0,None,1,0,64,64,64,143.80607300018892,,,,,,,,,,,,,,143.79874500026926,143.81461920030415,143.81461920030415,143.81461920030415,144.81475050002337,144.80627840012312,145.80602290015668,145.7984771002084,None,1,None,2563068.9106892,145.80602290015668,145.80602290015668,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",space,65,65,0,None,0,0,65,65,65,145.80602290015668,,,,,,,,,,,,,,145.79904330009595,145.81459109997377,145.81459109997377,145.81459109997377,146.81475910032168,146.80598590010777,147.80620200000703,147.79853160027415,None,0,None,2563070.9109926,147.80620200000703,147.80620200000703,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",None,66,66,0,None,1,0,66,66,66,147.80620200000703,,,,,,,,,,,,,,147.79912850027904,147.8146591000259,147.8146591000259,147.8146591000259,148.8145582000725,148.80622610030696,149.80629900004715,149.79838650021702,None,1,None,2563072.9110741,149.80629900004715,149.80629900004715,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",space,67,67,0,None,0,0,67,67,67,149.80629900004715,,,,,,,,,,,,,,149.79902090039104,149.81460590008646,149.81460590008646,149.81460590008646,150.81492670020089,150.80655620014295,151.8062756001018,151.79835329996422,None,0,None,2563074.9109584,151.8062756001018,151.8062756001018,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0.2]",None,68,68,0,None,1,0,68,68,68,151.8062756001018,,,,,,,,,,,,,,151.79889790015295,151.81448930036277,151.81448930036277,151.81448930036277,152.81471580034122,152.8063452001661,153.80637830030173,153.7984955003485,None,1,None,2563076.9108479,153.80637830030173,153.80637830030173,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[-0.2, 0]",None,69,69,0,None,1,0,69,69,69,153.80637830030173,,,,,,,,,,,,,,153.79908010037616,153.8147464999929,153.8147464999929,153.8147464999929,154.81464770017192,154.80642140004784,155.80663720006123,155.79830540018156,None,1,None,2563078.9110274,155.80663720006123,155.80663720006123,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0]",None,70,70,0,None,1,0,70,70,70,155.80663720006123,,,,,,,,,,,,,,155.79883350012824,155.81459690025076,155.81459690025076,155.81459690025076,156.81482990039513,156.80646200012416,157.80667780013755,157.79847969999537,None,1,None,2563080.910785,157.80667780013755,157.80667780013755,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0.2]",None,71,71,0,None,1,0,71,71,71,157.80667780013755,,,,,,,,,,,,,,157.7990658003837,157.81464380025864,157.81464380025864,157.81464380025864,158.8149761003442,158.80666470015422,159.80652870004997,159.79859780007973,None,1,None,2563082.9110046,159.80652870004997,159.80652870004997,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",None,72,72,0,None,1,0,72,72,72,159.80652870004997,,,,,,,,,,,,,,159.7992312000133,159.81477040005848,159.81477040005848,159.81477040005848,160.81488399999216,160.80671170027927,161.80678550014272,161.7987041999586,None,1,None,2563084.9111721,161.80678550014272,161.80678550014272,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0.2]",None,73,73,0,None,1,0,73,73,73,161.80678550014272,,,,,,,,,,,,,,161.7993498002179,161.81483650021255,161.81483650021255,161.81483650021255,162.81486750021577,162.8066761000082,163.806751600001,163.79847360029817,None,1,None,2563086.9113021,163.806751600001,163.806751600001,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0]",None,74,74,0,None,1,0,74,74,74,163.806751600001,,,,,,,,,,,,,,163.799097600393,163.81477930024266,163.81477930024266,163.81477930024266,164.8150312001817,164.8066195002757,165.8065298004076,165.7987612001598,None,1,None,2563088.9110233,165.8065298004076,165.8065298004076,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[-0.2, -0.2]",None,75,75,0,None,1,0,75,75,75,165.8065298004076,,,,,,,,,,,,,,165.79943890031427,165.8149504000321,165.8149504000321,165.8149504000321,166.81494340021163,166.80654190015048,167.8065595002845,167.7988404999487,None,1,None,2563090.9113862,167.8065595002845,167.8065595002845,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0]",space,76,76,0,None,0,0,76,76,76,167.8065595002845,,,,,,,,,,,,,,167.79954600008205,167.81495210016146,167.81495210016146,167.81495210016146,168.8147768001072,168.8067042999901,169.80673760036007,169.7986930999905,None,0,None,2563092.9114878,169.80673760036007,169.80673760036007,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[-0.2, -0.2]",space,77,77,0,None,0,0,77,77,77,169.80673760036007,,,,,,,,,,,,,,169.79925110004842,169.81668250029907,169.81668250029907,169.81668250029907,170.8149205003865,170.8149205003865,171.80693760002032,171.8072705999948,None,0,None,2563094.9112052,171.81488930014893,171.81488930014893,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0]",None,78,78,0,None,1,0,78,78,78,171.81488930014893,,,,,,,,,,,,,,171.807790200226,171.81488930014893,171.81488930014893,171.81488930014893,172.81541560031474,172.80672540003434,173.80675650015473,173.79897200036794,None,1,None,2563096.9197446,173.80675650015473,173.80675650015473,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",None,79,79,0,None,1,0,79,79,79,173.80675650015473,,,,,,,,,,,,,,173.79960900032893,173.81498600030318,173.81498600030318,173.81498600030318,174.81516260001808,174.8067543003708,175.80682840012014,175.7989835003391,None,1,None,2563098.9115549,175.80682840012014,175.80682840012014,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0]",None,80,80,0,None,1,0,80,80,80,175.80682840012014,,,,,,,,,,,,,,175.79949390003458,175.8152626999654,175.8152626999654,175.8152626999654,176.81511610001326,176.80697449995205,177.80686110025272,177.79877400025725,None,1,None,2563100.9114516,177.80686110025272,177.80686110025272,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",space,81,81,0,None,0,0,81,81,81,177.80686110025272,,,,,,,,,,,,,,177.79932350013405,177.81532660033554,177.81532660033554,177.81532660033554,178.8152987002395,178.80694380030036,179.80695500038564,179.7990140002221,None,0,None,2563102.9112734,179.80695500038564,179.80695500038564,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0]",None,82,82,0,None,1,0,82,82,82,179.80695500038564,,,,,,,,,,,,,,179.79967130022123,179.81530820019543,179.81530820019543,179.81530820019543,180.8181748003699,180.80695490026847,181.81503680022433,181.8075664001517,None,1,None,2563104.9116097,181.80722790025175,181.80722790025175,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0.2]",None,83,83,0,None,1,0,83,83,83,181.81503680022433,,,,,,,,,,,,,,181.80809720000252,181.81503680022433,181.81503680022433,181.81503680022433,182.81534210033715,182.8070489000529,183.8070035004057,183.7990578999743,None,1,None,2563106.9200547,183.8070035004057,183.8070035004057,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",None,84,84,0,None,1,0,84,84,84,183.8070035004057,,,,,,,,,,,,,,183.7997125000693,183.81553400028497,183.81553400028497,183.81553400028497,184.81531880004331,184.80721180001274,185.80689360015094,185.7989679002203,None,1,None,2563108.9116559,185.80689360015094,185.80689360015094,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0]",None,85,85,0,None,1,0,85,85,85,185.80689360015094,,,,,,,,,,,,,,185.7995167002082,185.81562100024894,185.81562100024894,185.81562100024894,186.81561319995672,186.80703609995544,187.80702370032668,187.79906700039282,None,1,None,2563110.9114659,187.80702370032668,187.80702370032668,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0.2]",None,86,86,0,None,1,0,86,86,86,187.80702370032668,,,,,,,,,,,,,,187.79973690025508,187.81549830036238,187.81549830036238,187.81549830036238,188.81549279997125,188.80704710027203,189.80777590023354,189.79946660017595,None,1,None,2563112.9116712,189.80777590023354,189.80777590023354,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0]",space,87,87,0,None,0,0,87,87,87,189.80777590023354,,,,,,,,,,,,,,189.80016250023618,189.81571710016578,189.81571710016578,189.81571710016578,190.81590110016987,190.80758260004222,191.80759810004383,191.79945820011199,None,0,None,2563114.9121077,191.80759810004383,191.80759810004383,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",None,88,88,0,None,1,0,88,88,88,191.80759810004383,,,,,,,,,,,,,,191.79998870007694,191.81585580017418,191.81585580017418,191.81585580017418,192.81586520001292,192.80791820026934,193.80781220039353,193.79985720012337,None,1,None,2563116.9119416,193.80781220039353,193.80781220039353,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0.2]",None,89,89,0,None,1,0,89,89,89,193.80781220039353,,,,,,,,,,,,,,193.80050430027768,193.8160980003886,193.8160980003886,193.8160980003886,194.81598119996488,194.80753860017285,195.80760610010475,195.7997397002764,None,1,None,2563118.9124412,195.80760610010475,195.80760610010475,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0]",None,90,90,0,None,1,0,90,90,90,195.80760610010475,,,,,,,,,,,,,,195.8003351003863,195.81592870038003,195.81592870038003,195.81592870038003,196.8161670002155,196.80758490040898,197.807643300388,197.79971050005406,None,1,None,2563120.9122804,197.807643300388,197.807643300388,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0]",None,91,91,0,None,1,0,91,91,91,197.807643300388,,,,,,,,,,,,,,197.80030600028113,197.81606570025906,197.81606570025906,197.81606570025906,198.81634020013735,198.80781850032508,199.80766770010814,199.79986410029233,None,1,None,2563122.9122482,199.80766770010814,199.80766770010814,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",None,92,92,0,None,1,0,92,92,92,199.80766770010814,,,,,,,,,,,,,,199.80045880004764,199.8161965003237,199.8161965003237,199.8161965003237,200.81595299998298,200.80783390020952,201.8077251999639,201.7998339002952,None,1,None,2563124.9124064,201.8077251999639,201.8077251999639,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, 0]",space,93,93,0,None,0,0,93,93,93,201.8077251999639,,,,,,,,,,,,,,201.80040629999712,201.8160935002379,201.8160935002379,201.8160935002379,202.81611540028825,202.8078125002794,203.80812720023096,203.79984320001677,None,0,None,2563126.9123524,203.80812720023096,203.80812720023096,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0.2]",None,94,94,0,None,1,0,94,94,94,203.80812720023096,,,,,,,,,,,,,,203.80037640035152,203.81603310024366,203.81603310024366,203.81603310024366,204.81616759998724,204.8077428000979,205.80780050018802,205.8001348003745,None,1,None,2563128.9123317,205.80780050018802,205.80780050018802,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0.2]",None,95,95,0,None,1,0,95,95,95,205.80780050018802,,,,,,,,,,,,,,205.80073769995943,205.81606620037928,205.81606620037928,205.81606620037928,206.81618530023843,206.80806720023975,207.80796660017222,207.80021480005234,None,1,None,2563130.9126845,207.80796660017222,207.80796660017222,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0.2, 0]",None,96,96,0,None,1,0,96,96,96,207.80796660017222,,,,,,,,,,,,,,207.8007630002685,207.81671080039814,207.81671080039814,207.81671080039814,208.81621480034664,208.808136400301,209.80803690012544,209.80004500038922,None,1,None,2563132.9127192,209.80803690012544,209.80803690012544,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[-0.2, 0]",None,97,97,0,None,1,0,97,97,97,209.80803690012544,,,,,,,,,,,,,,209.80064090015367,209.81628090003505,209.81628090003505,209.81628090003505,210.81623390037566,210.80806210031733,211.80804770020768,211.80005080020055,None,1,None,2563134.9125856,211.80804770020768,211.80804770020768,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[-0.2, -0.2]",None,98,98,0,None,1,0,98,98,98,211.80804770020768,,,,,,,,,,,,,,211.80065640015528,211.8163087000139,211.8163087000139,211.8163087000139,212.816324100364,212.8079067999497,213.80815719999373,213.79989040037617,None,1,None,2563136.9126066,213.80815719999373,213.80815719999373,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
"[0, -0.2]",None,99,99,0,None,1,0,99,99,99,213.80815719999373,,,,,,,,,,,,,,213.80046250019222,213.81639209995046,213.81639209995046,213.81639209995046,214.8164340001531,214.80815910035744,215.8080750000663,215.8000187999569,None,1,None,2563138.912407,215.8080750000663,215.8080750000663,,,,,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.8001979002729,215.81638830015436,218.8080164999701,218.80008830036968,dontuse,001,2026-07-12_16h18.39.406,untitled,,2026.1.3,120.31233038668499,2026-07-12 16h19.09.703884 -0700,
