location,corrAns,thisN,thisTrialN,thisRepN,response_2.keys,response_2.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Fixation.started,fixation_1.started,fixation_1.stopped,Fixation.stopped,N_back_2_trials.started,grid_lines_2.started,target_square_2.started,response_2.started,fixation_3.started,target_square_2.stopped,fixation_3.stopped,N_back_2_trials.stopped,trials.response_2.keys,trials.response_2.corr,LIFU_marker,LSL_Time,grid_lines_2.stopped,response_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,False,0.004178100265562534,0.020868000108748674,0.020868000108748674,9.8496902002953,space,9.808304199948907,None,,,,,,,,,,,,,,,,,,,002,001,2026-07-07_08h52.53.931,untitled,,2026.1.3,121.06097826178134,2026-07-07 08h52.54.253210 -0700,
,,,,,,,,,,,,,,,,,,,,,9.849770300090313,9.856539099942893,10.883923100307584,10.844725999981165,,,,,,,,,,,,,,,002,001,2026-07-07_08h52.53.931,untitled,,2026.1.3,121.06097826178134,2026-07-07 08h52.54.253210 -0700,
"[0, 0]",None,0,0,0,None,1,0,0,0,0,10.883923100307584,,,,,,,,,,,,,,10.87073660036549,10.883923100307584,10.883923100307584,10.883923100307584,11.844875700306147,11.878259700257331,12.83675520028919,12.854081800207496,None,1,None,2104119.6455423,,,002,001,2026-07-07_08h52.53.931,untitled,,2026.1.3,121.06097826178134,2026-07-07 08h52.54.253210 -0700,
"[0.2, 0]",None,1,1,0,None,1,0,1,1,1,12.862407899927348,,,,,,,,,,,,,,12.854867100249976,12.862407899927348,12.862407899927348,12.862407899927348,13.845974300056696,13.854602599982172,14.839197600260377,14.84853189997375,None,1,None,2104121.6304758,14.857516699936241,14.857516699936241,002,001,2026-07-07_08h52.53.931,untitled,,2026.1.3,121.06097826178134,2026-07-07 08h52.54.253210 -0700,
"[-0.2, 0.2]",None,2,2,0,None,1,0,2,2,2,14.857516699936241,,,,,,,,,,,,,,14.84935830021277,14.857516699936241,14.857516699936241,14.857516699936241,15.848019600380212,15.856333400122821,16.840470800176263,16.840979000087827,None,1,None,2104123.6249569,16.84882580023259,16.84882580023259,002,001,2026-07-07_08h52.53.931,untitled,,2026.1.3,121.06097826178134,2026-07-07 08h52.54.253210 -0700,
"[-0.2, 0]",None,3,3,0,None,1,0,3,3,3,16.84882580023259,,,,,,,,,,,,,,16.8415196002461,16.84882580023259,16.84882580023259,16.84882580023259,17.841688400134444,17.841688400134444,18.833471500314772,18.834102500230074,None,1,None,2104125.6171865,18.842058199923486,18.842058199923486,002,001,2026-07-07_08h52.53.931,untitled,,2026.1.3,121.06097826178134,2026-07-07 08h52.54.253210 -0700,
"[-0.2, 0.2]",space,4,4,0,None,0,0,4,4,4,18.842058199923486,,,,,,,,,,,,,,18.834736400283873,18.842058199923486,18.842058199923486,18.842058199923486,19.843357800040394,19.834679500199854,20.83560060011223,20.827735099941492,None,0,None,2104127.6103918,20.83560060011223,20.83560060011223,002,001,2026-07-07_08h52.53.931,untitled,,2026.1.3,121.06097826178134,2026-07-07 08h52.54.253210 -0700,
"[0.2, -0.2]",None,5,5,0,None,1,0,5,5,5,20.83560060011223,,,,,,,,,,,,,,20.8284110003151,20.843765300232917,20.843765300232917,20.843765300232917,21.844143100082874,21.836232000030577,22.8365202001296,22.829167400021106,None,1,collecting_baseline,2104129.6040813,22.8365202001296,22.8365202001296,002,001,2026-07-07_08h52.53.931,untitled,,2026.1.3,121.06097826178134,2026-07-07 08h52.54.253210 -0700,
"[0, -0.2]",None,6,6,0,None,1,0,6,6,6,22.8365202001296,,,,,,,,,,,,,,22.830140999983996,22.845857300329953,22.845857300329953,22.845857300329953,23.845653099939227,23.838203200139105,24.83833570033312,24.830814900342375,None,1,collecting_baseline,2104131.6057295,24.83833570033312,24.83833570033312,002,001,2026-07-07_08h52.53.931,untitled,,2026.1.3,121.06097826178134,2026-07-07 08h52.54.253210 -0700,
"[0.2, 0.2]",None,7,7,0,None,1,0,7,7,7,24.83833570033312,,,,,,,,,,,,,,24.83156940015033,24.84668770013377,24.84668770013377,24.84668770013377,25.84768410027027,25.839405900333077,26.840458600316197,26.8331177001819,None,1,collecting_baseline,2104133.6072292,26.840458600316197,26.840458600316197,002,001,2026-07-07_08h52.53.931,untitled,,2026.1.3,121.06097826178134,2026-07-07 08h52.54.253210 -0700,
