Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08, Ch09, Ch10, Ch11, Ch12, Ch13
0,-200000,11990.7626953125,-200000,-196327.828125,-181065.96875,-103590.796875,85509.046875,-0.0025619759690016508,6.5637204897939228e-06,1.3127439046911604e-07,-0.81212121248245239,276.97549438476562,2.3016676902770996
0.004,-200000,11618.328125,-200000,-188160.796875,-179263.75,-118351.5859375,79088.7890625,-0.0378279909491539,0.0014309569960460067,2.8750413548550569e-05,-0.81211692094802856,113264.796875,16.157419204711914
0.008,-200000,11389.828125,-200000,-185583.75,-177481.71875,-121526.3984375,77479.5625,-0.27583113312721252,0.076082810759544373,0.0015504067996516824,-0.81188631057739258,287427.4375,54.325115203857422
0.012,-200000,11448.169921875,-200000,-188341.59375,-174690.34375,-105582.3515625,81398.484375,-1.3333801031112671,1.777902364730835,0.037108451128005981,-0.80649870634078979,4033613.25,119.43756103515625
0.016,-200000,11562.2294921875,-200000,-189086.578125,-173944.828125,-98506.2890625,82667,-4.8395719528198242,23.421457290649414,0.50553768873214722,-0.73552453517913818,4033613.25,196.94242858886719
0.02,-200000,11463.3095703125,-200000,-185276.828125,-175534.21875,-112733.2265625,78462.0390625,-14.154647827148438,200.35404968261719,4.5126180648803711,-0.12839122116565704,4033613.25,261.994140625
0.024,-200000,11299.3251953125,-200000,-183421.546875,-175898.296875,-121394.0625,76383.4609375,-34.9345703125,1220.4241943359375,28.921102523803711,3.5698637962341309,4033613.25,293.14837646484375
0.028,-200000,11375.3330078125,-200000,-186556.34375,-174038.453125,-108353.875,80108.734375,-75.162353515625,5649.37890625,141.90866088867188,20.689189910888672,4033613.25,285.23089599609375
0.032,-200000,11549.234375,-200000,-188735.546875,-173236.328125,-97409.1640625,82721.171875,-144.4140625,20855.421875,559.01708984375,83.887435913085938,4033613.25,251.41162109375
0.036,-200000,11506.9169921875,-200000,-185721.703125,-174882.546875,-109045.984375,79265.984375,-252.42636108398438,63719.0625,1833.398193359375,276.97549438476562,4033613.25,211.22004699707031
0.04,-200000,11313.0830078125,-200000,-182995.171875,-175789.96875,-121827.484375,76100.0234375,-407.30410766601562,165896.625,5151.3310546875,779.69256591796875,4033613.25,177.301025390625
0.044,-200000,11361.9345703125,-200000,-185605.875,-174208,-111574.875,79170.1015625,-613.79718017578125,376746.9375,12686.2705078125,1921.3502197265625,4033613.25,153.21875
0.048,-200000,11564.0419921875,-200000,-188720.96875,-173027.078125,-97092.796875,82830.0859375,-871.9764404296875,760342.875,27893.125,4225.41943359375,4033613.25,138.31552124023438
0.052,-200000,11555.7451171875,-200000,-186397.625,-174437.46875,-105684.4609375,80157.609375,-1176.4674072265625,1384075.625,55574.64453125,8419.5888671875,4033613.25,129.90568542480469
0.056,-200000,11344.4814453125,-200000,-182860.09375,-175740.125,-121714.1875,76050.9765625,-1516.2535400390625,2299024.75,101555.125,15386.328125,4033613.25,123.0557861328125
0.06,-200000,11361.7421875,-200000,-184803.125,-174474.96875,-114539.8125,78332.5625,-1874.9827880859375,3515560.75,171866.34375,26039.54296875,4033613.25,113.14164733886719
0.064,-200000,11566.28125,-200000,-188585.078125,-172966.09375,-97645.9609375,82737.7890625,-2231.658203125,4980298.5,271472.34375,41131.36328125,4033613.25,99.423851013183594
0.068,-200000,11595.177734375,-200000,-187019.375,-174035.203125,-102855.875,80951.5859375,-2561.606689453125,6561829.5,402708.90625,61015.6875,4033613.25,84.411582946777344
0.072,-200000,11388.9716796875,-200000,-182973.703125,-175635.09375,-120640.046875,76271.3359375,-2837.65576171875,8052290.5,563754.8125,85416.5859375,4033613.25,70.19805908203125
0.076,-200000,11372.328125,-200000,-184146.703125,-174752.5,-116927.609375,77644.046875,-3031.487060546875,9189915,747553,113264.796875,4033613.25,57.06829833984375
0.08,-200000,11562.9921875,-200000,-188226.625,-173014.171875,-99189.4765625,82387.5,-3115.116455078125,9703950,941632,142670.703125,4033613.25,44.984886169433594
0.084,-200000,11590.505859375,-200000,-182725.796875,-175198.5,-120878.5625,76521.25,-3062.459716796875,9378661,1129205.375,171090.921875,6163532,34.350547790527344
0.088,-200000,11668.015625,-200000,-185923.34375,-173432.078125,-108034.0234375,80244,-2850.89794921875,8127619,1291757.625,195720.046875,6163532,25.097698211669922
0.092,-200000,11851.1689453125,-200000,-188195.375,-172664.671875,-96950.5625,82930.609375,-2462.76953125,6065234.5,1413062.375,214099.546875,6163532,16.338159561157227
0.096,-200000,11811.8544921875,-200000,-185248.796875,-174331.46875,-108477.2890625,79527.875,-1886.7113037109375,3559679.5,1484255.75,224886.421875,6163532,7.312283992767334
0.1,-200000,11617.328125,-200000,-182504.078125,-175288.21875,-121459.3984375,76320.7734375,-1118.767333984375,1251640.375,1509288.75,228679.328125,6163532,-1.9090735912322998
0.104,-200000,11664.724609375,-200000,-185106.96875,-173737.375,-111347.5390625,79364.25,-163.21003723144531,26637.515625,1509821.625,228760.046875,6163532,-10.815577507019043
0.108,-200000,11869.8359375,-200000,-188277.34375,-172549.25,-96727.875,83076.171875,966.98370361328125,935057.5,1528522.625,231593.546875,6163532,-19.119552612304688
0.112,-200000,11862.1123046875,-200000,-185998.828125,-173968.453125,-105185.625,80439.9609375,2250.010986328125,5062549.5,1629773.625,246934.59375,6163532,-26.88214111328125
0.116,-200000,11650.7548828125,-200000,-182446.796875,-175293.546875,-121299.796875,76317.1015625,3655.495361328125,13362646,1897026.625,287427.4375,6163532,-34.234394073486328
0.12,-200000,11667.7294921875,-200000,-184373.671875,-174052.09375,-114256.5390625,78567.9140625,5145.10791015625,26472138,2426469.25,367646.09375,6163532,-41.122791290283203
0.124,-200000,11878.109375,-200000,-188171.34375,-172529.546875,-97330.9609375,82993.296875,6673.5419921875,44536160,3317192.75,502604.15625,6163532,-47.365947723388672
