Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07
0,199999.96875,0.0025582816451787949,6.5448052737338003e-06,1.3089611172745208e-07,-0.55502384901046753,438.00164794921875,0.93331813812255859
0.004,199999.96875,0.037795566022396088,0.0014285048237070441,2.8700995244435035e-05,-0.55501699447631836,178829.328125,6.5575485229492188
0.008,199999.96875,0.27568784356117249,0.076003789901733398,0.0015487767523154616,-0.55465346574783325,453809,22.076305389404297
0.012,199999.96875,1.3329442739486694,1.7767404317855835,0.037083584815263748,-0.54615229368209839,6368548,48.617889404296875
0.016,199999.96875,4.838526725769043,23.411340713500977,0.50531041622161865,-0.43413624167442322,9731427,80.327011108398438
0.02,199999.96875,14.15251636505127,200.293701171875,4.5111837387084961,0.52420663833618164,38044736,107.1026611328125
0.024,199999.96875,34.930694580078125,1220.1533203125,28.914251327514648,6.3622612953186035,56214132,120.157470703125
0.028,199999.96875,75.155921936035156,5648.41259765625,141.88252258300781,33.388164520263672,95371416,117.29388427734375
0.032,199999.96875,144.40409851074219,20852.54296875,558.93341064453125,133.16110229492188,139962112,103.80448150634766
0.036,199999.96875,252.4117431640625,63711.6875,1833.1669921875,438.00164794921875,152643376,87.636764526367188
0.04,199999.96875,407.28369140625,165880,5150.76708984375,1231.6859130859375,152643376,73.974754333496094
0.044,199999.96875,613.7698974609375,376713.5,12685.037109375,3034.142578125,152643376,64.273193359375
0.048,199999.96875,871.94171142578125,760282.375,27890.68359375,6671.85693359375,177210208,58.220691680908203
0.052,199999.96875,1176.4241943359375,1383973.75,55570.15625,13293.740234375,177210208,54.686542510986328
0.056,199999.96875,1516.2017822265625,2298867.5,101547.5,24293.10546875,177210208,51.672718048095703
0.06,199999.96875,1874.9228515625,3515335.5,171854.21875,41112.89453125,177210208,47.347827911376953
0.064,199999.96875,2231.591064453125,4979998.5,271454.1875,64940.63671875,177210208,41.493400573730469
0.068,199999.96875,2561.533203125,6561452,402683.1875,96335.125,177210208,35.224773406982422
0.072,199999.96875,2837.578857421875,8051854.5,563720.3125,134860.75,177210208,29.421438217163086
0.076,199999.96875,3031.40771484375,9189432,747508.875,178829.328125,177210208,24.112600326538086
0.08,199999.96875,3115.0390625,9703469,941578.3125,225257.421875,177210208,19.153224945068359
0.084,199999.96875,3062.387939453125,9378221,1129142.75,270129.25,177210208,14.641136169433594
0.088,199999.96875,2850.8359375,8127265.5,1291688,309015.6875,177210208,10.576268196105957
0.092,199999.96875,2462.721435546875,6064997.5,1412988,338034.84375,177210208,6.6773672103881836
0.096,199999.96875,1886.6802978515625,3559562.75,1484179.375,355066.25,165969408,2.7128531932830811
0.1,199999.96875,1118.758544921875,1251620.625,1509211.625,361054.84375,165969408,-1.2491092681884766
0.104,199999.96875,163.22737121582031,26643.171875,1509744.625,361182.34375,165969408,-4.9821610450744629
0.108,199999.96875,-966.93682861328125,934966.8125,1528443.75,365655.84375,165969408,-8.3387727737426758
0.112,199999.96875,-2249.931640625,5062192,1629687.75,389876.90625,165969408,-11.328727722167969
0.116,199999.96875,-3655.382080078125,13361819,1896924,453809,165969408,-14.054662704467773
0.12,199999.96875,-5144.95947265625,26470608,2426336,580462.5,165969408,-16.606857299804688
0.124,199999.96875,-6673.3583984375,44533716,3317010.75,793542.6875,165969408,-19.01837158203125
0.128,199999.96875,-8189.5966796875,67069492,4658400,1114449.375,165969408,-21.339197158813477
0.132,199999.96875,-9638.5966796875,92902552,6516451,1558959,165969408,-23.690927505493164
0.136,199999.96875,-10962.982421875,120186984,8920190,2134016,165969408,-26.105657577514648
0.14,199999.96875,-12105.0703125,146532704,11850845,2835129.5,165969408,-28.385839462280273
0.144,199999.96875,-13008.9296875,169232256,15235491,3644853.5,165969408,-30.338602066040039
0.148,199999.96875,-13622.4736328125,185571792,18946924,4532756,165969408,-32.064411163330078
0.152,199999.96875,-13899.5,193196112,22810848,5457140,142532688,-33.77838134765625
0.156,199999.96875,-13801.6015625,190484192,26620534,6368548,142532688,-35.43402099609375
0.16,199999.96875,-13299.8720703125,176886608,30158266,7214895,142532688,-36.823192596435547
0.164,199999.96875,-12376.3515625,153174096,33221744,7947785.5,142532688,-38.004558563232422
0.168,199999.96875,-11025.1611328125,121554176,35652824,8529382,142532688,-39.249164581298828
0.172,199999.96875,-9253.255859375,85622744,37365280,8939061,142532688,-40.557384490966797
0.176,199999.96875,-7080.8046875,50137792,38368044,9178957,142532688,-41.651935577392578
0.18,199999.96875,-4541.13525390625,20621910,38780480,9277627,142532688,-42.471061706542969
0.184,199999.96875,-1680.2613525390625,2823278,38836948,9291134,142532688,-43.249042510986328
0.188,199999.96875,1443.995849609375,2085124,38878648,9301110,142532688,-44.059459686279297
0.192,199999.96875,4763.2958984375,22688988,39332428,9409670,142532688,-44.680145263671875
0.196,199999.96875,8200.4169921875,67246832,40677364,9731427,142532688,-45.005577087402344
0.2,199999.96875,11671.203125,136216960,43401708,10383182,101793984,-45.231487274169922
0.204,199999.96875,15086.7890625,227611216,47953932,11472230,101793984,-45.519390106201172
0.208,199999.96875,18355.994140625,336942528,54692780,13084397,101793984,-45.785999298095703
0.212,199999.96875,21387.853515625,457440256,63841588,15273107,101793984,-45.946502685546875
0.216,199999.96875,24094.193359375,580530176,75452184,18050762,101793984,-46.118610382080078
0.22,199999.96875,26392.177734375,696547136,89383128,21383526,101793984,-46.397514343261719
0.224,199999.96875,28206.755859375,795621056,105295528,25190316,101793984,-46.606254577636719
0.228,199999.96875,29472.900390625,868651840,122668456,29346522,101793984,-46.527366638183594
0.232,199999.96875,30137.650390625,908277952,140833584,33692244,86199080,-46.234088897705078
0.236,199999.96875,30161.802734375,909734272,159026992,38044736,86199080,-45.922252655029297
0.24,199999.96875,29521.265625,871505216,176453808,42213824,86199080,-45.576904296875
0.244,199999.96875,28208.01171875,795691904,192360112,46019160,86199080,-45.065082550048828
0.248,199999.96875,26230.583984375,688043520,206105776,49307604,86199080,-44.414165496826172
0.252,199999.96875,23614.1875,557629824,217230672,51969056,86199080,-43.75543212890625
0.256,199999.96875,20400.296875,416172128,225508144,53949312,86199080,-43.099212646484375
0.26,199999.96875,16645.853515625,277084416,230979536,55258260,35322708,-42.400951385498047
0.264,199999.96875,12422,154306096,233966032,55972736,35322708,-41.754150390625
0.268,199999.96875,7812.49462890625,61035072,235055488,56233368,35322708,-41.271282196044922
0.272,199999.96875,2911.70654296875,8478035,235064032,56235412,35322708,-40.850116729736328
0.276,199999.96875,-2177.611328125,4741991,234975072,56214132,35322708,-40.275867462158203
0.28,199999.96875,-7346.82177734375,53975796,235860528,56425964,35322708,-39.48992919921875
0.284,199999.96875,-12484.037109375,155851184,238789984,57126784,32090074,-38.598613739013672
0.288,199999.96875,-17476.85546875,305440448,244736256,58549344,32090074,-37.682025909423828
0.292,199999.96875,-22215.10546875,493510912,254485168,60881620,32090074,-36.720123291015625
0.296,199999.96875,-26593.53125,707215872,268558272,64248384,32090074,-35.687969207763672
0.3,199999.96875,-30514.359375,931126144,287155808,68697560,32090074,-34.647686004638672
0.304,199999.96875,-33889.65625,1148508800,310125472,74192688,32090074,-33.718559265136719
0.308,199999.96875,-36643.45703125,1342742912,336961632,80612840,32090074,-32.964313507080078
0.312,199999.96875,-38713.5234375,1498737024,366835104,87759592,32090074,-32.317707061767578
0.316,199999.96875,-40052.86328125,1604231808,398652512,95371416,32090074,-31.609918594360352
0.32,199999.96875,-40630.70703125,1650854528,431140192,103143592,17552950,-30.6820068359375
0.324,199999.96875,-40433.23828125,1634846720,462946464,110752744,17552950,-29.496744155883789
0.328,199999.96875,-39463.75,1557387648,492752800,117883440,17552950,-28.145248413085938
0.332,199999.96875,-37742.53125,1424498688,519384736,124254720,17552950,-26.770284652709961
0.336,199999.96875,-35306.1875,1246526848,541911424,129643880,9299616,-25.517681121826172
0.34,199999.96875,-32206.671875,1037269696,559726272,133905816,9299616,-24.493951797485352
0.344,199999.96875,-28509.943359375,812816896,572597952,136985168,9299616,-23.691219329833984
0.348,199999.96875,-24294.26171875,590211072,580690752,138921216,9299616,-22.952215194702148
0.352,199999.96875,-19648.259765625,386054080,584547840,139843968,9299616,-22.059322357177734
0.356,199999.96875,-14668.7548828125,215172352,585041728,139962112,9299616,-20.918346405029297
0.36,199999.96875,-9458.4482421875,89462248,583293248,139543856,9299616,-19.616054534912109
0.364,199999.96875,-4123.46484375,17002960,580569792,138892288,12767048,-18.275253295898438
0.368,199999.96875,1229.076904296875,1510630,578168832,138317904,12767048,-16.964813232421875
0.372,199999.96875,6493.5224609375,42165836,577299776,138110000,12767048,-15.749563217163086
0.376,199999.96875,11568.0205078125,133819096,578973376,138510384,12767048,-14.668431282043457
0.38,199999.96875,16356.7265625,267542496,583911744,139691824,12767048,-13.642219543457031
0.384,199999.96875,20771.828125,431468800,592484672,141742720,12767048,-12.53962230682373
0.388,199999.96875,24735.296875,611834880,604679680,144660192,12767048,-11.356689453125
0.392,199999.96875,28180.40234375,794135040,620108608,148351328,12767048,-10.214498519897461
0.396,199999.96875,31052.896484375,964282368,638049280,152643376,12767048,-9.1650495529174805
0.4,199999.96875,33311.86328125,1109680128,657518592,157301088,12767048,-8.1240110397338867
0.404,199999.96875,34930.25,1220122368,677368704,162049920,12767048,-7.0157942771911621
0.408,199999.96875,35895.07421875,1288456192,696399040,166602624,11417381,-5.8710622787475586
0.412,199999.96875,36207.20703125,1310961664,713469440,170686464,11417381,-4.7622718811035156
0.416,199999.96875,35880.95703125,1287443072,727607680,174068816,11417381,-3.7296173572540283
0.42,199999.96875,34943.2734375,1221032320,738097472,176578352,11417381,-2.8059165477752686
0.424,199999.96875,33432.6875,1117744768,744539968,178119600,11417381,-2.0436127185821533
0.428,199999.96875,31398.05859375,985838080,746883584,178680288,8660912,-1.4274966716766357
0.432,199999.96875,28897.07421875,835040960,745418944,178329904,8660912,-0.7933695912361145
