Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08, Ch09, Ch10, Ch11, Ch12, Ch13
0,26177.146484375,-1806.9267578125,-7313.94384765625,22881.724609375,23428.775390625,25099.515625,1109.838623046875,0.00033323769457638264,1.1104735619937856e-07,2.220946981879024e-09,-0.81212121248245239,3.9626274108886719,508.64224243164062
0.004,25616.48046875,-1718.807373046875,-7016.1826171875,22266.19921875,22941.375,25141.744140625,934.07635498046875,0.0049256398342549801,2.4261928047053516e-05,4.8745948788564419e-07,-0.81212121248245239,1954.8502197265625,498.46176147460938
0.008,27136.78125,-1131.4632568359375,-6829.35791015625,22222.78125,23317.98046875,24327.708984375,1829.7435302734375,0.035934805870056152,0.0012913101818412542,2.6313660782761872e-05,-0.81211727857589722,4961.5927734375,493.764892578125
0.012,27309.302734375,-1162.5767822265625,-6999.3974609375,22405.005859375,23367.359375,23688.53125,2045.0355224609375,0.17379066348075867,0.030203193426132202,0.00063037761719897389,-0.81202572584152222,4961.5927734375,490.6416015625
0.016,25667.240234375,-1686.40625,-7119.27490234375,22247.771484375,22818.04296875,24186.68359375,1224.5894775390625,0.6312108039855957,0.39842709898948669,0.0085989208891987801,-0.8108183741569519,4961.5927734375,492.5966796875
0.02,25123.193359375,-1747.2744140625,-6952.28662109375,21957.46875,22579.552734375,24767.94921875,874.6624755859375,1.8479259014129639,3.4148304462432861,0.076895520091056824,-0.80047035217285156,69379.921875,493.19271850585938
0.024,26586.322265625,-1231.6943359375,-6777.00146484375,22013.234375,23032.333984375,24338.078125,1617.9564208984375,4.566159725189209,20.849817276000977,0.49389186501502991,-0.73728913068771362,69379.921875,490.61782836914062
0.028,27348.328125,-1103.854248046875,-6943.6318359375,22293.140625,23314.384765625,23596.07421875,2098.560546875,9.8364696502685547,96.756141662597656,2.4290149211883545,-0.4440886378288269,69379.921875,487.78060913085938
0.032,25926.666015625,-1590.013671875,-7102.29931640625,22246.88671875,22877.505859375,23981.837890625,1393.1038818359375,18.921947479248047,358.04013061523438,9.589818000793457,0.64088153839111328,69379.921875,490.42709350585938
0.036,25003.21875,-1789.522216796875,-6983.2802734375,21947.21875,22534.541015625,24704.650390625,846.57684326171875,33.108551025390625,1096.1761474609375,31.513341903686523,3.9626274108886719,69379.921875,490.999267578125
0.04,26200.990234375,-1345.0863037109375,-6784.22509765625,21954.802734375,22892.333984375,24484.375,1414.728271484375,53.466808319091797,2858.699951171875,88.687339782714844,12.62535572052002,69379.921875,491.66683959960938
0.044,27435.853515625,-1057.219482421875,-6908.03515625,22242.478515625,23323.609375,23608.974609375,2139.854736328125,80.622901916503906,6500.05224609375,218.68840026855469,32.322479248046875,69379.921875,490.49862670898438
0.048,26218.01171875,-1503.348388671875,-7101.34619140625,22258.833984375,22960.80859375,23822.546875,1552.4150390625,114.58349609375,13129.3779296875,481.27597045898438,72.108482360839844,69379.921875,490.52239990234375
