Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06
0,-23045.73046875,-0.037058591842651367,0.0013733392115682364,2.7466783649288118e-05,-0.55501735210418701,143.12361145019531
0.004,-22165.82421875,-0.3216453492641449,0.10345572233200073,0.0020965815056115389,-0.55452233552932739,8185.79833984375
0.008,-21761.943359375,-1.4110984802246094,1.9911988973617554,0.041920561343431473,-0.54499512910842896,17259.072265625
0.012,-21871.234375,-4.2694540023803711,18.228237152099609,0.40648525953292847,-0.45777863264083862,165271.5
0.016,-22129.322265625,-10.180685043334961,103.64634704589844,2.4794120788574219,0.038136899471282959,228450.125
0.02,-21786.478515625,-20.562240600585938,422.80575561523438,10.935528755187988,2.0611312389373779,711893.5
0.024,-21535.13671875,-36.733539581298828,1349.3529052734375,37.922588348388672,8.517364501953125,711893.5
0.028,-21701.43359375,-59.727367401123047,3567.358642578125,109.26976013183594,25.586069107055664,711893.5
0.032,-22052.197265625,-90.1734619140625,8131.2529296875,271.894775390625,64.491561889648438,711893.5
0.036,-21812.822265625,-128.19552612304688,16434.09375,600.57666015625,143.12361145019531,711893.5
0.04,-21525.384765625,-173.3016357421875,30033.458984375,1201.245849609375,286.82437133789062,711893.5
0.044,-21634.416015625,-224.32514953613281,50321.7734375,2207.68115234375,527.59832763671875,711893.5
0.048,-22007.896484375,-279.445556640625,78089.8125,3769.477783203125,901.23388671875,711893.5
0.052,-21864.322265625,-336.246337890625,113061.6015625,6030.70947265625,1442.1982421875,711893.5
0.056,-21547.416015625,-391.77969360351562,153491.328125,9100.5361328125,2176.606689453125,711893.5
0.06,-21596.07421875,-442.66616821289062,195953.34375,13019.6044921875,3114.182861328125,711893.5
0.064,-21936.134765625,-485.250244140625,235467.796875,17728.958984375,4240.82275390625,711893.5
0.068,-21944.90625,-515.78143310546875,266030.5,23049.568359375,5513.6953125,711893.5
0.072,-21583.296875,-530.58837890625,281524,28680.046875,6860.70068359375,711893.5
0.076,-21558.90625,-526.25604248046875,276945.4375,34218.95703125,8185.79833984375,711893.5
0.08,-21869.494140625,-499.81460571289062,249814.625,39215.25,9381.083984375,711893.5
0.084,-21708.802734375,-448.92401123046875,201532.75,43245.90625,10345.3564453125,711893.5
0.088,-22045.23046875,-372.02728271484375,138404.296875,46013.9921875,11007.576171875,711893.5
0.092,-21800.6875,-268.47592163085938,72079.3125,47455.58203125,11352.4560546875,711893.5
0.096,-21529.103515625,-138.63166809082031,19218.740234375,47839.95703125,11444.4111328125,997133.8125
0.1,-21650.603515625,16.069604873657227,258.232177734375,47845.1171875,11445.6455078125,997133.8125
0.104,-22010.78125,193.10066223144531,37287.8671875,48590.875,11624.0576171875,997133.8125
0.108,-21869.041015625,388.86669921875,151217.328125,51615.21875,12347.583984375,997133.8125
0.112,-21553.375,598.76708984375,358522,58785.65625,14062.998046875,997133.8125
