Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08, Ch09, Ch10, Ch11, Ch12, Ch13
0,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,0.0025582816451787949,6.5448052737338003e-06,1.3089611172745208e-07,-0.55502384901046753,438.00164794921875,698.03497314453125
0.004,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,0.037795566022396088,0.0014285048237070441,2.8700995244435035e-05,-0.55501699447631836,178829.328125,4910.97021484375
0.008,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,0.27568784356117249,0.076003789901733398,0.0015487767523154616,-0.55465346574783325,453809,16559.79296875
0.012,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,1.3329442739486694,1.7767404317855835,0.037083584815263748,-0.54615229368209839,6368548,36542.29296875
0.016,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,4.838526725769043,23.411340713500977,0.50531041622161865,-0.43413624167442322,6368548,60531.03125
0.02,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,14.15251636505127,200.293701171875,4.5111837387084961,0.52420663833618164,6368548,80977.5
0.024,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,34.930694580078125,1220.1533203125,28.914251327514648,6.3622612953186035,6368548,91228.1875
0.028,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,75.155921936035156,5648.41259765625,141.88252258300781,33.388164520263672,6368548,89482.171875
0.032,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,144.40409851074219,20852.54296875,558.93341064453125,133.16110229492188,6368548,79548.3125
0.036,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,252.4117431640625,63711.6875,1833.1669921875,438.00164794921875,6368548,67315.0390625
0.04,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,407.28369140625,165880,5150.76708984375,1231.6859130859375,6368548,56728.86328125
0.044,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,613.7698974609375,376713.5,12685.037109375,3034.142578125,6368548,49035.04296875
0.048,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,871.94171142578125,760282.375,27890.68359375,6671.85693359375,6368548,44163.6875
0.052,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,1176.4241943359375,1383973.75,55570.15625,13293.740234375,6368548,41365.40625
0.056,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,1516.2017822265625,2298867.5,101547.5,24293.10546875,6368548,39147.40625
0.06,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,1874.9228515625,3515335.5,171854.21875,41112.89453125,6368548,36063.38671875
0.064,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,2231.591064453125,4979998.5,271454.1875,64940.63671875,6368548,31827.912109375
0.068,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,2561.533203125,6561452,402683.1875,96335.125,6368548,27158.318359375
0.072,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,2837.578857421875,8051854.5,563720.3125,134860.75,6368548,22681.87109375
0.076,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,3031.40771484375,9189432,747508.875,178829.328125,6368548,18505.5625
0.08,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,3115.0390625,9703469,941578.3125,225257.421875,6368548,14644.3955078125
0.084,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,3062.387939453125,9378221,1129142.75,270129.25,6368548,11235.427734375
0.088,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,2850.8359375,8127265.5,1291688,309015.6875,6368548,8258.521484375
0.092,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,2462.721435546875,6064997.5,1412988,338034.84375,6368548,5445.84228515625
0.096,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,1886.6802978515625,3559562.75,1484179.375,355066.25,6368548,2581.982421875
0.1,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,1118.758544921875,1251620.625,1509211.625,361054.84375,6368548,-304.64639282226562
0.104,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,163.22737121582031,26643.171875,1509744.625,361182.34375,6368548,-3077.576904296875
0.108,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,-966.93682861328125,934966.8125,1528443.75,365655.84375,6368548,-5670.11962890625
0.112,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,199999.96875,-2249.931640625,5062192,1629687.75,389876.90625,6368548,-8107.08203125
