Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08, Ch09
0,34342.86328125,0.00043776415986940265,1.9163744013894757e-07,-6.7175202369689941,-0.13435038924217224,-0.49933028221130371,-0.45752882957458496,1.7355716228485107,0
0.004,32775.0234375,0.0064565492793917656,4.1687027987791225e-05,-4.3799996376037598,-0.22195038199424744,-0.58963954448699951,0.52066725492477417,12.183682441711426,0
0.008,33046.51171875,0.046987276524305344,0.0022078040055930614,-2.6560394763946533,-0.27507114410400391,-0.64440327882766724,1.4784412384033203,40.965087890625,0
0.012,33496.66796875,0.22660060226917267,0.051347833126783371,-1.2894779443740845,-0.30086073279380798,-0.67099034786224365,2.8065142631530762,90.06292724609375,0
0.016,32471.23046875,0.82040739059448242,0.6730683445930481,-0.17194084823131561,-0.30429953336715698,-0.67453557252883911,4.0297532081604004,148.51811218261719,0
0.02,31153.41796875,2.3935935497283936,5.7292900085449219,0.75810080766677856,-0.28913754224777222,-0.65890473127365112,5.5953369140625,197.66915893554688,0
0.024,31641.416015625,5.893460750579834,34.732879638671875,1.5407407283782959,-0.25832271575927734,-0.62713688611984253,5.9733762741088867,221.41462707519531,0
0.028,32547.80859375,12.650398254394531,160.03256225585938,2.2042083740234375,-0.21423856914043427,-0.58168923854827881,5.9733762741088867,215.75569152832031,0
0.032,31880.693359375,24.249460220336914,588.03631591796875,2.7694041728973389,-0.15885047614574432,-0.52458810806274414,5.9733762741088867,190.37617492675781,0
0.036,30536.537109375,42.285186767578125,1788.036865234375,3.2523760795593262,-0.093802966177463531,-0.45752882957458496,5.9733762741088867,159.84628295898438,0
0.04,30929.328125,68.058799743652344,4632,3.6657688617706299,-0.020487582311034203,-0.38194593787193298,5.9733762741088867,133.80155944824219,0
0.044,32145.90625,102.29144287109375,10463.5390625,4.0196785926818848,0.059905994683504105,-0.2990659773349762,5.9733762741088867,115.181884765625,0
0.048,31933.693359375,144.90937805175781,20998.728515625,4.3221931457519531,0.14634986221790314,-0.20994861423969269,5.9733762741088867,103.67195892333984,0
0.052,30732.01171875,194.926025390625,37996.15625,4.579740047454834,0.23794464766979218,-0.11552099138498306,5.9733762741088867,97.254188537597656,0
0.056,30929.6875,250.42196655273438,62711.15625,4.7973442077636719,0.33389154076576233,-0.016606658697128296,5.9733762741088867,92.100074768066406,0
