Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08
0,22533.943359375,0.00028660241514444351,8.2140942936348438e-08,1.6428188809314292e-09,-0.55502396821975708,4.9876899719238281,1.7544610500335693,0
0.004,22514.369140625,0.004243786446750164,1.8009723135037348e-05,3.618373227709526e-07,-0.55502384901046753,2226.84521484375,12.315078735351562,0
0.008,22576.333984375,0.0309952013194561,0.00096070242580026388,1.9575885744416155e-05,-0.55501919984817505,5733.3271484375,41.412242889404297,0
0.012,22253.203125,0.14996978640556335,0.022490939125418663,0.00046939466847106814,-0.55491161346435547,98214.0234375,91.09747314453125,0
0.016,21931.509765625,0.54458189010620117,0.29656943678855896,0.0064007840119302273,-0.55349254608154297,159863.75,150.38217163085938,0
0.02,22176.865234375,1.593051552772522,2.5378131866455078,0.05715705081820488,-0.54134988784790039,810393.6875,200.41023254394531,0
0.024,22438.052734375,3.9314835071563721,15.456562995910645,0.36628833413124084,-0.46739515662193298,1215416.375,224.75460815429688,0
0.028,22226.599609375,8.456334114074707,71.50958251953125,1.7964799404144287,-0.12524402141571045,1215416.375,219.23088073730469,0
0.032,21904.27734375,16.240320205688477,263.74798583984375,7.0714402198791504,1.1367080211639404,1215416.375,193.65185546875,0
0.036,22105.912109375,28.369974136352539,804.8553466796875,23.168544769287109,4.9876899719238281,1215416.375,162.83810424804688,0
0.04,22411.91796875,45.743827819824219,2092.49755859375,65.01849365234375,14.999639511108398,1215416.375,136.55427551269531,0
0.044,22288.109375,68.87982177734375,4744.4296875,159.90707397460938,37.70025634765625,1215416.375,117.76109313964844,0
0.048,22010.759765625,97.768844604492188,9558.7470703125,351.08203125,83.435890197753906,1215416.375,106.24027252197266,0
0.052,22198.681640625,131.79135131835938,17368.962890625,698.4613037109375,166.54098510742188,1215416.375,100.31242370605469,0
0.056,22507.953125,169.69845581054688,28797.568359375,1274.4127197265625,304.328369140625,2620698,96.499557495117188,0
0.06,22369.07421875,209.64851379394531,43952.5,2153.46240234375,514.6273193359375,2620698,90.83331298828125,0
0.064,21852.68359375,249.28669738769531,62143.86328125,3396.33984375,811.96649169921875,2620698,81.326034545898438,0
0.068,21630.291015625,285.85488891601562,81713.0234375,5030.6005859375,1202.9378662109375,2620698,68.400146484375,0
0.072,21752.57421875,316.32388305664062,100060.796875,7031.81640625,1681.6976318359375,2620698,53.38580322265625,0
0.076,21639.73046875,337.54388427734375,113935.875,9310.5341796875,2226.84521484375,2620698,37.889659881591797,0
0.08,20879.603515625,346.40853881835938,119998.875,11710.5126953125,2801.003173828125,2620698,24.245962142944336,0
0.084,2794.647705078125,340.02557373046875,115617.3984375,14022.859375,3354.196044921875,2620698,14.771258354187012,0
