Time,Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07
471416.210218,68495.4375,-5481.2880859375,30044522.0,80152232.0,19175174.0,11744118.0,19.380828857421875
471416.2174592,67077.734375,-6034.88818359375,36419872.0,79751856.0,19079392.0,11744118.0,20.559972763061523
471416.2195219,66970.4765625,-6461.39990234375,41749688.0,78966760.0,18891568.0,11744118.0,21.697978973388672
471416.2242757,68426.0234375,-6762.17431640625,45727000.0,77745688.0,18599446.0,11744118.0,22.8561954498291
471416.2281206,68615.609375,-6941.0341796875,48177952.0,76072488.0,18199162.0,11744118.0,24.033748626708984
471416.2389832,67330.8984375,-7004.0107421875,49056172.0,73968304.0,17695766.0,11744118.0,25.144683837890625
471416.2442645,66709.4609375,-6959.0380859375,48428212.0,71490496.0,17102988.0,9957670.0,26.160226821899414
471416.2477251,68306.0,-6815.6171875,46452632.0,68727912.0,16442083.0,9957670.0,27.15032958984375
471416.2536902,68691.9140625,-6584.4716796875,43355264.0,65793376.0,15740040.0,9957670.0,28.144811630249023
471416.5294851,67592.8125,-6277.19140625,39403128.0,62813952.0,15027261.0,9957670.0,29.062602996826172
471416.5351817,66550.859375,-5905.87255859375,34879328.0,59919860.0,14334894.0,4088285.25,29.83481788635254
471416.541913,68134.625,-5482.78662109375,30060950.0,57233184.0,13692149.0,4088285.25,30.51058578491211
471416.5444346,68712.7734375,-5020.0537109375,25200940.0,54857464.0,13123795.0,4088285.25,31.186229705810547
471416.5490848,67846.7109375,-4529.35791015625,20515084.0,52868896.0,12648061.0,4088285.25,31.906322479248047
471416.5569758,66508.9375,-4021.684814453125,16173949.0,51310112.0,12275144.0,4088285.25,32.67802810668945
471416.5585275,67906.0859375,-3507.115966796875,12299862.0,50186996.0,12006456.0,3712639.5,33.50532150268555
471416.5634586,68687.0859375,-2994.64794921875,8967917.0,49468600.0,11834592.0,3712639.5,34.361045837402344
471416.5659147,68068.2734375,-2492.072998046875,6210428.0,49090424.0,11744118.0,3712639.5,35.161277770996094
471416.5664678,66630.0859375,-2005.8939208984375,4023610.75,48960308.0,11712990.0,3712639.5,35.82548141479492
471416.5697991,67588.859375,-1541.2943115234375,2375588.0,48966644.0,11714507.0,3712639.5,36.3703727722168
