Time, Ch01, Ch02, Ch03, Ch04, Ch05
5.976,-32605.69921875,-0.34158080816268921,0.11667744815349579,1.7094295024871826,2.1645927429199219
5.98,-32382.943359375,-0.66877669095993042,0.4472622275352478,1.5979877710342407,2.1645927429199219
5.984,-32736.63671875,-0.99146491289138794,0.98300266265869141,1.5008676052093506,2.1645927429199219
5.988,-33192.11328125,-1.3022315502166748,1.6958070993423462,1.4264984130859375,1.3703454732894897
5.992,-32691.865234375,-1.593875527381897,2.5404391288757324,1.3815441131591797,1.3703454732894897
5.996,-32377.03125,-1.8598346710205078,3.4589850902557373,1.3703454732894897,1.3703454732894897
6,-32627.728515625,-2.0943164825439453,4.3861608505249023,1.3945798873901367,1.3703454732894897
6.004,-33210.65625,-2.2921409606933594,5.2539100646972656,1.4531265497207642,1.3703454732894897
6.008,-32766.96484375,-2.4488253593444824,5.9967451095581055,1.5421806573867798,1.3703454732894897
6.012,-32402.708984375,-2.5608057975769043,6.5577263832092285,1.6556295156478882,1.3703454732894897
6.016,-32537.796875,-2.6254305839538574,6.892885684967041,1.785602331161499,1.3703454732894897
6.02,-33180.16796875,-2.6409289836883545,6.9745054244995117,1.9231529235839844,1.3703454732894897
6.024,-32849.21875,-2.6064906120300293,6.793792724609375,2.0590286254882812,1.3703454732894897
6.028,-32443.16796875,-2.5222320556640625,6.3616547584533691,2.1844496726989746,1.3703454732894897
6.032,-32474.927734375,-2.3890948295593262,5.7077741622924805,2.2918238639831543,1.3703454732894897
6.036,-33114.89453125,-2.2089614868164062,4.8795113563537598,2.3753714561462402,2.3753714561462402
6.04,-32938.5546875,-1.9847577810287476,3.9392635822296143,2.4315891265869141,2.3753714561462402
6.044,-32492.619140625,-1.720233678817749,2.9592037200927734,2.4595024585723877,2.3753714561462402
6.048,-32431.962890625,-1.4197540283203125,2.0157012939453125,2.4607079029083252,2.3753714561462402
6.052,-33008.4296875,-1.088382363319397,1.1845760345458984,2.4392166137695312,2.3753714561462402
6.056,-33032.13671875,-0.73188436031341553,0.53565472364425659,2.4010879993438721,2.3753714561462402
6.06,-32559.82421875,-0.35645636916160583,0.12706112861633301,2.3539066314697266,2.3753714561462402
6.064,-32404.1875,0.031411249190568924,0.00098666641861200333,2.3061606884002686,2.3753714561462402
6.068,-32874.01953125,0.42489808797836304,0.18053838610649109,2.2665455341339111,2.2433772087097168
6.072,-33132.29296875,0.81702536344528198,0.66753041744232178,2.2432625293731689,2.2433772087097168
6.076,-32632.212890625,1.200874924659729,1.4421005249023438,2.2433772087097168,2.2433772087097168
6.08,-32385.78125,1.5695747137069702,2.4635651111602783,2.2722640037536621,2.2433772087097168
6.084,-32724.240234375,1.9164224863052368,3.6726753711700439,2.3331801891326904,2.2433772087097168
6.088,-33211.92578125,2.2352874279022217,4.9965095520019531,2.4270427227020264,2.2433772087097168
6.092,-32701.568359375,2.5207195281982422,6.3540267944335938,2.5524089336395264,2.2433772087097168
6.096,-32384.63671875,2.7677555084228516,7.6604704856872559,2.7056059837341309,2.2433772087097168
6.1,-32619.90625,2.9720489978790283,8.8330745697021484,2.8810532093048096,2.2433772087097168
6.104,-33223.20703125,3.1301639080047607,9.7979259490966797,3.0717480182647705,2.2433772087097168
6.108,-32780.625,3.2395370006561279,10.494601249694824,3.2698433399200439,2.2433772087097168
6.112,-32411.697265625,3.2983634471893311,10.879201889038086,3.4672501087188721,2.2433772087097168
6.116,-32539.65625,3.305711030960083,10.927724838256836,3.6562454700469971,3.6562454700469971
6.12,-33196.83203125,3.261519193649292,10.637507438659668,3.830024242401123,3.6562454700469971
6.124,-32863.1875,3.166409969329834,10.026151657104492,3.9831218719482422,3.6562454700469971
6.128,-32437.73046875,3.0217628479003906,9.1310501098632812,4.1117286682128906,3.6562454700469971
6.132,-32477.478515625,2.8299629688262939,8.0086898803710938,4.2138810157775879,3.6562454700469971
6.136,-33110.3125,2.5942943096160889,6.7303633689880371,4.289487361907959,3.6562454700469971
6.14,-32943.80078125,2.3187038898468018,5.3763875961303711,4.340212345123291,3.6562454700469971
6.144,-32487.77734375,2.0079174041748047,4.0317320823669434,4.3692388534545898,3.6562454700469971
6.148,-32436.447265625,1.6675128936767578,2.7805991172790527,4.380922794342041,3.6562454700469971
6.152,-33002.375,1.303537130355835,1.6992089748382568,4.3803367614746094,4.3728041648864746
6.156,-33035.44921875,0.92218369245529175,0.85042273998260498,4.3728041648864746,4.3728041648864746
6.16,-32554.224609375,0.52985191345214844,0.2807430624961853,4.3634400367736816,4.3728041648864746
6.164,-32405.333984375,0.13308699429035187,0.017712146043777466,4.3567609786987305,4.3728041648864746
6.168,-32857.75,-0.26172271370887756,0.068498775362968445,4.3563718795776367,4.3728041648864746
6.172,-33127.79296875,-0.64841270446777344,0.42043900489807129,4.3647751808166504,4.3728041648864746
6.176,-32625.322265625,-1.0210065841674805,1.0424544811248779,4.3832907676696777,4.3728041648864746
6.18,-32396.984375,-1.3739858865737915,1.8878371715545654,4.4121017456054688,4.3728041648864746
6.184,-32716.994140625,-1.7025283575057983,2.8986027240753174,4.4504141807556152,4.3728041648864746
6.188,-33208.73046875,-2.0023987293243408,4.0096006393432617,4.4966902732849121,4.3728041648864746
6.192,-32716.41796875,-2.2700049877166748,5.1529226303100586,4.5489387512207031,4.3728041648864746
6.196,-32393.765625,-2.5027484893798828,6.2637505531311035,4.6050353050231934,4.6050353050231934
6.2,-32612.900390625,-2.6990199089050293,7.2847084999084473,4.6630058288574219,4.6050353050231934
6.204,-33213.3046875,-2.8578391075134277,8.1672439575195312,4.7212729454040527,4.6050353050231934
6.208,-32796.4296875,-2.9787559509277344,8.87298583984375,4.7787971496582031,4.6050353050231934
6.212,-32406.26171875,-3.0619235038757324,9.3753767013549805,4.8351502418518066,4.6050353050231934
6.216,-32530.287109375,-3.10791015625,9.6591062545776367,4.890474796295166,4.6050353050231934
6.22,-33176.78125,-3.1175174713134766,9.7189149856567383,4.9453620910644531,4.6050353050231934
6.224,-32876.35546875,-3.0918285846710205,9.5594053268432617,5.0006752014160156,4.6050353050231934
6.228,-32441.76171875,-3.0321495532989502,9.1939296722412109,5.0573210716247559,5.1770353317260742
6.232,-32471.708984375,-2.9397945404052734,8.6423921585083008,5.1160125732421875,5.1770353317260742
6.236,-33105.78125,-2.8161449432373047,7.9306716918945312,5.1770353317260742,5.1770353317260742
6.24,-32965.8984375,-2.6628551483154297,7.0907974243164062,5.2400665283203125,5.1770353317260742
6.244,-32491.662109375,-2.4817512035369873,6.1590895652770996,5.3040642738342285,5.1770353317260742
6.248,-32425.787109375,-2.274625301361084,5.173919677734375,5.3672285079956055,5.1770353317260742
6.252,-32998.11328125,-2.0433452129364014,4.175260066986084,5.4270424842834473,5.1770353317260742
6.256,-33046.84375,-1.7899926900863647,3.2040741443634033,5.4804105758666992,5.1770353317260742
6.26,-32558.87109375,-1.5167480707168579,2.3005249500274658,5.5238800048828125,5.1770353317260742
6.264,-32398.369140625,-1.2258285284042358,1.5026556253433228,5.5539131164550781,5.1770353317260742
6.268,-32857.3984375,-0.91964375972747803,0.84574460983276367,5.5672178268432617,5.1770353317260742
6.272,-33132.19921875,-0.60080879926681519,0.36097121238708496,5.5610871315002441,5.1770353317260742
6.276,-32631.68359375,-0.27205666899681091,0.074014827609062195,5.5337247848510742,5.5337247848510742
6.28,-32382.896484375,0.063641354441642761,0.0040502226911485195,5.4845342636108398,5.5337247848510742
6.284,-32712.484375,0.40299338102340698,0.1624036580324173,5.4143285751342773,5.5337247848510742
6.288,-33208.32421875,0.74255073070526123,0.55138158798217773,5.3254265785217285,5.5337247848510742
6.292,-32712.630859375,1.0786834955215454,1.1635580062866211,5.2216172218322754,5.5337247848510742
6.296,-32383.0625,1.4073188304901123,1.9805463552474976,5.1080183982849121,5.5337247848510742
6.3,-32612.853515625,1.723994255065918,2.9721560478210449,4.9908003807067871,5.5337247848510742
6.304,-33213.14453125,2.0241343975067139,4.0971207618713379,4.8767843246459961,5.5337247848510742
6.308,-32788.15625,2.3031036853790283,5.304286003112793,4.7729783058166504,5.5337247848510742
6.312,-32413.224609375,2.5562083721160889,6.5342011451721191,4.6860771179199219,4.6219696998596191
6.316,-32523.041015625,2.7789027690887451,7.7223005294799805,4.6219696998596191,4.6219696998596191
6.32,-33170.80078125,2.9669449329376221,8.8027620315551758,4.5852737426757812,4.6219696998596191
6.324,-32869.03125,3.1164467334747314,9.7122402191162109,4.5789961814880371,4.6219696998596191
6.328,-32448.24609375,3.2240803241729736,10.394694328308105,4.6042695045471191,4.6219696998596191
6.332,-32458.212890625,3.2873148918151855,10.806439399719238,4.6602239608764648,4.6219696998596191
6.336,-33090.3046875,3.3043818473815918,10.918940544128418,4.7439956665039062,4.6219696998596191
6.34,-32953.67578125,3.2742111682891846,10.720458984375,4.8508772850036621,5.3702430725097656
6.344,-32502.462890625,3.1966261863708496,10.218419075012207,4.9746108055114746,5.3702430725097656
6.348,-32422.427734375,3.0724499225616455,9.4399471282958984,5.1077980995178223,5.3702430725097656
6.352,-32980.9921875,2.9032649993896484,8.4289474487304688,5.2423925399780273,5.3702430725097656
6.356,-33048.7734375,2.6912796497344971,7.2429862022399902,5.3702430725097656,5.3702430725097656
6.36,-32574.34375,2.4394354820251465,5.9508452415466309,5.4836454391479492,5.3702430725097656
6.364,-32395.150390625,2.1513671875,4.6283812522888184,5.5758590698242188,5.3702430725097656
6.368,-32837.20703125,1.8312231302261353,3.3533778190612793,5.6415572166442871,5.3702430725097656
6.372,-33143.3046875,1.4837299585342407,2.2014548778533936,5.6771764755249023,5.3702430725097656
6.376,-32647.68359375,1.114215612411499,1.2414764165878296,5.6811575889587402,5.3702430725097656
6.38,-32380.681640625,0.72832649946212769,0.53045940399169922,5.6540098190307617,5.3702430725097656
6.384,-32691.197265625,0.33191666007041931,0.11016867309808731,5.5982413291931152,5.3702430725097656
6.388,-33217.26953125,-0.068756282329559326,0.0047274259850382805,5.5181441307067871,5.3088607788085938
6.392,-32714.083984375,-0.4671628475189209,0.2182411402463913,5.4194502830505371,5.3088607788085938
6.396,-32384.27734375,-0.85690957307815552,0.73429393768310547,5.3088607788085938,5.3088607788085938
6.4,-32598.140625,-1.23179030418396,1.5173072814941406,5.1935133934020996,5.3088607788085938
6.404,-33216.09375,-1.5857064723968506,2.5144648551940918,5.0804581642150879,5.3088607788085938
6.408,-32799.21875,-1.912915825843811,3.6592471599578857,4.9761824607849121,5.3088607788085938
6.412,-32412.509765625,-2.2082679271697998,4.8764472007751465,4.8862037658691406,5.3088607788085938
6.416,-32520.869140625,-2.4671580791473389,6.0868682861328125,4.8147597312927246,5.3088607788085938
6.42,-33187.2734375,-2.6856169700622559,7.2125387191772461,4.7646317481994629,5.3088607788085938
6.424,-32881.40625,-2.8606033325195312,8.1830501556396484,4.7371048927307129,5.3088607788085938
6.428,-32451.65625,-2.9899775981903076,8.939967155456543,4.732025146484375,5.3088607788085938
6.432,-32464.88671875,-3.0722651481628418,9.438812255859375,4.7479538917541504,5.3088607788085938
6.436,-33092.23828125,-3.1067347526550293,9.6518001556396484,4.782376766204834,4.782376766204834
6.44,-32965.51953125,-3.0935409069061279,9.5699949264526367,4.8319602012634277,4.782376766204834
6.444,-32502.05859375,-3.0334866046905518,9.2020397186279297,4.892819881439209,4.782376766204834
6.448,-32430.724609375,-2.9278347492218018,8.5722169876098633,4.960784912109375,4.782376766204834
6.452,-32975.17578125,-2.7785334587097168,7.7202482223510742,5.0316848754882812,4.782376766204834
6.456,-33054.7109375,-2.5883350372314453,6.6994781494140625,5.101593017578125,4.782376766204834
6.46,-32570.625,-2.3605456352233887,5.5721755027770996,5.1670255661010742,4.782376766204834
6.464,-32401.921875,-2.0989291667938232,4.4055037498474121,5.2250838279724121,4.782376766204834
6.468,-32826.57421875,-1.8078168630599976,3.2682018280029297,5.2735319137573242,4.782376766204834
6.472,-33146.5234375,-1.4919672012329102,2.225966215133667,5.3108320236206055,5.3360962867736816
6.476,-32642.15234375,-1.1563692092895508,1.3371896743774414,5.3360962867736816,5.3360962867736816
6.48,-32388.787109375,-0.80636900663375854,0.65023106336593628,5.3490195274353027,5.3360962867736816
6.484,-32684.828125,-0.44767865538597107,0.20041617751121521,5.3497796058654785,5.3360962867736816
6.488,-33210.3984375,-0.086045242846012115,0.0074037835001945496,5.338900089263916,5.3360962867736816
6.492,-32725.859375,0.27283725142478943,0.074440166354179382,5.3171181678771973,5.3360962867736816
6.496,-32387.1875,0.62309390306472778,0.38824599981307983,5.2852721214294434,5.3360962867736816
6.5,-32589.630859375,0.95876491069793701,0.91923016309738159,5.2442131042480469,5.3360962867736816
6.504,-33203.4609375,1.2741658687591553,1.6234986782073975,5.1947402954101562,5.3360962867736816
6.508,-32803.34375,1.5639750957489014,2.4460182189941406,5.137575626373291,5.3360962867736816
6.512,-32406.046875,1.8232377767562866,3.3241958618164062,5.0733747482299805,5.3360962867736816
6.516,-32508.208984375,2.0475971698760986,4.1926536560058594,5.0027823448181152,5.0027823448181152
6.52,-33159.8984375,2.2334358692169189,4.9882354736328125,4.9264922142028809,5.0027823448181152
6.524,-32890.03125,2.3777866363525391,5.6538686752319336,4.8453245162963867,5.0027823448181152
6.528,-32445.697265625,2.4783947467803955,6.1424398422241211,4.7602791786193848,5.0027823448181152
6.532,-32455.041015625,2.5339095592498779,6.4206976890563965,4.6725645065307617,5.0027823448181152
6.536,-33078.51171875,2.5438189506530762,6.4710149765014648,4.5836057662963867,5.0027823448181152
6.54,-32979.5625,2.5082786083221436,6.2914609909057617,4.495025634765625,5.0027823448181152
6.544,-32506.947265625,2.4282214641571045,5.8962593078613281,4.4085831642150879,5.0027823448181152
6.548,-32417.541015625,2.3054778575897217,5.3152275085449219,4.3260879516601562,4.1799430847167969
6.552,-32967.09375,2.1425869464874268,4.5906782150268555,4.2493233680725098,4.1799430847167969
6.556,-33065.91796875,1.9426761865615845,3.7739906311035156,4.1799430847167969,4.1799430847167969
6.56,-32576.73046875,1.7095819711685181,2.9226703643798828,4.1193795204162598,4.1799430847167969
6.564,-32400.65625,1.4478260278701782,2.0962002277374268,4.0687360763549805,4.1799430847167969
6.568,-32827.76171875,1.1623954772949219,1.3511632680892944,4.0286917686462402,4.1799430847167969
6.572,-33156.44921875,0.85869550704956055,0.7373579740524292,3.9994099140167236,4.1799430847167969
6.576,-32651.427734375,0.54255896806716919,0.29437026381492615,3.9804675579071045,4.1799430847167969
6.58,-32386.353515625,0.22003361582756042,0.048414789140224457,3.9708266258239746,4.1799430847167969
6.584,-32693.9375,-0.10273943096399307,0.010555391199886799,3.9688346385955811,4.1799430847167969
6.588,-33216.16796875,-0.41943588852882385,0.17592644691467285,3.9722583293914795,4.1799430847167969
6.592,-32731.583984375,-0.72370082139968872,0.52374285459518433,3.9783682823181152,4.1799430847167969
6.596,-32394.056640625,-1.0095170736312866,1.0191247463226318,3.9840652942657471,3.9840652942657471
6.6,-32599.072265625,-1.2712970972061157,1.6161962747573853,3.9860427379608154,3.9840652942657471
6.604,-33210.63671875,-1.5038312673568726,2.2615084648132324,3.9809837341308594,3.9840652942657471
6.608,-32806.28125,-1.7024457454681396,2.8983218669891357,3.9657649993896484,3.9840652942657471
6.612,-32423.474609375,-1.8631391525268555,3.4712874889373779,3.9376616477966309,3.9840652942657471
6.616,-32518.916015625,-1.9825502634048462,3.9305052757263184,3.8945345878601074,3.9840652942657471
6.62,-33162.98046875,-2.0580687522888184,4.2356476783752441,3.8349967002868652,3.9840652942657471
6.624,-32893.61328125,-2.0880451202392578,4.3599319458007812,3.7585346698760986,3.9840652942657471
6.628,-32469.82421875,-2.0717704296112061,4.2922325134277344,3.6655800342559814,3.9840652942657471
6.632,-32457.306640625,-2.0093929767608643,4.0376601219177246,3.5575568675994873,3.9840652942657471
6.636,-33075.5234375,-1.9020580053329468,3.6178245544433594,3.4368774890899658,3.4368774890899658
6.64,-32977.03125,-1.7519813776016235,3.0694384574890137,3.3068664073944092,3.4368774890899658
6.644,-32512.380859375,-1.562217116355896,2.4405224323272705,3.1716358661651611,3.4368774890899658
6.648,-32416.181640625,-1.3364760875701904,1.7861684560775757,3.0359148979187012,3.4368774890899658
6.652,-32952.5234375,-1.0792135000228882,1.1647018194198608,2.9048037528991699,3.4368774890899658
6.656,-33069.01953125,-0.79562795162200928,0.63302391767501831,2.7834751605987549,3.4368774890899658
6.66,-32590.677734375,-0.49149936437606812,0.24157162010669708,2.6768627166748047,3.4368774890899658
6.664,-32393.505859375,-0.17320282757282257,0.029999220743775368,2.5893528461456299,3.4368774890899658
6.668,-32804.70703125,0.152273029088974,0.023187076672911644,2.5244522094726562,3.4368774890899658
6.672,-33164.40625,0.47763562202453613,0.22813579440116882,2.4844958782196045,3.4368774890899658
6.676,-32658.33984375,0.79552239179611206,0.63285589218139648,2.4704089164733887,2.4704089164733887
6.68,-32382.703125,1.0984275341033936,1.20654296875,2.4815356731414795,2.4704089164733887
6.684,-32669.072265625,1.3788763284683228,1.9013000726699829,2.5155532360076904,2.4704089164733887
6.688,-33221.89453125,1.6298974752426147,2.6565659046173096,2.5685362815856934,2.4704089164733887
6.692,-32732.609375,1.8451551198959351,3.4045975208282471,2.6351394653320312,2.4704089164733887
6.696,-32391.16796875,2.0188312530517578,4.0756797790527344,2.7088882923126221,2.4704089164733887
6.7,-32576.994140625,2.145859956741333,4.6047148704528809,2.7825977802276611,2.4704089164733887
6.704,-33211.33203125,2.2222628593444824,4.9384522438049316,2.8488967418670654,2.4704089164733887
6.708,-32810.3046875,2.2451801300048828,5.0408339500427246,2.9007930755615234,2.4704089164733887
6.712,-32412.962890625,2.2129242420196533,4.89703369140625,2.9322497844696045,2.9387309551239014
6.716,-32502.322265625,2.1252517700195312,4.516695499420166,2.9387309551239014,2.9387309551239014
6.72,-33163.14453125,1.9833858013153076,3.9338195323944092,2.9176421165466309,2.9387309551239014
6.724,-32892.25,1.7897853851318359,3.2033317089080811,2.8686313629150391,2.9387309551239014
6.728,-32455.255859375,1.5481927394866943,2.3969008922576904,2.7937209606170654,2.9387309551239014
6.732,-32456.28125,1.2637717723846436,1.5971190929412842,2.6972496509552002,2.9387309551239014
6.736,-33067.8984375,0.94282323122024536,0.88891571760177612,2.5856070518493652,2.9387309551239014
6.74,-32982.54296875,0.59243267774581909,0.35097646713256836,2.4667975902557373,2.9387309551239014
6.744,-32514.431640625,0.22050580382347107,0.04862280935049057,2.3498451709747314,2.9387309551239014
6.748,-32417.703125,-0.16426543891429901,0.026983136311173439,2.2440803050994873,2.9387309551239014
6.752,-32942.53125,-0.55281561613082886,0.30560511350631714,2.1583786010742188,2.9387309551239014
6.756,-33073.76171875,-0.93599480390548706,0.87608623504638672,2.1004207134246826,2.1004207134246826
6.76,-32584.646484375,-1.304599404335022,1.7019796371459961,2.0760066509246826,2.1004207134246826
6.764,-32392.697265625,-1.6496255397796631,2.7212646007537842,2.0885078907012939,2.1004207134246826
6.768,-32780.2421875,-1.9626226425170898,3.8518879413604736,2.1385223865509033,2.1004207134246826
6.772,-33152.73046875,-2.2356963157653809,4.9983382225036621,2.2237422466278076,2.1004207134246826
6.776,-32654.26171875,-2.4615294933319092,6.0591268539428711,2.3390369415283203,2.1004207134246826
6.78,-32384.087890625,-2.6338248252868652,6.9370331764221191,2.4768097400665283,2.1004207134246826
6.784,-32656.458984375,-2.7476513385772705,7.5495872497558594,2.6275901794433594,2.1004207134246826
6.788,-33208.94921875,-2.7994303703308105,7.8368101119995117,2.7808082103729248,3.0522339344024658
6.792,-32737.49609375,-2.7870917320251465,7.767880916595459,2.9256908893585205,3.0522339344024658
6.796,-32385.08984375,-2.7104010581970215,7.3462738990783691,3.0522339344024658,3.0522339344024658
6.8,-32562.115234375,-2.5709075927734375,6.6095657348632812,3.1521010398864746,3.0522339344024658
6.804,-33192.13671875,-2.3716762065887451,5.624847412109375,3.219367504119873,3.0522339344024658
6.808,-32820.11328125,-2.1172747611999512,4.4828519821166992,3.2510581016540527,3.0522339344024658
6.812,-32409.052734375,-1.8137462139129639,3.2896754741668701,3.2474262714385986,3.0522339344024658
6.816,-32485.55859375,-1.4682976007461548,2.155897855758667,3.2119343280792236,3.0522339344024658
6.82,-33138.20703125,-1.0890710353851318,1.1860758066177368,3.1509425640106201,3.0522339344024658
6.824,-32893.875,-0.68507176637649536,0.46932333707809448,3.0731303691864014,3.0522339344024658
6.828,-32448.29296875,-0.26583591103553772,0.070668734610080719,2.9886989593505859,3.0522339344024658
6.832,-32434.609375,0.15902411937713623,0.025288671255111694,2.9084517955780029,3.0522339344024658
6.836,-33046.67578125,0.57991743087768555,0.3363041877746582,2.8428211212158203,2.8428211212158203
6.84,-32986.05078125,0.98726862668991089,0.97469931840896606,2.8009262084960938,2.8428211212158203
6.844,-32507.515625,1.3718572854995728,1.8819923400878906,2.7897560596466064,2.8428211212158203
6.848,-32399.990234375,1.7251800298690796,2.9762458801269531,2.8135573863983154,2.8428211212158203
6.852,-32923.48828125,2.0395026206970215,4.1595711708068848,2.8734545707702637,2.8428211212158203
6.856,-33071.3046875,2.3079619407653809,5.326688289642334,2.9673283100128174,2.8428211212158203
6.86,-32575.228515625,2.5248763561248779,6.375,3.089996337890625,2.8428211212158203
6.864,-32379.083984375,2.6858985424041748,7.21405029296875,3.2336776256561279,2.8428211212158203
6.868,-32778.3125,2.7880020141601562,7.7729554176330566,3.3886730670928955,2.8428211212158203
6.872,-33161.88671875,2.8296024799346924,8.0066499710083008,3.5442435741424561,2.8428211212158203
6.876,-32657.197265625,2.8105921745300293,7.8994283676147461,3.6895747184753418,3.6895747184753418
6.88,-32368.734375,2.7321135997772217,7.464444637298584,3.8147327899932861,3.6895747184753418
6.884,-32654.71484375,2.5964977741241455,6.7418007850646973,3.9115428924560547,3.6895747184753418
6.888,-33208.2734375,2.4074263572692871,5.7957015037536621,3.9743258953094482,3.6895747184753418
6.892,-32735.853515625,2.1698062419891357,4.7080597877502441,4.0003952980041504,3.6895747184753418
6.896,-32383.708984375,1.8894239664077759,3.569922924041748,3.9902796745300293,3.6895747184753418
6.9,-32566.599609375,1.572859525680542,2.4738872051239014,3.9476630687713623,3.6895747184753418
6.904,-33187.30078125,1.2274625301361084,1.5066642761230469,3.8790276050567627,3.6895747184753418
6.908,-32811.36328125,0.86114245653152466,0.74156635999679565,3.7930419445037842,3.6895747184753418
6.912,-32414.4375,0.48223170638084412,0.23254740238189697,3.6997523307800293,3.6895747184753418
6.916,-32488.515625,0.099442325532436371,0.009888775646686554,3.6096160411834717,3.6096160411834717
6.92,-33135.8671875,-0.27841687202453613,0.077515944838523865,3.5324897766113281,3.6096160411834717
6.924,-32897.3984375,-0.64281654357910156,0.4132131040096283,3.4766876697540283,3.6096160411834717
6.928,-32465.603515625,-0.98561352491378784,0.97143399715423584,3.4481785297393799,3.6096160411834717
6.932,-32434.609375,-1.2991231679916382,1.6877210140228271,3.4499905109405518,3.6096160411834717
6.936,-33044.2421875,-1.5764663219451904,2.4852461814880371,3.481917142868042,3.6096160411834717
6.94,-32986.6875,-1.8118457794189453,3.2827849388122559,3.5405533313751221,3.6096160411834717
6.944,-32520.728515625,-2.0004951953887939,4.001981258392334,3.6196205615997314,3.6096160411834717
6.948,-32401.494140625,-2.1386966705322266,4.5740232467651367,3.7105610370635986,3.6096160411834717
6.952,-32915.98046875,-2.2240257263183594,4.9462904930114746,3.8033747673034668,3.8875904083251953
6.956,-33078.90625,-2.2554080486297607,5.0868659019470215,3.8875904083251953,3.8875904083251953
6.96,-32595.875,-2.2330055236816406,4.9863142967224121,3.9532771110534668,3.8875904083251953
6.964,-32382.65625,-2.158308744430542,4.658297061920166,3.9920177459716797,3.8875904083251953
6.968,-32760.62109375,-2.034193754196167,4.1379446983337402,3.9977390766143799,3.8875904083251953
6.972,-33175.15625,-1.8646236658096313,3.4768214225769043,3.9673087596893311,3.8875904083251953
6.976,-32666.78125,-1.6544816493988037,2.7373096942901611,3.9008724689483643,3.8875904083251953
6.98,-32372.572265625,-1.4097280502319336,1.9873330593109131,3.8018779754638672,3.8875904083251953
6.984,-32638.697265625,-1.137241005897522,1.2933171987533569,3.6767528057098389,3.8875904083251953
6.988,-33213.33203125,-0.84432601928710938,0.7128865122795105,3.5342743396759033,3.8875904083251953
6.992,-32739.90234375,-0.53856074810028076,0.29004764556884766,3.3847174644470215,3.8875904083251953
6.996,-32382.134765625,-0.22783061861991882,0.051906786859035492,3.2388300895690918,3.2388300895690918
7,-32546.09375,0.079979643225669861,0.006396743468940258,3.106766939163208,3.2388300895690918
7.004,-33192.44921875,0.37735176086425781,0.14239434897899628,2.9971179962158203,3.2388300895690918
7.008,-32815.86328125,0.65719842910766602,0.43190973997116089,2.9160990715026855,3.2388300895690918
7.012,-32412.484375,0.91299629211425781,0.83356225490570068,2.8669769763946533,3.2388300895690918
7.016,-32479.40625,1.1390978097915649,1.2975438833236694,2.8498096466064453,3.2388300895690918
7.02,-33131.51171875,1.3307729959487915,1.7709567546844482,2.8615074157714844,3.2388300895690918
7.024,-32897.95703125,1.4840940237045288,2.2025351524353027,2.8961715698242188,3.2388300895690918
7.028,-32457.974609375,1.5961450338363647,2.5476791858673096,2.9457118511199951,3.2388300895690918
7.032,-32435.443359375,1.6652629375457764,2.7731006145477295,3.0006682872772217,3.0511202812194824
7.036,-33035.13671875,1.69083571434021,2.8589255809783936,3.0511202812194824,3.0511202812194824
7.04,-32987.16796875,1.6730788946151733,2.7991931438446045,3.0876102447509766,3.0511202812194824
7.044,-32518.984375,1.6132075786590576,2.6024386882781982,3.1020195484161377,3.0511202812194824
7.048,-32403.759765625,1.5135265588760376,2.2907626628875732,3.0883095264434814,3.0511202812194824
7.052,-32899.79296875,1.3771665096282959,1.8965877294540405,3.0430500507354736,3.0511202812194824
7.056,-33080.67578125,1.2079665660858154,1.4591833353042603,2.9656996726989746,3.0511202812194824
7.06,-32590.224609375,1.0105501413345337,1.0212116241455078,2.8586242198944092,3.0511202812194824
7.064,-32391.431640625,0.79012095928192139,0.62429112195968628,2.7268288135528564,3.0511202812194824
7.068,-32749.65625,0.55216628313064575,0.30488762259483337,2.577467679977417,3.0511202812194824
7.072,-33171.61328125,0.30248349905014038,0.091496266424655914,2.4191641807556152,3.0511202812194824
7.076,-32666.46875,0.047129709273576736,0.0022212094627320766,2.2612202167510986,2.2612202167510986
7.08,-32376.93359375,-0.20796489715576172,0.043249398469924927,2.1127963066101074,2.2612202167510986
7.084,-32626.01171875,-0.45712366700172424,0.20896205306053162,1.9821395874023438,2.2612202167510986
7.088,-33203.4609375,-0.69471722841262817,0.48263207077980042,1.8758780956268311,2.2612202167510986
7.092,-32750.349609375,-0.91529500484466553,0.8377649188041687,1.7984724044799805,2.2612202167510986
7.096,-32388.640625,-1.1139892339706421,1.2409721612930298,1.7518934011459351,2.2612202167510986
7.1,-32547.478515625,-1.2865966558456421,1.655331015586853,1.7355222702026367,2.2612202167510986
7.104,-33185.5546875,-1.4295212030410767,2.0435309410095215,1.7462594509124756,2.2612202167510986
7.108,-32834.76953125,-1.5399595499038696,2.3714752197265625,1.7788578271865845,2.2612202167510986
7.112,-32422.04296875,-1.616005539894104,2.6114737987518311,1.8264364004135132,1.8811178207397461
7.116,-32477.140625,-1.6564950942993164,2.7439761161804199,1.8811178207397461,1.8811178207397461
7.12,-33123.3984375,-1.6609923839569092,2.7588953971862793,1.9347455501556396,1.8811178207397461
7.124,-32911.23046875,-1.6299064159393311,2.6565947532653809,1.9796130657196045,1.8811178207397461
7.128,-32462.57421875,-1.564322829246521,2.4471061229705811,2.0091266632080078,1.8811178207397461
7.132,-32429.74609375,-1.4657407999038696,2.1483962535858154,2.0183403491973877,1.8811178207397461
7.136,-33025.40625,-1.3361682891845703,1.7853456735610962,2.0043423175811768,1.8811178207397461
