Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07
0,59493.14453125,0.00075970403850078583,5.7715021739568328e-07,1.1543005662417727e-08,-0.55502396821975708,37.587413787841797,1.253104567527771
0.004,59118.89453125,0.011226711794734001,0.00012603907089214772,2.5323242880403996e-06,-0.55502337217330933,15299.7451171875,8.7870759963989258
0.008,58185.41796875,0.081874653697013855,0.0067034587264060974,0.00013660150580108166,-0.55499124526977539,38630.4375,29.526300430297852
0.012,57527.78125,0.39565128087997437,0.1565399169921875,0.003267399501055479,-0.55424231290817261,534690.1875,64.913009643554688
0.016,58169.25,1.4350312948226929,2.0593147277832031,0.044453699141740799,-0.54438906908035278,815634.5,107.08354187011719
0.02,58777.0234375,4.193084716796875,17.581960678100586,0.39609289169311523,-0.46026486158370972,815634.5,142.56575012207031
0.024,58333.16796875,10.33686637878418,106.85080718994141,2.5331089496612549,0.050983011722564697,815634.5,159.69613647460938
0.028,57729.125,22.211736679077148,493.36123657226562,12.400334358215332,2.4115631580352783,815634.5,155.62875366210938
0.032,58355.8125,42.620403289794922,1816.498779296875,48.730308532714844,11.102943420410156,815634.5,137.46577453613281
0.036,59146.71875,74.399276733398438,5535.25244140625,159.43537902832031,37.587413787841797,815634.5,115.75914001464844
0.04,58849.21875,119.89363861083984,14374.484375,446.925048828125,106.36484527587891,3128742,97.34466552734375
0.044,58189.25,180.45732116699219,32564.84375,1098.2220458984375,262.177490234375,3128742,84.159141540527344
0.048,58642.70703125,256.072265625,65573,2409.681640625,575.923828125,3128742,75.874000549316406
0.052,59464.0546875,345.13198852539062,119116.0859375,4792.0029296875,1145.857177734375,3128742,71.079002380371094
0.056,59301.95703125,444.39111328125,197483.46875,8741.671875,2090.75390625,3128742,67.143211364746094
0.06,58607.80078125,549.05987548828125,301466.75,14771.0078125,3533.178955078125,3128742,61.604766845703125
0.064,58873.51953125,653.00750732421875,426418.84375,23299.384765625,5573.4599609375,3128742,54.123260498046875
0.068,59756.3046875,749.0457763671875,561069.5,34520.7734375,8258.0048828125,3128742,46.088459014892578
0.072,59808.1171875,829.27130126953125,687690.875,48274.59375,11548.390625,3128742,38.583240509033203
0.076,59164.8359375,885.45623779296875,784032.8125,63955.25,15299.7451171875,3128742,31.644115447998047
