Time,marker,LSL_timestamp
2.6862347999121994,collecting_baseline,1002150.1514574
2.7231180999660864,collecting_baseline,1002150.1883407
2.75612929998897,collecting_baseline,1002150.2213519
2.799654999980703,collecting_baseline,1002150.2648776
2.829431699938141,collecting_baseline,1002150.2946543
2.8872318000067025,collecting_baseline,1002150.3524544
2.9261055999668315,collecting_baseline,1002150.3913282
2.9640346999512985,collecting_baseline,1002150.4292573
2.9937771999975666,collecting_baseline,1002150.4589998
3.037997999927029,collecting_baseline,1002150.5032206
3.07260860002134,collecting_baseline,1002150.5378312
3.1253956999862567,collecting_baseline,1002150.5906183
3.1583338999189436,collecting_baseline,1002150.6235565
3.203232500003651,collecting_baseline,1002150.6684551
3.2388222999870777,collecting_baseline,1002150.7040449
3.2791890000225976,collecting_baseline,1002150.7444116
3.31216279999353,collecting_baseline,1002150.7773854
3.3685121999587864,collecting_baseline,1002150.8337348
3.405925999977626,collecting_baseline,1002150.8711486
3.4406707999296486,collecting_baseline,1002150.9058934
3.4790143999271095,collecting_baseline,1002150.944237
3.517456499976106,collecting_baseline,1002150.9826791
3.5581810999428853,collecting_baseline,1002151.0234037
3.605680799926631,collecting_baseline,1002151.0709034
3.6410351999802515,collecting_baseline,1002151.1062578
3.6802049999823794,collecting_baseline,1002151.1454276
3.7149791999254376,collecting_baseline,1002151.1802018
3.75925559992902,collecting_baseline,1002151.2244782
3.7909823999507353,collecting_baseline,1002151.256205
3.8467778000049293,collecting_baseline,1002151.3120004
3.877680499921553,collecting_baseline,1002151.3429031
3.922489700024016,collecting_baseline,1002151.3877123
3.95791759993881,collecting_baseline,1002151.4231402
3.9968862999230623,collecting_baseline,1002151.4621089
4.028503099922091,collecting_baseline,1002151.4937257
4.085351099958643,collecting_baseline,1002151.5505737
4.116843799944036,collecting_baseline,1002151.5820664
4.161968800006434,collecting_baseline,1002151.6271914
4.189710199949332,collecting_baseline,1002151.6549328
4.235679899924435,collecting_baseline,1002151.7009025
4.269405099912547,collecting_baseline,1002151.7346277
4.325631399988197,collecting_baseline,1002151.790854
4.356643899925984,collecting_baseline,1002151.8218665
4.401998699991964,collecting_baseline,1002151.8672213
4.43544089992065,collecting_baseline,1002151.9006635
4.477168999961577,collecting_baseline,1002151.9423916
4.511356899980456,collecting_baseline,1002151.9765795
4.5652729999274015,collecting_baseline,1002152.0304956
4.597294099978171,collecting_baseline,1002152.0625167
4.643108899937943,collecting_baseline,1002152.1083315
4.673136799945496,collecting_baseline,1002152.1383594
4.7169530999381095,collecting_baseline,1002152.1821757
4.749581399955787,collecting_baseline,1002152.214804
4.80671449995134,collecting_baseline,1002152.2719371
4.837802699999884,collecting_baseline,1002152.3030253
4.880447199917398,collecting_baseline,1002152.3456698
4.917355299927294,collecting_baseline,1002152.3825779
4.954807800007984,collecting_baseline,1002152.4200304
4.989774000016041,collecting_baseline,1002152.4549966
5.046751099987887,collecting_baseline,1002152.5119737
5.0786776000168175,collecting_baseline,1002152.5439002
5.122271599946544,collecting_baseline,1002152.5874942
5.15187199995853,collecting_baseline,1002152.6170946
5.195552699966356,collecting_baseline,1002152.6607753
5.229735799948685,collecting_baseline,1002152.6949584
5.286074799951166,collecting_baseline,1002152.7512974
5.320713100023568,collecting_baseline,1002152.7859357
5.359891499974765,collecting_baseline,1002152.8251141
5.389941599918529,collecting_baseline,1002152.8551642
5.435870199929923,collecting_baseline,1002152.9010928
5.4656921999994665,collecting_baseline,1002152.9309148
5.525069799972698,collecting_baseline,1002152.9902924
5.55503539997153,collecting_baseline,1002153.020258
5.600975499954075,collecting_baseline,1002153.0661981
5.6334377999883145,collecting_baseline,1002153.0986604
5.674212699988857,collecting_baseline,1002153.1394353
5.707502999925055,collecting_baseline,1002153.1727256
5.764648100011982,collecting_baseline,1002153.2298707
5.79794530000072,collecting_baseline,1002153.2631679
5.8413095999276266,collecting_baseline,1002153.3065322
5.871605799999088,collecting_baseline,1002153.3368284
5.915429899934679,collecting_baseline,1002153.3806525
5.9476192999864,collecting_baseline,1002153.4128419
6.004066099994816,collecting_baseline,1002153.4692887
6.035534999915399,collecting_baseline,1002153.5007576
6.0799543999601156,collecting_baseline,1002153.545177
6.111172299948521,collecting_baseline,1002153.5763949
6.156770600005984,collecting_baseline,1002153.6219932
6.190169699955732,collecting_baseline,1002153.6553923
6.248091500019655,collecting_baseline,1002153.7133141
6.28026949998457,collecting_baseline,1002153.7454921
6.31998119992204,collecting_baseline,1002153.7852038
6.363247799919918,collecting_baseline,1002153.8284704
6.405940699973144,collecting_baseline,1002153.8711633
6.4321755999699235,collecting_baseline,1002153.8973982
6.486851399997249,collecting_baseline,1002153.952074
6.515517399995588,collecting_baseline,1002153.98074
6.56061399995815,collecting_baseline,1002154.0258366
6.593748399987817,collecting_baseline,1002154.058971
6.636646599974483,collecting_baseline,1002154.1018692
6.670250399969518,collecting_baseline,1002154.135473
6.724419199978001,collecting_baseline,1002154.1896418
6.758876199950464,collecting_baseline,1002154.2240988
6.801333799958229,collecting_baseline,1002154.2665564
6.8387645999901,collecting_baseline,1002154.3039872
6.8829528000205755,collecting_baseline,1002154.3481754
6.9130049999803305,collecting_baseline,1002154.3782276
6.963528099935502,collecting_baseline,1002154.4287507
7.000175299937837,collecting_baseline,1002154.4653979
7.04567339993082,collecting_baseline,1002154.510896
7.073181999963708,collecting_baseline,1002154.5384046
7.116991700022481,collecting_baseline,1002154.5822143
7.149593599955551,collecting_baseline,1002154.6148162
7.204796799924225,collecting_baseline,1002154.6700194
7.238806399982423,collecting_baseline,1002154.704029
7.279871999984607,collecting_baseline,1002154.7450946
7.312724599963985,collecting_baseline,1002154.7779472
7.3637620999943465,collecting_baseline,1002154.8289847
7.395742299966514,collecting_baseline,1002154.8609649
7.446669599972665,collecting_baseline,1002154.9118922
7.4795585999963805,collecting_baseline,1002154.9447812
7.523521899944171,collecting_baseline,1002154.9887445
7.557937599951401,collecting_baseline,1002155.0231602
7.596038999967277,collecting_baseline,1002155.0612616
7.6303105999249965,collecting_baseline,1002155.0955332
7.687843399937265,collecting_baseline,1002155.153066
7.718494099914096,collecting_baseline,1002155.1837167
7.761999499984086,collecting_baseline,1002155.2272221
7.795343199977651,collecting_baseline,1002155.2605658
7.835899299941957,collecting_baseline,1002155.3011219
7.874743200023659,collecting_baseline,1002155.3399658
7.927273800014518,collecting_baseline,1002155.3924964
7.96064209996257,collecting_baseline,1002155.4258647
8.001897500013001,collecting_baseline,1002155.4671201
8.036336699966341,collecting_baseline,1002155.5015593
8.07837240002118,collecting_baseline,1002155.543595
8.11424459994305,collecting_baseline,1002155.5794672
8.168163100024685,collecting_baseline,1002155.6333857
8.202261499944143,collecting_baseline,1002155.6674841
8.248992200009525,collecting_baseline,1002155.7142148
8.279529399937019,collecting_baseline,1002155.744752
8.317688199924305,collecting_baseline,1002155.7829108
8.352163799921982,collecting_baseline,1002155.8173864
8.404853599960916,collecting_baseline,1002155.8700762
8.442824699915946,collecting_baseline,1002155.9080473
8.483987499959767,collecting_baseline,1002155.9492101
8.518694799975492,collecting_baseline,1002155.9839174
8.555936899967492,collecting_baseline,1002156.0211595
8.594942299998365,collecting_baseline,1002156.0601649
8.64794549997896,collecting_baseline,1002156.1131681
8.681085599935614,collecting_baseline,1002156.1463082
8.722985900007188,collecting_baseline,1002156.1882085
8.756474699941464,collecting_baseline,1002156.2216973
8.797088699997403,collecting_baseline,1002156.2623113
8.832950599957258,collecting_baseline,1002156.2981732
8.885494699934497,collecting_baseline,1002156.3507173
8.920175399980508,collecting_baseline,1002156.385398
8.962755199987441,collecting_baseline,1002156.4279778
8.997716099955142,collecting_baseline,1002156.4629387
9.03876569995191,collecting_baseline,1002156.5039883
9.067340999958105,collecting_baseline,1002156.5325636
9.126514400006272,collecting_baseline,1002156.591737
9.155443099909462,collecting_baseline,1002156.6206657
9.202458699932322,collecting_baseline,1002156.6676813
9.23519309994299,collecting_baseline,1002156.7004157
9.277257599984296,collecting_baseline,1002156.7424802
9.308285899925977,collecting_baseline,1002156.7735085
9.366041600005701,collecting_baseline,1002156.8312642
9.399264400009997,collecting_baseline,1002156.864487
9.439628100022674,collecting_baseline,1002156.9048507
9.476747600012459,collecting_baseline,1002156.9419702
9.51623930002097,collecting_baseline,1002156.9814619
9.54760399996303,collecting_baseline,1002157.0128266
9.60636199999135,collecting_baseline,1002157.0715846
9.64050859992858,collecting_baseline,1002157.1057312
9.683912399923429,collecting_baseline,1002157.149135
9.719748399918899,collecting_baseline,1002157.184971
9.757828500005417,collecting_baseline,1002157.2230511
9.801270499941893,collecting_baseline,1002157.2664931
9.84660059993621,collecting_baseline,1002157.3118232
9.881903199944645,collecting_baseline,1002157.3471258
9.921843999996781,collecting_baseline,1002157.3870666
9.953930699964985,collecting_baseline,1002157.4191533
