Fz,FC3,FC5,F3,FC4,FCz,Cz,Time,t_rel,idx
13.741918533771495,-17.65005676154023,-44.14331258955628,48.38750373982102,-23.24786655993117,10.134433204303637,12.777380433131544,70.74,-1.9982817000616393,1
15.056005411969315,-23.119394953091703,-42.11692757716142,50.507268586379325,-29.43711524014817,13.101829994969172,16.008333777083497,70.744,-1.9942817000616344,1
17.204034099847615,-29.629308466514193,-40.80861064369382,52.845982451019594,-36.4923625066886,16.56293017068287,20.31733489534652,70.748,-1.9902817000616295,1
19.38660537428248,-34.44363509402579,-40.277546255639734,54.09002553570512,-41.4537334536091,19.255200764980987,23.44308312830602,70.752,-1.9862817000616388,1
20.598940656248846,-35.78599554102287,-40.02696192938367,53.670755026121746,-42.484744402852925,20.248070946309166,23.77993524457972,70.756,-1.982281700061634,1
20.291633064864037,-33.887983050584644,-39.62098707881852,52.16931821388967,-39.92543232756641,19.434583277181762,21.538867901034124,70.76,-1.978281700061629,1
18.694336056544135,-30.339170235431244,-39.18296044400181,50.6992460301004,-35.6270991629005,17.420926698893286,18.334721056795733,70.764,-1.9742817000616384,1
16.638112316824905,-26.683187510611813,-39.2590962455981,49.92366889643329,-31.473305689523805,15.07496813190204,15.778840100573477,70.768,-1.9702817000616335,1
15.065851662134063,-23.661239428567256,-40.18643985466816,49.649718527456535,-28.456230892081454,13.148264933813016,14.440075051913254,70.772,-1.9662817000616286,1
14.558812175955001,-21.50827199104489,-41.62650211673253,49.28936175623033,-26.776491239834222,12.11714077972029,13.945950635706026,70.776,-1.962281700061638,1
15.11172077224297,-20.498262741622295,-42.78062797801591,48.59735089334091,-26.3200127387961,12.10378963937585,13.786042153474575,70.78,-1.958281700061633,1
16.212053800508208,-20.83801102354634,-43.12739926103795,47.888778052237654,-26.732882674289712,12.77382107242942,13.823640033698714,70.784,-1.9542817000616282,1
17.149178869791637,-22.018033507868644,-42.98397150716503,47.562647913624346,-27.137715610645632,13.351877553862295,14.076016288401032,70.788,-1.9502817000616375,1
17.40714697256378,-22.599878438560904,-43.32230573691125,47.5180501500996,-26.216332028572808,12.964589265924397,14.248729815457173,70.792,-1.9462817000616326,1
16.952838631195178,-21.092221484131265,-44.94797986216816,47.15057814842006,-23.061566570564555,11.236935788520933,13.761415348727816,70.796,-1.9422817000616277,1
16.24831736488102,-17.34453884250276,-47.737507540233686,45.980108984064586,-18.214902305524948,8.709678471268518,12.35884386804727,70.8,-1.938281700061637,1
15.949846628014045,-13.108139584642883,-50.59253434706256,44.27096961843619,-13.802870693448405,6.64717915547993,10.635549223223702,70.804,-1.9342817000616321,1
16.47093479644534,-11.012091648038338,-52.15619467636738,42.97803037493044,-12.338187718450273,6.26497574843669,9.792533123043508,70.808,-1.9302817000616272,1
17.719265627021045,-12.67308483573304,-51.70818664129331,43.009513738569446,-14.999200527505797,7.931262139307314,10.720430499634338,70.812,-1.9262817000616366,1
19.21135950852826,-17.54027094259357,-49.550938653089545,44.47017604829676,-20.79439762019694,10.96883526183699,13.23523639721803,70.816,-1.9222817000616317,1
20.463902671637044,-23.44322154718148,-46.66769224265143,46.570975679534044,-27.308001724492183,14.19140307666907,16.192634086484933,70.82,-1.918281700061641,1
21.312698109571073,-28.25163060575614,-44.02815498580029,48.261081239336896,-32.34776242784435,16.686677931717607,18.3670907387752,70.824,-1.9142817000616361,1
21.872289332481447,-31.10536768646157,-42.12512128708324,48.989241303450825,-35.08995828453285,18.190325991175047,19.268590630970348,70.828,-1.9102817000616312,1
22.20152877898844,-32.2579890689397,-41.01618254688131,48.94913876739239,-35.916607062697835,18.83651330538026,19.20359782675776,70.832,-1.9062817000616405,1
22.057122949442277,-32.051550294948356,-40.65230470454969,48.70257007111049,-35.42834944635864,18.68372400434278,18.68878742096114,70.836,-1.9022817000616357,1
21.059159775701126,-30.3509494204101,-41.0663049898164,48.63307209266598,-33.79292961000217,17.586103604601437,17.93184854726013,70.84,-1.8982817000616308,1
19.167880034578797,-27.076447911972455,-42.235951422777156,48.73279974220365,-31.019715542478384,15.541416149141885,16.89001895130366,70.844,-1.89428170006164,1
16.984268424554305,-23.070808702056986,-43.85139350729016,48.79984359719537,-27.61298342040683,13.062296849805126,15.688776758199175,70.848,-1.8902817000616352,1
15.467773142508486,-20.01460750183251,-45.35640478488936,48.71822769364695,-24.6141265279388,11.028471158735332,14.770666819769927,70.852,-1.8862817000616303,1
15.20748708697391,-19.128174684422913,-46.32899191102106,48.51091073687295,-22.79171513874403,10.025157853689933,14.505326056651215,70.856,-1.8822817000616396,1
15.884902516809698,-19.908982030898127,-46.829075522845116,48.19981782897194,-21.845568674305095,9.803181423840952,14.695724458425767,70.86,-1.8782817000616348,1
16.48654228327511,-20.415799176059064,-47.273788997250925,47.73970236143317,-20.662198011921515,9.496898589305369,14.628642951217865,70.864,-1.8742817000616299,1
16.155303292710652,-19.12014261334711,-47.86480728114459,47.14942231586059,-18.565147955825353,8.502783811485147,13.742588430260673,70.868,-1.8702817000616392,1
14.920896506986638,-16.545794103649758,-48.154847024253854,46.64462723906531,-16.257563004068796,7.158968122052808,12.233712263867664,70.872,-1.8662817000616343,1
13.595235805644673,-14.823189242585268,-47.351958104837074,46.50044264202707,-15.216703195204591,6.428118631084874,10.868053463870305,70.876,-1.8622817000616294,1
12.896005691778429,-15.295692375356731,-45.2571634878108,46.68278912579333,-15.860205725499181,6.755291590075597,10.078975181019375,70.88,-1.8582817000616387,1
12.652835551122,-16.53113814657199,-42.93893282675338,46.64737544322188,-16.35593569532367,7.24010805588899,9.285687618416182,70.884,-1.8542817000616338,1
11.939375620826441,-15.091485250121096,-42.252135504771786,45.658344132950475,-13.708927927509386,6.160506285309631,7.294322643315739,70.888,-1.850281700061629,1
10.086812969276009,-8.83299628991155,-44.3149367167542,43.477998429880905,-6.618841361970211,2.624153830659902,3.5778091388191693,70.892,-1.8462817000616383,1
7.598626983994061,0.2692598795584939,-48.21034561485668,40.81033897683503,2.4685847584454885,-2.148018981304443,-0.7884460026719431,70.896,-1.8422817000616334,1
5.968477613586286,6.826853574248187,-51.27659308416581,38.981614968400315,8.446213087154353,-5.333202538688802,-3.613363620534518,70.9,-1.8382817000616285,1
6.4178143274930415,6.214018590127448,-51.066357503365154,39.00487946442768,7.3836472948816265,-4.681157660786576,-3.2728445127780557,70.904,-1.8342817000616378,1
8.679351772357128,-1.3128434013692174,-47.444987990279785,40.791339575449385,-0.03674701742148393,-0.547008840616016,-0.12910409811999,70.908,-1.830281700061633,1
11.035923611731006,-10.432698667488841,-42.925753507222446,43.21045605649869,-8.68850094256889,4.136692335593775,3.663881113456716,70.912,-1.826281700061628,1
11.707337326736946,-14.99669947048179,-40.74532003044215,44.96961558896297,-12.944325686757955,6.13133324688971,5.878059025092283,70.916,-1.8222817000616374,1
10.381801897702974,-13.07446685138804,-42.20504597280286,45.55684050038406,-11.12245229655977,4.523996635919736,5.939326086743908,70.92,-1.8182817000616325,1
8.480118011995849,-8.337364121119705,-45.56459199532102,45.45841049115263,-6.583808483466793,1.4085697259800856,5.138666370778993,70.924,-1.8142817000616276,1
7.879344792913937,-6.610882173756015,-47.472549384182614,45.55130811342803,-4.585766456953496,0.011019357151743061,5.22752575139843,70.928,-1.810281700061637,1
9.25533094427432,-10.825493623442565,-45.686279059974105,46.30863066310118,-7.796844642971092,1.9524038325414808,6.792251886470806,70.932,-1.806281700061632,1
11.55853828772346,-18.92352718146872,-40.72423798952276,47.54614734531887,-14.462460160582248,6.081820453545452,8.92371924498598,70.936,-1.8022817000616271,1
13.064784046569093,-26.338522749467426,-35.129900438285254,48.83827335824004,-20.60449448875477,9.800628901193212,10.369231370505123,70.94,-1.7982817000616365,1
12.970701581250328,-30.365885888448467,-31.20530069619154,50.07275073645176,-23.882047433046136,11.494336146628973,10.915445553355088,70.944,-1.7942817000616316,1
12.04091205043724,-32.21644964655697,-29.342750546085473,51.544143659738126,-25.41120029058589,11.776152985659856,11.60919178739314,70.948,-1.790281700061641,1
11.772096320961237,-35.08476303549881,-28.32388426400422,53.52523919912903,-28.062302806857296,12.521740552049849,13.651874034220217,70.952,-1.786281700061636,1
12.95142684226889,-40.48777913275041,-27.010706444518842,55.810424429532986,-33.19884735308855,14.814218453182598,17.121263205373346,70.956,-1.7822817000616311,1
14.98720730812662,-46.57894966714434,-25.632852271855246,57.73141836886955,-39.1281561212749,17.8418147882929,20.77951759498543,70.96,-1.7782817000616404,1
16.558540119279805,-49.9208019087108,-25.462894469253705,58.64035211926581,-42.625161867641935,19.71249078896854,23.0974752180923,70.964,-1.7742817000616355,1
16.857211633267127,-48.764118068968834,-27.34168089111736,58.39326724513359,-41.87269058704231,19.262752689621017,23.465257979106788,70.968,-1.7702817000616307,1
16.231118808623894,-44.66249089243883,-30.57343387766938,57.411740478476766,-38.02739856290221,17.113685009838722,22.50677903607105,70.972,-1.76628170006164,1
15.747003175808887,-41.18312161485514,-33.214830871142524,56.350699362920004,-34.23710426846477,15.135060935426177,21.40229328030739,70.976,-1.762281700061635,1
16.25555755529798,-41.30154367884203,-33.38987650811863,55.748243671466284,-33.39398061355417,15.036358984977596,21.04524058877299,70.98,-1.7582817000616302,1
17.882016381646178,-45.90980639802207,-30.416153003254028,55.93356444885289,-36.70971932816681,17.42205249723015,21.798045401713697,70.984,-1.7542817000616395,1
20.247136643862216,-54.20852153683224,-24.94457633044746,57.0974754835924,-43.846029895123785,21.87960357817793,23.774912056770923,70.988,-1.7502817000616346,1
22.923443945511377,-64.72252986208916,-18.359855464801786,59.24954756236676,-53.61707613360968,27.536794376862822,26.989675575759662,70.992,-1.7462817000616297,1
25.53090022226995,-75.52966938774156,-12.200923456662935,62.00885450104569,-64.1318084036897,33.293833517591956,31.028813007186596,70.996,-1.742281700061639,1
27.500672810035823,-83.92177585234352,-7.932838394558644,64.51948577209839,-72.59555285247862,37.715025945414666,34.71498257183191,71.0,-1.7382817000616342,1
28.076184313835988,-86.93497907409744,-6.727856217186,65.79431278711962,-75.97572909911884,39.274137936981454,36.49392935246519,71.004,-1.7342817000616293,1
26.880862725621885,-83.31925817968542,-8.895730538516728,65.377288733626,-72.93245679228889,37.31815383716431,35.57114021407884,71.008,-1.7302817000616386,1
24.596293271892225,-75.4237274404568,-13.277754834379527,63.78819743505356,-65.5837873664062,33.05211773845835,32.8486611958384,71.012,-1.7262817000616337,1
22.896487893016936,-68.67557562424173,-17.41092616191949,62.270735898979545,-59.01600008301615,29.33863442185375,30.596643655327146,71.016,-1.7222817000616288,1
23.359599317549193,-68.16447251756614,-18.81672544622653,61.93601043071461,-58.11919228974891,28.95919708225259,30.845583423025197,71.02,-1.7182817000616382,1
26.1451039205584,-74.76197686481683,-16.66827095296585,62.96233661520968,-63.95293028950341,32.519083292981335,33.75665427853668,71.024,-1.7142817000616333,1
29.66299375188812,-84.18656000998425,-12.47347613982011,64.51332888531584,-72.75096470625138,37.81389292100268,37.420785297849086,71.028,-1.7102817000616284,1
