Fz,FC3,FC5,F3,FC4,FCz,Cz,Time,t_rel,idx
-5.807506694567042,-8.25865138942964,-22.03162186139785,48.835921866291535,-3.6270728307574744,-1.9559722407878959,-7.155096849351607,55.084,-1.9989887000145359,0
-6.892989120469769,-3.0521238216003375,-22.78604287061848,46.271038091503414,1.6241418178449973,-4.120143847018235,-11.043880249641562,55.088,-1.994988700014538,0
-7.735388848843995,-1.4719898691082498,-23.06845215538041,46.08249576068249,3.0990003923318277,-5.045456824134919,-11.86020845554671,55.092,-1.9909887000145403,0
-8.166228849544641,-3.85989840795991,-22.49384918461087,48.10994023123771,0.745246713939839,-4.560334938814351,-9.774875564247758,55.096,-1.9869887000145425,0
-8.79037099569136,-6.731687915739345,-21.533604912633667,50.45248264605702,-1.7556489700152824,-4.099155659564158,-7.5420141924131725,55.1,-1.9829887000145376,0
-10.212139578888175,-6.48381870766534,-20.92051145912706,51.3257112817173,-0.9589206429747655,-5.053610576528576,-7.696710316533348,55.104,-1.9789887000145399,0
-12.25414858037218,-2.938015098072417,-20.92949653443659,50.64112532079377,2.8823744357148544,-7.265571682605186,-10.136267861022192,55.108,-1.974988700014542,0
-13.982796917880984,0.6417662887407011,-21.167443951794173,49.85139184398506,6.189771690434757,-9.13691049581431,-12.395778457671012,55.112,-1.9709887000145372,0
-14.526258031609606,0.881095402629468,-21.010048089668523,50.33702662254208,5.735158525635426,-9.199928782990845,-12.217045646537953,55.116,-1.9669887000145394,0
-13.873801648123706,-2.419263131414516,-20.236352377555104,51.99538445303347,1.8916344847795392,-7.5670264857437575,-9.79057529497591,55.12,-1.9629887000145416,0
-12.874688553667538,-6.223810546844379,-19.259048067245605,53.40437451223258,-1.7251397220189169,-5.839801883635828,-7.481885738820256,55.124,-1.9589887000145367,0
-12.454588478614115,-7.331401643186805,-18.739299778863717,53.322798763155575,-1.792064408917433,-5.590127234608303,-7.415317218965181,55.128,-1.954988700014539,0
-12.814607842979516,-5.471309889035971,-18.930004328642386,51.98349310189185,1.4989243712299278,-6.887414651662827,-9.379080760801054,55.132,-1.9509887000145412,0
-13.34302622592383,-3.4808710970760126,-19.32293672440978,50.895141344796194,4.589186234870311,-8.238424608432151,-11.099068923824651,55.136,-1.9469887000145363,0
-13.243124034375816,-4.574240455899724,-18.919122463223,51.373223001857475,3.811097303686025,-7.923387264446255,-10.524446087598633,55.14,-1.9429887000145385,0
-12.227509917116118,-9.424488303927388,-16.94800757746426,53.25354199438593,-1.3760780022694556,-5.453640732316703,-7.823817461291934,55.144,-1.9389887000145407,0
-10.669967044172866,-15.699390435401623,-13.522369076665068,55.02369846273212,-8.053723271157523,-1.8978543528437035,-5.180394282491338,55.148,-1.9349887000145358,0
-9.205875620129792,-20.183070194707156,-9.748622773214326,55.21792743381386,-12.435429212891304,1.0438985494221875,-4.688828182293433,55.152,-1.930988700014538,0
-8.260948053601844,-21.315378313376968,-7.159098521666683,53.742140526086146,-12.84157054262141,2.278048078756843,-6.443193173576027,55.156,-1.9269887000145403,0
-7.9091642277968015,-19.98112023780716,-6.773914059582862,51.92329906874686,-10.547790041695903,1.870084457994455,-8.581394959858521,55.16,-1.9229887000145425,0
-8.01813590506805,-18.291532470140194,-8.387819370654881,51.30209233393235,-8.210834176464832,0.6993091522115695,-9.093079563815934,55.164,-1.9189887000145376,0
-8.386320946434905,-17.806423717686066,-10.61891591229311,52.3028591527248,-7.6200497673205,-0.26853651362094555,-7.602612295369232,55.168,-1.9149887000145398,0
-8.751827513227255,-18.657850399224483,-11.80490764890577,53.926620721519846,-8.635520276020364,-0.5164552532906033,-5.560059630851335,55.172,-1.910988700014542,0
-8.84378539854365,-19.821438238945074,-11.204414568911949,54.63004313070614,-9.723089041890265,-0.14986416052848653,-4.887451721886664,55.176,-1.9069887000145371,0
-8.619126615519317,-19.862052029098848,-9.608781034835374,53.55202739623886,-9.185244683394249,0.1831301134566716,-6.459953146847676,55.18,-1.9029887000145393,0
-8.489132342130155,-17.61064865596772,-8.780806842128182,51.08534169651967,-6.104504007712824,-0.41769955414690646,-9.682550294433826,55.184,-1.8989887000145416,0
-9.15706150760556,-12.76667864957097,-10.019653637500648,48.463396035910165,-0.7290854562353798,-2.5658102975286523,-13.225106487468933,55.188,-1.8949887000145367,0
-11.007330875228675,-6.418183285487757,-12.948969094312703,46.838556239132394,5.534402346663907,-5.988061465396709,-16.01041386537044,55.192,-1.890988700014539,0
