LSL Time,Raw,Theta Bandpass,Power,Moving Average,Z-score,Hold,Trigger Channel,offline z-score,median,mad,LIFU,t_rel,idx
1002277.2852129,36958.76953125,-1.1398468017578125,1.299250602722168,2.421672821044922,0.0243236422538757,0.0271690487861633,-0.1367226094007492,0.0271690487861633,0.12616083770990372,0.0271690487861633,0.0,-1.9995716999983415,0
1002277.3000188,36780.14453125,-1.1134355068206787,1.2397384643554688,2.3807506561279297,0.0145336389541625,0.0271690487861633,-0.3151513040065765,0.0271690487861633,0.12616083770990372,0.0271690487861633,0.0,-1.984765800065361,0
1002277.3040021,37269.90625,-1.0570714473724363,1.1173999309539795,2.3202483654022217,5.942583084106445e-05,0.0271690487861633,-0.4408677518367767,0.0271690487861633,0.12616083770990372,0.0271690487861633,0.0,-1.9807825000025332,0
1002277.3065528,37514.59375,-0.9732772707939148,0.9472686648368835,2.2405121326446533,-0.0190162062644958,0.0271690487861633,-0.4491224288940429,0.0271690487861633,0.12616083770990372,0.0271690487861633,0.0,-1.9782318000216037,0
1002277.3080192,37067.89453125,-0.8652700185775757,0.7486922144889832,2.143462419509888,-0.0422338843345642,-0.0976046696305275,-0.3534297049045563,-0.0976046696305275,0.12616083770990372,0.4494175852665901,0.0,-1.9767654000315815,0
1002277.3092241,36729.45703125,-0.7368555068969727,0.5429560542106628,2.0324547290802,-0.0687907338142395,-0.0976046696305275,-0.1966453492641449,-0.0976046696305275,0.12616083770990372,-0.0976046696305275,0.0,-1.9755605000536889,0
1002277.3103245,37178.35546875,-0.5922979116439819,0.3508168160915375,1.9120124578475952,-0.0976046696305275,-0.0976046696305275,-0.0101770907640457,-0.0976046696305275,0.12616083770990372,-0.0976046696305275,0.0,-1.9744601000566036,0
1002277.3106794,37547.46875,-0.4361763000488281,0.1902497708797454,1.787451148033142,-0.127404049038887,-0.0976046696305275,0.1561519354581833,-0.0976046696305275,0.12616083770990372,-0.0976046696305275,0.0,-1.9741052000317723,0
1002277.3151461,37189.58203125,-0.2732428014278412,0.0746616348624229,1.6644287109375,-0.1568352431058883,-0.0976046696305275,0.2474311292171478,-0.0976046696305275,0.12616083770990372,-0.0976046696305275,0.0,-1.9696385000133887,0
1002277.3273026,36721.73828125,-0.1082914695143699,0.0117270424962043,1.5484635829925537,-0.1845781058073043,-0.0976046696305275,0.2452215701341629,-0.0976046696305275,0.12616083770990372,-0.0976046696305275,0.0,-1.957481999997981,0
1002277.3291121,37100.08203125,0.053973127156496,0.0029130983166396,1.4444650411605835,-0.2094581127166748,-0.0976046696305275,0.1549164801836013,-0.0976046696305275,0.12616083770990372,-0.0976046696305275,0.0,-1.9556725000729784,0
1002277.330446,37553.88671875,0.2090833634138107,0.0437158532440662,1.3563213348388672,-0.2305451333522796,-0.0976046696305275,-0.0127336727455258,-0.0976046696305275,0.12616083770990372,-0.0976046696305275,0.0,-1.9543386000441387,0
1002277.3411574,37286.05078125,0.3529675900936126,0.1245861276984214,1.286587476730347,-0.2472278773784637,-0.0976046696305275,-0.2146122008562088,-0.0976046696305275,0.12616083770990372,-0.0976046696305275,0.0,-1.9436271999729797,0
1002277.3484181,36731.3125,0.4820948541164398,0.2324154376983642,1.2362964153289795,-0.2592592239379883,-0.0976046696305275,-0.3727615773677826,-0.0976046696305275,0.12616083770990372,-0.0976046696305275,0.0,-1.9363664999837056,0
1002277.3509433,37008.5234375,0.5935800671577454,0.3523373007774353,1.204913854598999,-0.2667669653892517,-0.0976046696305275,-0.4304749965667724,-0.0976046696305275,0.12616083770990372,-0.0976046696305275,0.0,-1.933841299964115,0
1002277.3533591,37514.98046875,0.6852321624755859,0.4695431292057037,1.1904350519180298,-0.2702308595180511,-0.0976046696305275,-0.3985036313533783,-0.0976046696305275,0.12616083770990372,-0.0976046696305275,0.0,-1.931425500079058,0
1002277.3577882,37349.91796875,0.7555343508720398,0.5708321332931519,1.1896032094955444,-0.2704298496246338,-0.2704298496246338,-0.3435007035732269,-0.2704298496246338,0.12616083770990372,0.4494175852665901,0.0,-1.9269963999977335,0
1002277.35868,36787.80078125,0.8035567998886108,0.6457036137580872,1.198230504989624,-0.2683658599853515,-0.2704298496246338,-0.3260435461997986,-0.2704298496246338,0.12616083770990372,-0.2704298496246338,0.0,-1.9261046000756323,0
1002277.3603032,36930.63671875,0.8288313746452332,0.6869614720344543,1.211576223373413,-0.2651731371879577,-0.2704298496246338,-0.3493730127811432,-0.2704298496246338,0.12616083770990372,-0.2704298496246338,0.0,-1.9244814000558108,0
1002277.3613502,37450.8125,0.8312223553657532,0.6909306645393372,1.224753975868225,-0.2620205283164978,-0.2704298496246338,-0.3757587373256683,-0.2704298496246338,0.12616083770990372,-0.2704298496246338,0.0,-1.9234343999996781,0
1002277.368134,37417.2734375,0.8108274340629578,0.6574411392211914,1.233129858970642,-0.2600167691707611,-0.2704298496246338,-0.3687086105346679,-0.2704298496246338,0.12616083770990372,-0.2704298496246338,0.0,-1.916650600032881,0
1002277.3723132,36870.48828125,0.7679302096366882,0.5897167921066284,1.2326902151107788,-0.2601219713687897,-0.2704298496246338,-0.3031539022922516,-0.2704298496246338,0.12616083770990372,-0.2704298496246338,0.0,-1.912471399991773,0
1002277.3729497,36854.8671875,0.7030091285705566,0.4942218363285064,1.220349669456482,-0.2630742490291595,-0.2704298496246338,-0.1774627715349197,-0.2704298496246338,0.12616083770990372,-0.2704298496246338,0.0,-1.9118349000345916,0
1002277.3777093,37369.73046875,0.6167831420898438,0.3804214000701904,1.1941827535629272,-0.2693342566490173,-0.2704298496246338,-0.0319517441093921,-0.2704298496246338,0.12616083770990372,-0.2704298496246338,0.0,-1.907075299997814,0
1002277.3889844,37471.48828125,0.5102660059928894,0.2603713870048523,1.153561234474182,-0.2790523469448089,-0.2704298496246338,0.0910318493843078,-0.2704298496246338,0.12616083770990372,-0.2704298496246338,0.0,-1.8958002000581473,0
