Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07,t_rel,idx
86.228,-41463.85546875,199999.96875,199999.96875,169076.546875,58278.01953125,199999.96875,199999.96875,-1.9971676000305507,1
86.232,-41156.4375,199999.96875,199999.96875,169697.328125,58654.19921875,199999.96875,199999.96875,-1.9931676000305458,1
86.236,-40931.63671875,199999.96875,199999.96875,169349.875,58243.3046875,199999.96875,199999.96875,-1.989167600030541,1
86.24,-41212.5625,199999.96875,199999.96875,168661.203125,57790.1171875,199999.96875,199999.96875,-1.9851676000305503,1
86.244,-41426.54296875,199999.96875,199999.96875,168930.921875,58168.3671875,199999.96875,199999.96875,-1.9811676000305454,1
86.248,-41166.7109375,199999.96875,199999.96875,169661.0,58675.84375,199999.96875,199999.96875,-1.9771676000305405,1
86.252,-40898.6796875,199999.96875,199999.96875,169491.34375,58359.98828125,199999.96875,199999.96875,-1.9731676000305498,1
86.256,-41115.29296875,199999.96875,199999.96875,168699.796875,57806.8984375,199999.96875,199999.96875,-1.969167600030545,1
86.26,-41369.11328125,199999.96875,199999.96875,168811.078125,58071.48046875,199999.96875,199999.96875,-1.96516760003054,1
86.264,-41186.9296875,199999.96875,199999.96875,169599.953125,58668.875,199999.96875,199999.96875,-1.9611676000305494,1
86.268,-40890.51171875,199999.96875,199999.96875,169595.375,58464.67578125,199999.96875,199999.96875,-1.9571676000305445,1
86.272,-41013.67578125,199999.96875,199999.96875,168774.25,57859.51953125,199999.96875,199999.96875,-1.9531676000305396,1
86.276,-41297.73046875,199999.96875,199999.96875,168720.421875,57993.23046875,199999.96875,199999.96875,-1.949167600030549,1
86.28,-41205.4296875,199999.96875,199999.96875,169507.875,58628.9921875,199999.96875,199999.96875,-1.945167600030544,1
86.284,-40890.29296875,199999.96875,199999.96875,169660.5,58550.40625,199999.96875,199999.96875,-1.9411676000305391,1
86.288,-40906.3125,199999.96875,199999.96875,168878.59375,57943.75,199999.96875,199999.96875,-1.9371676000305484,1
86.292,-41215.61328125,199999.96875,199999.96875,168656.078125,57931.375,199999.96875,199999.96875,-1.9331676000305436,1
86.296,-41224.48828125,199999.96875,199999.96875,169382.703125,58556.39453125,199999.96875,199999.96875,-1.9291676000305387,1
86.3,-40903.0,199999.96875,199999.96875,169691.546875,58613.8046875,199999.96875,199999.96875,-1.925167600030548,1
86.304,-40808.61328125,199999.96875,199999.96875,169011.328125,58052.42578125,199999.96875,199999.96875,-1.921167600030543,1
86.308,-41122.1484375,199999.96875,199999.96875,168649.0,57897.23828125,199999.96875,199999.96875,-1.9171676000305382,1
86.312,-41231.70703125,199999.96875,199999.96875,169225.0,58454.11328125,199999.96875,199999.96875,-1.9131676000305475,1
86.316,-40903.7109375,199999.96875,199999.96875,169704.5,58671.26953125,199999.96875,199999.96875,-1.9091676000305426,1
86.32,-40732.38671875,199999.96875,199999.96875,169180.125,58181.4296875,199999.96875,199999.96875,-1.905167600030552,1
86.324,-41032.03125,199999.96875,199999.96875,168660.875,57878.1171875,199999.96875,199999.96875,-1.901167600030547,1
86.328,-41212.63671875,199999.96875,199999.96875,169075.546875,58345.39453125,199999.96875,199999.96875,-1.8971676000305422,1
86.332,-40901.33203125,199999.96875,199999.96875,169697.421875,58720.35546875,199999.96875,199999.96875,-1.8931676000305515,1
86.336,-40672.04296875,199999.96875,199999.96875,169345.703125,58305.9609375,199999.96875,199999.96875,-1.8891676000305466,1
86.34,-40939.6171875,199999.96875,199999.96875,168669.125,57863.6171875,199999.96875,199999.96875,-1.8851676000305417,1
86.344,-41173.10546875,199999.96875,199999.96875,168931.0,58234.625,199999.96875,199999.96875,-1.881167600030551,1
86.348,-40905.3359375,199999.96875,199999.96875,169665.828125,58741.88671875,199999.96875,199999.96875,-1.8771676000305462,1
86.352,-40635.11328125,199999.96875,199999.96875,169488.328125,58423.0234375,199999.96875,199999.96875,-1.8731676000305413,1
86.356,-40843.0625,199999.96875,199999.96875,168706.625,57881.09375,199999.96875,199999.96875,-1.8691676000305506,1
86.36,-41114.98046875,199999.96875,199999.96875,168808.59375,58133.51171875,199999.96875,199999.96875,-1.8651676000305457,1
86.364,-40920.1171875,199999.96875,199999.96875,169607.171875,58735.11328125,199999.96875,199999.96875,-1.8611676000305408,1
86.368,-40618.94921875,199999.96875,199999.96875,169604.953125,58531.98046875,199999.96875,199999.96875,-1.8571676000305501,1
86.372,-40743.57421875,199999.96875,199999.96875,168783.5,57929.6875,199999.96875,199999.96875,-1.8531676000305453,1
86.376,-41041.04296875,199999.96875,199999.96875,168730.75,58055.90625,199999.96875,199999.96875,-1.8491676000305404,1
86.38,-40937.05078125,199999.96875,199999.96875,169526.84375,58699.8984375,199999.96875,199999.96875,-1.8451676000305497,1
86.384,-40614.20703125,199999.96875,199999.96875,169674.453125,58619.05078125,199999.96875,199999.96875,-1.8411676000305448,1
86.388,-40641.6875,199999.96875,199999.96875,168888.25,58006.40625,199999.96875,199999.96875,-1.83716760003054,1
86.392,-40950.0625,199999.96875,199999.96875,168673.078125,57999.0625,199999.96875,199999.96875,-1.8331676000305492,1
86.396,-40952.78125,199999.96875,199999.96875,169407.0,58627.82421875,199999.96875,199999.96875,-1.8291676000305443,1
