LSL Time,Raw,Theta Bandpass,Power,Moving Average,Z-score,Hold,Trigger Channel,offline z-score,median,mad,LIFU,t_rel,idx
898881.9065702,16793.32421875,0.4519626200199127,0.2042702138423919,0.8494482040405273,-0.351806640625,-0.4155664443969726,-0.1086122393608093,-0.4155664443969726,2.258928656578064,-0.4155664443969726,0.0,-1.9999422000255436,1
898881.9127474,16578.65234375,0.4981796741485595,0.2481829822063446,0.8501370549201965,-0.351641833782196,-0.4155664443969726,-0.5599445104598999,-0.4155664443969726,2.258928656578064,-0.4155664443969726,0.0,-1.9937650000210851,1
898881.9140841,16717.79296875,0.5331429243087769,0.2842413783073425,0.8439900279045105,-0.3531123995780945,-0.4155664443969726,-0.9561125636100768,-0.4155664443969726,2.258928656578064,-0.4155664443969726,0.0,-1.9924282999709249,1
898881.9267736,16951.77734375,0.5551009178161621,0.3081370294094085,0.8281386494636536,-0.3569046556949615,-0.4155664443969726,-1.1021114587783811,-0.4155664443969726,2.258928656578064,-0.4155664443969726,0.0,-1.9797387999715284,1
898881.9299355,16829.947265625,0.5629490613937378,0.3169116377830505,0.8008340001106262,-0.3634368479251861,-0.4155664443969726,-1.137817144393921,-0.4155664443969726,2.258928656578064,-0.4155664443969726,0.0,-1.9765768999932334,1
898881.9311023,16590.978515625,0.5562650561332703,0.3094307780265808,0.7615289688110352,-0.3728399276733398,-0.4155664443969726,-0.9907459020614624,-0.4155664443969726,2.258928656578064,-0.4155664443969726,0.0,-1.9754101000726223,1
898881.932104,16646.38671875,0.5353134870529175,0.2865605354309082,0.7108528017997742,-0.3849634528160095,-0.4155664443969726,-0.6734271049499512,-0.4155664443969726,2.258928656578064,-0.4155664443969726,0.0,-1.9744084000121802,1
898881.9342554,16916.5625,0.5010228157043457,0.2510238587856293,0.6504831314086914,-0.3994059562683105,-0.4155664443969726,-0.4630730152130127,-0.4155664443969726,2.258928656578064,-0.4155664443969726,0.0,-1.9722570000449196,1
898881.9370208,16867.400390625,0.4549369812011719,0.2069676667451858,0.5829322934150696,-0.4155664443969726,-0.4155664443969726,-0.3528498709201813,-0.4155664443969726,2.258928656578064,-0.4155664443969726,0.0,-1.9694916000589728,1
898881.9422876,16608.046875,0.3991372585296631,0.1593105494976043,0.5112640261650085,-0.4327119886875152,-0.4155664443969726,-0.108400747179985,-0.4155664443969726,2.258928656578064,-0.4155664443969726,0.0,-1.9642248000018299,1
898881.9471364,16590.76171875,0.3361338973045349,0.1129860058426857,0.4387732446193695,-0.450054258108139,-0.4155664443969726,0.1415025889873504,-0.4155664443969726,2.258928656578064,-0.4155664443969726,0.0,-1.9593759999843314,1
898881.9504417,16879.51171875,0.2687337398529053,0.0722178220748901,0.3686601519584656,-0.4668277204036712,-0.5329259634017944,0.1995879411697387,-0.5329259634017944,2.253826379776001,2.006336698068142,0.0,-1.956070699961856,1
898881.9554084,16886.021484375,0.199899286031723,0.0399597212672233,0.3037358820438385,-0.4823598265647888,-0.5329259634017944,0.3130489885807037,-0.5329259634017944,2.253826379776001,-0.5329259634017944,0.0,-1.9511039999779314,1
898881.9587857,16617.37109375,0.13261079788208,0.0175856258720159,0.2461928576231002,-0.4961260855197906,-0.5329259634017944,0.6280396580696106,-0.5329259634017944,2.253826379776001,-0.5329259634017944,0.0,-1.947726699989289,1
898881.9657634,16535.80859375,0.0697324872016906,0.0048626200295984,0.1974617689847946,-0.5077842473983765,-0.5329259634017944,0.7712482213973999,-0.5329259634017944,2.253826379776001,-0.5329259634017944,0.0,-1.9407490000594407,1
898881.9670339,16818.646484375,0.0138776404783129,0.0001925888936966,0.1581637114286422,-0.5171856880187988,-0.5329259634017944,0.5474368929862976,-0.5329259634017944,2.253826379776001,-0.5329259634017944,0.0,-1.9394785000476986,1
898881.972118,16888.240234375,-0.0327326282858848,0.0010714249219745,0.1281540393829345,-0.5243651270866394,-0.5329259634017944,0.2677440047264099,-0.5329259634017944,2.253826379776001,-0.5329259634017944,0.0,-1.9343943999847397,1
898881.9783412,16635.25,-0.0684142559766769,0.004680510610342,0.1066427081823349,-0.5295112729072571,-0.5329259634017944,0.1206989139318466,-0.5329259634017944,2.253826379776001,-0.5329259634017944,0.0,-1.9281711999792606,1
898881.9894347,16498.828125,-0.0921534523367881,0.0084922583773732,0.0923690423369407,-0.5329259634017944,-0.5329259634017944,0.0013730855425819,-0.5329259634017944,2.253826379776001,-0.5329259634017944,0.0,-1.917077700025402,1
898881.9925833,16753.865234375,-0.1037043109536171,0.0107545834034681,0.0838040709495544,-0.5349750518798828,-0.5329259634017944,-0.0947296619415283,-0.5329259634017944,2.253826379776001,-0.5329259634017944,0.0,-1.9139291000319645,1
898882.0060742,16882.349609375,-0.1036305874586105,0.0107392994686961,0.0793530121445655,-0.5360400080680847,-0.5376908183097839,-0.1435023993253708,-0.5376908183097839,2.225841522216797,1.993191824985504,0.0,-1.9004381999839097,1
898882.0084938,16657.927734375,-0.0932832360267639,0.0087017621845006,0.0775317922234535,-0.536475658416748,-0.5376908183097839,-0.255079984664917,-0.5376908183097839,2.225841522216797,-0.5376908183097839,0.0,-1.8980186000699177,1
898882.0108063,16476.181640625,-0.0747147798538208,0.0055822981521487,0.0770982503890991,-0.536579430103302,-0.5376908183097839,-0.3828940391540527,-0.5376908183097839,2.225841522216797,-0.5376908183097839,0.0,-1.8957061000401154,1
