Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07,t_rel,idx
98.62,52618.3125,21930.958984375,-1967.048828125,24880.103515625,20296.765625,52670.17578125,41263.25,-1.9995253999903753,1
98.624,53871.70703125,22414.662109375,-1689.791748046875,25820.068359375,20308.6875,53000.8125,41818.86328125,-1.9955253999903846,1
98.628,51680.73828125,21124.509765625,-2673.578125,23302.869140625,19575.046875,52162.76953125,38345.08203125,-1.9915253999903797,1
98.632,49976.94921875,20398.30859375,-3167.891845703125,21940.447265625,19392.73046875,51585.7734375,37491.0625,-1.9875253999903748,1
98.636,52133.73046875,21678.85546875,-2155.018310546875,24392.55859375,20176.365234375,52493.29296875,40703.73046875,-1.9835253999903841,1
98.64,53965.2109375,22510.33984375,-1598.8828125,25990.46484375,20409.703125,53071.16796875,42135.86328125,-1.9795253999903792,1
98.644,52155.6171875,21382.693359375,-2483.463623046875,23805.978515625,19695.80859375,52334.09375,38959.0546875,-1.9755253999903744,1
98.648,49954.23046875,20337.390625,-3225.73193359375,21847.05859375,19314.505859375,51549.6484375,37231.8046875,-1.9715253999903837,1
98.652,51657.75,21412.32421875,-2350.068359375,23893.572265625,20044.99609375,52311.94921875,40087.01171875,-1.9675253999903788,1
98.656,53933.1484375,22537.068359375,-1560.9505615234375,26032.212890625,20476.630859375,53088.8359375,42302.25,-1.963525399990374,1
98.66,52615.19921875,21643.640625,-2295.947265625,24300.125,19827.416015625,52500.11328125,39611.60546875,-1.9595253999903832,1
98.664,50068.48046875,20349.744140625,-3233.647705078125,21874.546875,19272.04296875,51566.7734375,37102.51171875,-1.9555253999903783,1
98.668,51210.1171875,21165.27734375,-2538.156982421875,23402.384765625,19916.322265625,52142.19921875,39462.28125,-1.9515253999903734,1
98.672,53748.32421875,22475.578125,-1587.3671875,25914.93359375,20495.296875,53046.51953125,42281.91796875,-1.9475253999903828,1
98.676,53015.3984375,21872.85546875,-2124.381591796875,24761.46484375,19950.60546875,52641.96875,40251.73828125,-1.9435253999903779,1
98.68,50350.5,20460.91796875,-3154.063720703125,22089.984375,19293.35546875,51664.23828125,37195.01953125,-1.939525399990373,1
98.684,50806.88671875,20930.43359375,-2716.207763671875,22950.462890625,19785.62109375,51984.3359375,38875.30078125,-1.9355253999903823,1
98.688,53422.05078125,22324.77734375,-1691.7230224609375,25640.296875,20452.740234375,52938.91796875,42058.94921875,-1.9315253999903774,1
98.692,53365.16796875,22076.55859375,-1966.524169921875,25181.29296875,20072.509765625,52772.79296875,40850.59375,-1.9275253999903867,1
98.696,50741.1484375,20635.416015625,-3030.53857421875,22420.791015625,19354.728515625,51804.85546875,37443.57421875,-1.9235253999903819,1
98.7,50451.7109375,20716.384765625,-2887.106201171875,22544.052734375,19654.87109375,51832.6796875,38336.9921875,-1.919525399990377,1
98.704,53033.8046875,22133.18359375,-1826.21484375,25286.84375,20382.646484375,52807.64453125,41705.63671875,-1.9155253999903863,1
98.708,53660.20703125,22259.212890625,-1820.9459228515625,25542.025390625,20196.55859375,52894.90625,41382.19921875,-1.9115253999903814,1
98.712,51192.88671875,20860.912109375,-2865.481689453125,22836.828125,19451.76171875,51971.60546875,37836.79296875,-1.9075253999903765,1
98.716,50158.0,20533.15625,-3038.12060546875,22194.43359375,19522.287109375,51695.54296875,37865.64453125,-1.9035253999903858,1
98.72,52578.90625,21901.490234375,-1988.36328125,24850.609375,20285.41796875,52649.4296875,41228.6796875,-1.899525399990381,1
98.724,53861.95703125,22404.505859375,-1692.7958984375,25824.453125,20314.265625,52997.6171875,41826.41796875,-1.895525399990376,1
98.728,51693.11328125,21120.287109375,-2669.120361328125,23320.869140625,19581.390625,52165.91796875,38358.5,-1.8915253999903854,1
98.732,49965.07421875,20377.662109375,-3178.28662109375,21933.056640625,19391.896484375,51577.55078125,37470.39453125,-1.8875253999903805,1
98.736,52092.2421875,21643.54296875,-2177.381591796875,24360.634765625,20165.947265625,52467.35546875,40661.95703125,-1.8835253999903756,1
98.74,53949.76953125,22493.29296875,-1605.2962646484375,25987.03125,20412.708984375,53061.41796875,42128.92578125,-1.879525399990385,1
98.744,52171.1875,21380.234375,-2478.432861328125,23823.287109375,19708.41796875,52334.48046875,38977.0546875,-1.87552539999038,1
98.748,49943.64453125,20321.15625,-3235.650390625,21836.28125,19310.80859375,51539.59375,37212.61328125,-1.8715253999903751,1
98.752,51622.41796875,21382.693359375,-2370.810546875,23864.869140625,20038.55859375,52292.5625,40046.38671875,-1.8675253999903845,1
98.756,53912.66796875,22515.05859375,-1570.7972412109375,26024.10546875,20477.65234375,53078.30078125,42291.76953125,-1.8635253999903796,1
98.76,52629.5234375,21642.353515625,-2286.86328125,24323.10546875,19843.677734375,52505.23828125,39636.11328125,-1.8595253999903747,1
98.764,50057.73046875,20327.259765625,-3248.40576171875,21872.80859375,19262.912109375,51556.4921875,37089.70703125,-1.855525399990384,1
98.768,51185.01953125,21137.884765625,-2554.274169921875,23381.521484375,19908.76171875,52132.01953125,39429.3046875,-1.8515253999903791,1
98.772,53721.7421875,22452.30859375,-1604.8909912109375,25896.12109375,20493.177734375,53035.14453125,42262.84375,-1.8475253999903742,1
98.776,53024.6484375,21867.41796875,-2124.500732421875,24778.296875,19959.880859375,52643.63671875,40269.83203125,-1.8435253999903836,1
98.78,50347.73828125,20444.87109375,-3164.83984375,22094.037109375,19288.994140625,51658.0625,37188.58203125,-1.8395253999903787,1
98.784,50780.3671875,20906.521484375,-2732.324951171875,22931.697265625,19779.68359375,51972.25,38846.9921875,-1.8355253999903738,1
98.788,53397.8984375,22304.46484375,-1701.021240234375,25627.828125,20451.40234375,52931.26953125,42043.26171875,-1.831525399990383,1
98.792,53370.76953125,22075.630859375,-1962.494873046875,25193.8125,20080.806640625,52774.86328125,40871.2421875,-1.8275253999903782,1
98.796,50740.26953125,20624.90234375,-3032.302734375,22426.703125,19353.796875,51798.51953125,37449.86328125,-1.8235253999903733,1
98.8,50428.65625,20696.880859375,-2896.28515625,22524.62109375,19648.603515625,51820.42578125,38317.6796875,-1.8195253999903827,1
98.804,53015.8046875,22120.740234375,-1828.8853759765625,25273.15625,20388.630859375,52803.16796875,41695.86328125,-1.8155253999903778,1
98.808,53660.44921875,22257.115234375,-1815.9390869140625,25550.9375,20204.40234375,52896.57421875,41402.30078125,-1.8115253999903729,1
98.812,51207.5234375,20857.646484375,-2861.953125,22850.0625,19459.416015625,51975.6796875,37853.40625,-1.8075253999903822,1
98.816,50147.48828125,20516.5625,-3049.850830078125,22177.197265625,19517.447265625,51687.7421875,37844.5625,-1.8035253999903773,1
98.82,52562.8125,21890.09375,-1994.34765625,24834.087890625,20287.32421875,52643.42578125,41208.41796875,-1.7995253999903866,1
98.824,53860.38671875,22399.572265625,-1694.393310546875,25826.62109375,20315.197265625,52990.7734375,41833.9296875,-1.7955253999903817,1
98.828,51710.11328125,21125.19921875,-2661.44287109375,23343.13671875,19587.421875,52170.9921875,38380.7421875,-1.7915253999903769,1
98.832,49961.33203125,20372.05859375,-3178.310546875,21929.671875,19390.537109375,51574.44921875,37459.875,-1.7875253999903862,1
98.836,52081.42578125,21635.462890625,-2180.07568359375,24348.30859375,20169.021484375,52467.63671875,40647.53125,-1.7835253999903813,1
98.84,53950.7421875,22492.650390625,-1604.0804443359375,25988.4375,20413.04296875,53060.73046875,42139.60546875,-1.7795253999903764,1
98.844,52197.76953125,21392.25,-2470.875,23842.505859375,19713.40234375,52343.0625,39011.625,-1.7755253999903857,1
98.848,49952.7734375,20320.943359375,-3233.719482421875,21829.369140625,19309.572265625,51541.57421875,37210.9921875,-1.7715253999903808,1
98.852,51609.375,21375.634765625,-2371.430908203125,23837.640625,20033.146484375,52290.30078125,40032.125,-1.767525399990376,1
98.856,53895.86328125,22507.359375,-1578.044921875,26007.869140625,20468.666015625,53069.0,42296.0546875,-1.7635253999903853,1
98.86,52649.76953125,21651.603515625,-2280.02099609375,24339.65234375,19846.130859375,52510.67578125,39668.92578125,-1.7595253999903804,1
98.864,50074.625,20335.416015625,-3236.055908203125,21881.322265625,19269.515625,51564.3125,37100.7421875,-1.7555253999903755,1
98.868,51164.73046875,21127.728515625,-2558.780029296875,23359.41796875,19903.115234375,52121.05078125,39409.1875,-1.7515253999903848,1
98.872,53705.58203125,22441.224609375,-1606.822021484375,25884.322265625,20488.837890625,53026.70703125,42258.45703125,-1.74752539999038,1
98.876,53040.51171875,21877.912109375,-2110.910888671875,24792.458984375,19964.958984375,52647.23828125,40299.1796875,-1.743525399990375,1
98.88,50375.9375,20460.703125,-3145.408935546875,22105.458984375,19299.29296875,51668.1484375,37209.15625,-1.7395253999903844,1
98.884,50763.23046875,20894.099609375,-2737.856201171875,22901.87109375,19768.478515625,51961.2109375,38825.44921875,-1.7355253999903795,1
98.888,53388.98046875,22297.837890625,-1700.1868896484375,25605.82421875,20450.259765625,52927.44921875,42037.20703125,-1.7315253999903746,1
98.892,53387.0,22079.615234375,-1953.387451171875,25198.15234375,20083.5,52778.4375,40895.20703125,-1.727525399990384,1
98.896,50765.78125,20635.083984375,-3018.21240234375,22439.365234375,19362.787109375,51811.84375,37469.67578125,-1.723525399990379,1
98.9,50409.75,20679.1875,-2906.060546875,22497.703125,19633.984375,51811.48828125,38293.91796875,-1.7195253999903741,1
98.904,52997.875,22106.671875,-1831.1741943359373,25250.318359375,20381.525390625,52800.375,41678.48046875,-1.7155253999903834,1
98.908,53672.39453125,22259.40234375,-1807.212890625,25557.375,20204.712890625,52901.51171875,41418.98828125,-1.7115253999903786,1
98.912,51231.98828125,20864.91796875,-2844.4765625,22866.296875,19461.37109375,51987.01171875,37877.54296875,-1.7075253999903737,1
98.916,50129.5859375,20496.396484375,-3056.001953125,22154.0,19500.900390625,51674.23046875,37822.48828125,-1.703525399990383,1
98.92,52546.2421875,21870.353515625,-2000.33203125,24805.953125,20276.693359375,52635.5546875,41186.05078125,-1.699525399990378,1
98.924,53876.59375,22399.712890625,-1679.4443359375,25831.224609375,20320.681640625,53001.0234375,41854.9296875,-1.6955253999903732,1
98.928,51729.65625,21124.69921875,-2648.54443359375,23350.337890625,19585.515625,52174.45703125,38402.25,-1.6915253999903825,1
98.932,49953.20703125,20354.537109375,-3181.95849609375,21908.90234375,19376.96875,51570.46875,37447.69921875,-1.6875253999903777,1
98.936,52061.73046875,21616.4375,-2180.552734375,24316.40625,20160.03125,52460.67578125,40624.2109375,-1.6835253999903728,1
98.94,53951.3125,22485.353515625,-1596.1409912109375,25984.384765625,20416.572265625,53061.8671875,42148.42578125,-1.679525399990382,1
98.944,52205.23828125,21385.337890625,-2466.798095703125,23850.109375,19711.474609375,52343.23046875,39027.5234375,-1.6755253999903772,1
98.948,49956.04296875,20307.99609375,-3227.878173828125,21830.130859375,19309.44921875,51546.45703125,37206.625,-1.6715253999903865,1
98.952,51588.0859375,21350.93359375,-2379.131591796875,23814.181640625,20024.849609375,52279.6171875,40004.4921875,-1.6675253999903816,1
98.956,53901.53125,22498.25,-1567.0062255859375,26006.60546875,20476.60546875,53076.60546875,42298.39453125,-1.6635253999903767,1
98.96,52657.8671875,21643.380859375,-2275.586669921875,24344.875,19841.265625,52510.3359375,39685.30078125,-1.659525399990386,1
98.964,50091.8671875,20331.505859375,-3227.758544921875,21886.255859375,19267.537109375,51570.5625,37103.25,-1.6555253999903812,1
98.968,51153.3984375,21106.88671875,-2562.594970703125,23338.60546875,19898.25,52116.1796875,39391.96875,-1.6515253999903763,1
98.972,53699.1875,22429.515625,-1605.9638671875,25870.181640625,20487.931640625,53026.9921875,42259.2421875,-1.6475253999903856,1
98.976,53048.9921875,21869.58984375,-2108.764892578125,24799.396484375,19960.046875,52651.90625,40321.2109375,-1.6435253999903807,1
98.98,50389.9375,20450.927734375,-3142.57177734375,22114.755859375,19296.099609375,51674.41796875,37217.1171875,-1.6395253999903758,1
98.984,50754.05078125,20877.150390625,-2736.830810546875,22887.921875,19767.833984375,51961.16796875,38810.15625,-1.6355253999903852,1
98.988,53370.1171875,22276.94921875,-1709.2945556640625,25586.96484375,20442.177734375,52920.7734375,42020.9921875,-1.6315253999903803,1
98.992,53394.3671875,22072.74609375,-1952.3861083984373,25206.806640625,20080.353515625,52778.6484375,40910.01171875,-1.6275253999903754,1
98.996,50787.0,20633.009765625,-3011.560546875,22450.54296875,19362.666015625,51817.63671875,37483.05078125,-1.6235253999903847,1
99.0,50405.19921875,20668.009765625,-2906.537109375,22483.162109375,19629.837890625,51808.29296875,38280.7734375,-1.6195253999903798,1
99.004,52975.65625,22082.974609375,-1845.3599853515625,25223.474609375,20366.48046875,52783.8984375,41652.32421875,-1.615525399990375,1
99.008,53681.2109375,22256.662109375,-1806.330810546875,25564.744140625,20204.94921875,52899.48828125,41432.09375,-1.6115253999903842,1
99.012,51252.20703125,20865.41796875,-2840.51904296875,22880.125,19463.63671875,51991.54296875,37894.82421875,-1.6075253999903794,1
99.016,50129.75,20485.734375,-3059.840576171875,22144.677734375,19500.400390625,51672.3671875,37817.40625,-1.6035253999903745,1
99.02,52517.39453125,21847.869140625,-2011.5140380859373,24779.990234375,20267.490234375,52621.03125,41168.3125,-1.5995253999903838,1
99.024,53880.19921875,22398.1875,-1679.5159912109375,25837.63671875,20323.23046875,53002.88671875,41868.3046875,-1.595525399990379,1
99.028,51752.28125,21134.49609375,-2645.254638671875,23374.34375,19591.072265625,52184.61328125,38427.6171875,-1.591525399990374,1
99.032,49955.80078125,20351.171875,-3182.936279296875,21908.287109375,19373.587890625,51567.82421875,37440.875,-1.5875253999903833,1
99.036,52032.64453125,21594.71484375,-2197.384765625,24290.134765625,20143.322265625,52445.4375,40597.25,-1.5835253999903784,1
99.04,53950.88671875,22481.0625,-1598.119873046875,25985.744140625,20417.119140625,53064.73046875,42155.7421875,-1.5795253999903736,1
99.044,52225.78125,21397.927734375,-2453.065185546875,23876.384765625,19718.412109375,52356.8671875,39055.8984375,-1.5755253999903829,1
99.048,49952.98828125,20303.51171875,-3233.6953125,21827.462890625,19298.962890625,51540.83203125,37197.14453125,-1.571525399990378,1
99.052,51562.19921875,21335.365234375,-2389.3359375,23792.29296875,20015.265625,52267.53125,39979.58203125,-1.567525399990373,1
99.056,53888.6796875,22495.796875,-1567.316162109375,26004.197265625,20477.322265625,53073.60546875,42300.20703125,-1.5635253999903824,1
99.06,52674.03125,21653.19921875,-2264.071044921875,24366.71484375,19852.08984375,52520.42578125,39706.42578125,-1.5595253999903775,1
99.064,50082.28125,20321.15625,-3232.813232421875,21888.13671875,19259.525390625,51565.1484375,37098.125,-1.5555253999903869,1
99.068,51128.30078125,21093.181640625,-2568.698486328125,23322.775390625,19887.474609375,52107.60546875,39367.03125,-1.551525399990382,1
99.072,53680.33203125,22421.337890625,-1607.0367431640625,25861.3125,20482.13671875,53020.26953125,42242.7421875,-1.547525399990377,1
99.076,53065.5859375,21879.271484375,-2094.674560546875,24821.021484375,19967.724609375,52658.96875,40337.92578125,-1.5435253999903864,1
99.08,50395.0625,20453.884765625,-3135.89599609375,22128.583984375,19294.57421875,51676.30078125,37216.23828125,-1.5395253999903815,1
99.084,50734.48046875,20867.109375,-2744.03125,22875.953125,19755.578125,51951.48828125,38785.48828125,-1.5355253999903766,1
99.088,53352.79296875,22271.82421875,-1709.1754150390625,25578.40625,20438.650390625,52910.48046875,42001.25,-1.531525399990386,1
99.092,53406.7421875,22086.21484375,-1938.366943359375,25228.62109375,20088.625,52786.57421875,40927.625,-1.527525399990381,1
99.096,50791.36328125,20638.96875,-3005.862548828125,22466.162109375,19356.349609375,51815.54296875,37487.53125,-1.5235253999903762,1
99.1,50388.98828125,20663.30859375,-2907.41943359375,22471.76171875,19620.849609375,51797.20703125,38261.73046875,-1.5195253999903855,1
99.104,52958.44921875,22077.681640625,-1840.8062744140625,25210.5,20363.833984375,52776.91796875,41638.8046875,-1.5155253999903806,1
99.108,53685.26953125,22258.068359375,-1795.911865234375,25575.259765625,20206.193359375,52900.8671875,41445.7109375,-1.5115253999903757,1
99.112,51263.07421875,20872.427734375,-2831.5546875,22897.625,19461.896484375,51993.96875,37904.95703125,-1.507525399990385,1
99.116,50117.59375,20483.63671875,-3058.362548828125,22138.599609375,19491.865234375,51665.14453125,37800.60546875,-1.5035253999903802,1
99.12,52499.98828125,21843.197265625,-2007.865966796875,24766.568359375,20263.697265625,52614.38671875,41144.01953125,-1.4995253999903753,1
99.124,53871.65625,22396.494140625,-1671.2191162109375,25842.57421875,20319.775390625,52996.23828125,41868.0,-1.4955253999903846,1
99.128,51768.66796875,21142.484375,-2630.138671875,23391.275390625,19591.240234375,52189.8046875,38441.3046875,-1.4915253999903797,1
99.132,49952.9375,20348.693359375,-3180.57568359375,21902.681640625,19368.38671875,51563.60546875,37427.0,-1.4875253999903748,1
99.136,52024.23046875,21591.94921875,-2196.026123046875,24274.46875,20142.771484375,52442.4375,40574.67578125,-1.4835253999903841,1
99.14,53942.5859375,22479.583984375,-1597.0709228515625,25976.921875,20411.0625,53058.21875,42148.07421875,-1.4795253999903792,1
99.144,52249.3359375,21408.91796875,-2438.927001953125,23889.28125,19722.537109375,52362.76171875,39074.92578125,-1.4755253999903744,1
99.148,49958.5859375,20301.990234375,-3229.33203125,21821.71484375,19296.48046875,51538.83203125,37183.38671875,-1.4715253999903837,1
99.152,51549.58203125,21326.94921875,-2391.95849609375,23768.166015625,20007.875,52262.8125,39951.96875,-1.4675253999903788,1
