Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07,t_rel,idx
132.24,41293.8359375,-28823.54296875,5235.5771484375,20610.09375,3524.614013671875,49107.125,-6754.42333984375,-1.9996763000870033,2
132.244,41691.09375,-28010.609375,4889.82275390625,20019.771484375,3780.198486328125,48819.78125,-6468.13037109375,-1.9956763000870126,2
132.248,42827.0859375,-26758.744140625,3694.53466796875,18876.650390625,4448.7958984375,48260.0,-5825.16259765625,-1.991676300087022,2
132.252,42451.67578125,-27615.025390625,4013.80078125,19484.166015625,4191.73291015625,48555.57421875,-6118.6796875,-1.9876763000870028,2
132.256,41384.19921875,-28778.24609375,5130.5771484375,20543.38671875,3569.69873046875,49075.08203125,-6713.65380859375,-1.9836763000870121,2
132.26,41554.4296875,-28200.177734375,5028.63037109375,20179.775390625,3689.885498046875,48895.69921875,-6557.4169921875,-1.9796763000870214,2
132.264,42681.1484375,-26854.32421875,3855.729736328125,18995.693359375,4362.4638671875,48317.125,-5891.15625,-1.9756763000870023,2
132.268,42605.98046875,-27410.056640625,3870.582763671875,19308.85546875,4276.68115234375,48466.5625,-6018.40087890625,-1.9716763000870117,2
132.272,41532.0625,-28671.958984375,4980.23046875,20429.0625,3648.400390625,49015.3125,-6634.45068359375,-1.967676300087021,2
132.276,41437.3671875,-28390.912109375,5140.99609375,20323.900390625,3617.28662109375,48962.79296875,-6616.78369140625,-1.963676300087002,2
132.28,42489.4375,-27050.640625,4055.190673828125,19168.04296875,4243.1591796875,48396.33203125,-5995.703125,-1.9596763000870112,2
132.284,42752.26953125,-27198.38671875,3752.11279296875,19141.462890625,4365.0146484375,48391.34375,-5931.56884765625,-1.9556763000870205,2
132.288,41708.66796875,-28498.630859375,4800.01025390625,20266.224609375,3750.014892578125,48940.0625,-6539.79833984375,-1.9516763000870014,2
132.292,41342.1875,-28548.650390625,5229.09228515625,20444.96484375,3558.32568359375,49020.84375,-6684.8046875,-1.9476763000870108,2
132.296,42281.2734375,-27280.619140625,4283.4521484375,19382.025390625,4120.8984375,48498.8984375,-6109.71484375,-1.94367630008702,2
132.3,42854.76953125,-27013.18359375,3660.274169921875,18997.93359375,4426.07421875,48317.7421875,-5858.5888671875,-1.939676300087001,2
132.304,41896.1796875,-28303.244140625,4603.50537109375,20084.384765625,3858.42333984375,48848.0859375,-6434.46484375,-1.9356763000870103,2
132.308,41277.9609375,-28690.103515625,5283.35546875,20541.71484375,3514.337890625,49068.0234375,-6724.8583984375,-1.9316763000870196,2
132.312,42058.35546875,-27548.578125,4524.3984375,19620.041015625,3987.97998046875,48616.21875,-6235.8857421875,-1.9276763000870005,2
132.316,42911.69921875,-26859.572265625,3614.61669921875,18890.71484375,4467.67822265625,48265.03125,-5799.58056640625,-1.9236763000870098,2
132.32,42099.36328125,-28076.056640625,4404.90234375,19886.99609375,3975.010498046875,48747.83203125,-6315.8271484375,-1.9196763000870192,2
132.324,41256.7421875,-28784.947265625,5298.59130859375,20604.255859375,3495.050048828125,49095.34375,-6744.8623046875,-1.915676300087,2
132.328,41850.16796875,-27806.978515625,4737.35400390625,19838.978515625,3857.94677734375,48719.125,-6356.47802734375,-1.9116763000870094,2
132.332,42905.9296875,-26757.21875,3626.966796875,18836.619140625,4470.37255859375,48235.82421875,-5782.8427734375,-1.9076763000870187,2
132.336,42287.4921875,-27851.275390625,4213.38134765625,19682.244140625,4083.919921875,48650.125,-6196.76171875,-1.9036763000869996,2
132.34,41282.73046875,-28840.49609375,5256.67724609375,20607.90234375,3500.8671875,49094.9921875,-6738.61572265625,-1.899676300087009,2
132.344,41686.3671875,-28032.734375,4915.0234375,20023.65625,3759.575439453125,48812.30078125,-6451.60791015625,-1.8956763000870183,2
132.348,42825.75,-26779.55859375,3724.074951171875,18880.65234375,4437.70947265625,48255.11328125,-5801.63037109375,-1.8916763000869992,2
132.352,42458.82421875,-27624.228515625,4049.873779296875,19495.681640625,4189.89697265625,48557.55078125,-6090.5693359375,-1.8876763000870085,2
